"APP ID"	"Date Announced"	"CIA_NAME"	"GRANT_TYPE"	"SUB_TYPE"	"SIMPLIFIED TITLE"	"ADMIN_ INSTITUTION"	"STATE"	"2014"	"2015"	"2016"	"2017"	"2018"	"2019"	"2020"	"TOTAL"	"BROAD_RESEARCH_AREA"	"FOR_ CATEGORY"	"FIELD_OF_  RESEARCH"	"RESEARCH_KW_1"	"RESEARCH_KW_2"	"RESEARCH_KW_3"	"RESEARCH_KW_4"	"RESEARCH_KW_5"	"Sector"
"9000291"	2014-10-17	"Research Admin Officer"	"NHMRC Infrastructure Grants"	"Equipment Grant"	"2014 Equipment Grant"	"South Australian Health and Medical Research Institute (SAHMRI)"	"SA"	6078	NA	NA	NA	NA	NA	NA	6078	"N/A"	"N/A"	"N/A"	NA	NA	NA	NA	NA	"MRI"
"9000292"	2014-10-17	"Research Admin Officer"	"NHMRC Infrastructure Grants"	"Equipment Grant"	"2014 Equipment Grant"	"Melbourne Health"	"VIC"	5425	NA	NA	NA	NA	NA	NA	5425	"N/A"	"N/A"	"N/A"	NA	NA	NA	NA	NA	"Hospital"
"9000220"	2014-10-17	"Research Admin Officer"	"NHMRC Infrastructure Grants"	"Independent MRI Infrastructure Grant"	"IRIISS - 2014"	"Walter and Eliza Hall Institute"	"VIC"	7960829	NA	NA	NA	NA	NA	NA	7960829	"N/A"	"N/A"	"N/A"	NA	NA	NA	NA	NA	"MRI"
"9000221"	2014-10-17	"Research Admin Officer"	"NHMRC Infrastructure Grants"	"Independent MRI Infrastructure Grant"	"IRIISS - 2014"	"Murdoch Childrens Research Institute"	"VIC"	5600003	NA	NA	NA	NA	NA	NA	5600003	"N/A"	"N/A"	"N/A"	NA	NA	NA	NA	NA	"MRI"
"9000222"	2014-10-17	"Research Admin Officer"	"NHMRC Infrastructure Grants"	"Independent MRI Infrastructure Grant"	"IRIISS - 2014"	"Baker IDI Heart and Diabetes Institute"	"VIC"	4875025	NA	NA	NA	NA	NA	NA	4875025	"N/A"	"N/A"	"N/A"	NA	NA	NA	NA	NA	"MRI"
"9000223"	2014-10-17	"Research Admin Officer"	"NHMRC Infrastructure Grants"	"Independent MRI Infrastructure Grant"	"IRIISS - 2014"	"Queensland Institute of Medical Research"	"QLD"	4211083	NA	NA	NA	NA	NA	NA	4211083	"N/A"	"N/A"	"N/A"	NA	NA	NA	NA	NA	"MRI"
"9000224"	2014-10-17	"Research Admin Officer"	"NHMRC Infrastructure Grants"	"Independent MRI Infrastructure Grant"	"IRIISS - 2014"	"Garvan Institute of Medical Research"	"NSW"	2768147	NA	NA	NA	NA	NA	NA	2768147	"N/A"	"N/A"	"N/A"	NA	NA	NA	NA	NA	"MRI"
"9000225"	2014-10-17	"Research Admin Officer"	"NHMRC Infrastructure Grants"	"Independent MRI Infrastructure Grant"	"IRIISS - 2014"	"St Vincent's Institute of Medical Research"	"VIC"	1528971	NA	NA	NA	NA	NA	NA	1528971	"N/A"	"N/A"	"N/A"	NA	NA	NA	NA	NA	"MRI"
"9000226"	2014-10-17	"Research Admin Officer"	"NHMRC Infrastructure Grants"	"Independent MRI Infrastructure Grant"	"IRIISS - 2014"	"Victor Chang Cardiac Research Institute"	"NSW"	1144591	NA	NA	NA	NA	NA	NA	1144591	"N/A"	"N/A"	"N/A"	NA	NA	NA	NA	NA	"MRI"
"9000227"	2014-10-17	"Research Admin Officer"	"NHMRC Infrastructure Grants"	"Independent MRI Infrastructure Grant"	"IRIISS - 2014"	"Macfarlane Burnet Institute for Medical Research and Public Health"	"VIC"	1121941	NA	NA	NA	NA	NA	NA	1121941	"N/A"	"N/A"	"N/A"	NA	NA	NA	NA	NA	"MRI"
"9000228"	2014-10-17	"Research Admin Officer"	"NHMRC Infrastructure Grants"	"Independent MRI Infrastructure Grant"	"IRIISS - 2014"	"Florey Institute of Neuroscience and Mental Health"	"VIC"	719020	NA	NA	NA	NA	NA	NA	719020	"N/A"	"N/A"	"N/A"	NA	NA	NA	NA	NA	"MRI"
"9000229"	2014-10-17	"Research Admin Officer"	"NHMRC Infrastructure Grants"	"Independent MRI Infrastructure Grant"	"IRIISS - 2014"	"Centre for Eye Research Australia"	"VIC"	614305	NA	NA	NA	NA	NA	NA	614305	"N/A"	"N/A"	"N/A"	NA	NA	NA	NA	NA	"MRI"
"9000230"	2014-10-17	"Research Admin Officer"	"NHMRC Infrastructure Grants"	"Independent MRI Infrastructure Grant"	"IRIISS - 2014"	"Cancer Council Victoria"	"VIC"	493754	NA	NA	NA	NA	NA	NA	493754	"N/A"	"N/A"	"N/A"	NA	NA	NA	NA	NA	"Other"
"9000231"	2014-10-17	"Research Admin Officer"	"NHMRC Infrastructure Grants"	"Independent MRI Infrastructure Grant"	"IRIISS - 2014"	"The Sax Institute"	"NSW"	434656	NA	NA	NA	NA	NA	NA	434656	"N/A"	"N/A"	"N/A"	NA	NA	NA	NA	NA	"MRI"
"9000232"	2014-10-17	"Research Admin Officer"	"NHMRC Infrastructure Grants"	"Independent MRI Infrastructure Grant"	"IRIISS - 2014"	"The George Institute for Global Health"	"NSW"	299431	NA	NA	NA	NA	NA	NA	299431	"N/A"	"N/A"	"N/A"	NA	NA	NA	NA	NA	"MRI"
"9000233"	2014-10-17	"Research Admin Officer"	"NHMRC Infrastructure Grants"	"Independent MRI Infrastructure Grant"	"IRIISS - 2014"	"Ludwig Institute for Cancer Research"	"VIC"	256307	NA	NA	NA	NA	NA	NA	256307	"N/A"	"N/A"	"N/A"	NA	NA	NA	NA	NA	"MRI"
"9000234"	2014-10-17	"Research Admin Officer"	"NHMRC Infrastructure Grants"	"Independent MRI Infrastructure Grant"	"IRIISS - 2014"	"South Australian Health and Medical Research Institute (SAHMRI)"	"SA"	162226	NA	NA	NA	NA	NA	NA	162226	"N/A"	"N/A"	"N/A"	NA	NA	NA	NA	NA	"MRI"
"9000235"	2014-10-17	"Research Admin Officer"	"NHMRC Infrastructure Grants"	"Independent MRI Infrastructure Grant"	"IRIISS - 2014"	"Institute for Breathing and Sleep"	"VIC"	158763	NA	NA	NA	NA	NA	NA	158763	"N/A"	"N/A"	"N/A"	NA	NA	NA	NA	NA	"MRI"
"9000236"	2014-10-17	"Research Admin Officer"	"NHMRC Infrastructure Grants"	"Independent MRI Infrastructure Grant"	"IRIISS - 2014"	"Children's Medical Research Institute"	"NSW"	124099	NA	NA	NA	NA	NA	NA	124099	"N/A"	"N/A"	"N/A"	NA	NA	NA	NA	NA	"MRI"
"9000237"	2014-10-17	"Research Admin Officer"	"NHMRC Infrastructure Grants"	"Independent MRI Infrastructure Grant"	"IRIISS - 2014"	"Bionic Ear Institute"	"VIC"	60051	NA	NA	NA	NA	NA	NA	60051	"N/A"	"N/A"	"N/A"	NA	NA	NA	NA	NA	"MRI"
"9000238"	2014-10-17	"Research Admin Officer"	"NHMRC Infrastructure Grants"	"Independent MRI Infrastructure Grant"	"IRIISS - 2014"	"Ear Science Institute Australia"	"WA"	47370	NA	NA	NA	NA	NA	NA	47370	"N/A"	"N/A"	"N/A"	NA	NA	NA	NA	NA	"Other"
"9000239"	2014-10-17	"Research Admin Officer"	"NHMRC Infrastructure Grants"	"Independent MRI Infrastructure Grant"	"IRIISS - 2014"	"Cancer Council Queensland"	"QLD"	38245	NA	NA	NA	NA	NA	NA	38245	"N/A"	"N/A"	"N/A"	NA	NA	NA	NA	NA	"Other"
"9000240"	2014-10-17	"Research Admin Officer"	"NHMRC Infrastructure Grants"	"Independent MRI Infrastructure Grant"	"IRIISS - 2014"	"Centenary Institute of Cancer Medicine and Cell Biology"	"NSW"	33010	NA	NA	NA	NA	NA	NA	33010	"N/A"	"N/A"	"N/A"	NA	NA	NA	NA	NA	"MRI"
"9000241"	2014-10-17	"Research Admin Officer"	"NHMRC Infrastructure Grants"	"Independent MRI Infrastructure Grant"	"IRIISS - 2014"	"Austin Medical Research Foundation"	"VIC"	32151	NA	NA	NA	NA	NA	NA	32151	"N/A"	"N/A"	"N/A"	NA	NA	NA	NA	NA	"Hospital"
"9000242"	2014-10-17	"Research Admin Officer"	"NHMRC Infrastructure Grants"	"Independent MRI Infrastructure Grant"	"IRIISS - 2014"	"Cancer Council NSW"	"NSW"	15472	NA	NA	NA	NA	NA	NA	15472	"N/A"	"N/A"	"N/A"	NA	NA	NA	NA	NA	"Other"
"9000243"	2014-10-17	"Research Admin Officer"	"NHMRC Infrastructure Grants"	"Independent MRI Infrastructure Grant"	"IRIISS - 2014"	"Heart Research Institute"	"NSW"	8011	NA	NA	NA	NA	NA	NA	8011	"N/A"	"N/A"	"N/A"	NA	NA	NA	NA	NA	"MRI"
"9000244"	2014-10-17	"Research Admin Officer"	"NHMRC Infrastructure Grants"	"Independent MRI Infrastructure Grant"	"IRIISS - 2014"	"Mater Medical Research Institute, Brisbane"	"QLD"	5553	NA	NA	NA	NA	NA	NA	5553	"N/A"	"N/A"	"N/A"	NA	NA	NA	NA	NA	"MRI"
"9000245"	2014-10-17	"Research Admin Officer"	"NHMRC Infrastructure Grants"	"Independent MRI Infrastructure Grant"	"IRIISS - 2014"	"Howard Florey Institute"	"VIC"	2764	NA	NA	NA	NA	NA	NA	2764	"N/A"	"N/A"	"N/A"	NA	NA	NA	NA	NA	"MRI"
"628344"	2014-10-17	"A/Pr Ann M Turnley"	"NHMRC Research Fellowships"	"Research Fellowship-6th year"	"RF Extension 2015"	"University of Melbourne"	"VIC"	NA	122329	NA	NA	NA	NA	NA	122329	"Basic Science"	"NEUROSCIENCES"	"Central Nervous System"	"cell signalling"	"nerve regeneration"	"nervous system development"	"nervous system repair"	"neurogenesis"	"University"
"628404"	2014-10-17	"Prof John D Wade"	"NHMRC Research Fellowships"	"Research Fellowship-6th year"	"RF Extension 2015"	"University of Melbourne"	"VIC"	NA	162996	NA	NA	NA	NA	NA	162996	"Basic Science"	"MEDICINAL AND BIOMOLECULAR CHEMISTRY"	"Proteins and Peptides"	"biomolecular interactions"	"chemical peptide and protein synthesis"	"endocrinology"	"structure and function"	NA	"University"
"630516"	2014-10-17	"Prof Caroline  Rae"	"NHMRC Research Fellowships"	"Research Fellowship-6th year"	"RF Extension 2015"	"University of New South Wales"	"NSW"	NA	135162	NA	NA	NA	NA	NA	135162	"Basic Science"	"NEUROSCIENCES"	"Neurosciences not elsewhere classified"	"Brain"	"Brain imaging"	"Brain metabolism"	"Multidisciplinary"	"Neurological disorders"	"University"
"572723"	2014-10-17	"Prof Barry Marshall"	"NHMRC Research Fellowships"	"Research Fellowship-Sir Macfarlane Burnet Extension"	"Sir Macfarlane Burnet Extension"	"University of Western Australia"	"WA"	NA	216370	NA	NA	NA	NA	NA	216370	"Clinical Medicine and Science"	"IMMUNOLOGY"	"Immunology not elsewhere classified"	NA	NA	NA	NA	NA	"University"
"1077750"	2014-10-17	"Prof Benjamin Kile"	"NHMRC Project Grants"	"Standard Project Grant"	"The role of apoptotic caspases in regulating type I interferon production"	"Walter and Eliza Hall Institute"	"VIC"	NA	153539	224718	224718	158538	NA	NA	761513	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Cell Development, Proliferation and Death"	"caspases"	"apoptosis"	"type I interferon"	"viral infection"	"cell death"	"MRI"
"1077769"	2014-10-17	"A/Pr Timothy Moss"	"NHMRC Project Grants"	"Standard Project Grant"	"Human amnion epithelial cell therapy for bronchopulmonary dyspliasa"	"Monash University"	"VIC"	NA	262173	262173	242173	242173	NA	NA	1008691.2	"Basic Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Paediatrics"	"bronchopulmonary dysplasia"	"cell therapy"	"premature infant"	"lung development"	"respiratory distress syndrome (RDS)"	"University"
"1077788"	2014-10-17	"Prof Martin Ebert"	"NHMRC Project Grants"	"Standard Project Grant"	"Radiotherapy treatment for prostate cancer - a change in practice based on direct evidence for targeting and toxicity effects using real outcomes data"	"University of Western Australia"	"WA"	NA	154851	159851	130379	90466	NA	NA	535546.9	"Clinical Medicine and Science"	"ONCOLOGY AND CARCINOGENESIS"	"Radiation Therapy"	"radiotherapy"	"toxicity"	"efficacy"	"prostate cancer"	"biostatistics"	"University"
"1077789"	2014-10-17	"Dr Lachlan Thompson"	"NHMRC Project Grants"	"Standard Project Grant"	"Pre-Clinical Studies Towards Cell-Based Approaches for Cortical Repair."	"University of Melbourne"	"VIC"	NA	317824	207824	192824	NA	NA	NA	718472	"Basic Science"	"NEUROSCIENCES"	"Central Nervous System"	"stem cells"	"stroke"	"regeneration"	"neural transplantation"	"pluripotential"	"University"
"1077791"	2014-10-17	"Dr Peter Noble"	"NHMRC Project Grants"	"Standard Project Grant"	"Ontogeny of the airway smooth muscle layer in health and disease"	"University of Western Australia"	"WA"	NA	206610	156610	156610	NA	NA	NA	519830	"Basic Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Respiratory Diseases"	"airway smooth muscle"	"hyperplasia"	"hypertrophy"	"asthma"	"chorioamnionitis"	"University"
"1077792"	2014-10-17	"Dr Kaylene Young"	"NHMRC Project Grants"	"Standard Project Grant"	"Myelin remodelling: a novel form of neural plasticity"	"University of Tasmania"	"TAS"	NA	183164	178164	224972	NA	NA	NA	586299.6	"Basic Science"	"NEUROSCIENCES"	"Central Nervous System"	"multiple sclerosis (MS)"	"myelination"	"plasticity"	"transgenic mouse"	"remyelination"	"University"
"1077799"	2014-10-17	"Prof Gail Risbridger"	"NHMRC Project Grants"	"Standard Project Grant"	"Intraductal carcinoma of the prostate: indicator of aggressive disease."	"Monash University"	"VIC"	NA	234686	234686	191271	191271	NA	NA	851914.8	"Clinical Medicine and Science"	"ONCOLOGY AND CARCINOGENESIS"	"Solid Tumours"	"prostate cancer"	"pathology"	"xenografts"	"human"	"BRCA1"	"University"
"1077804"	2014-10-17	"Prof Gavan McNally"	"NHMRC Project Grants"	"Standard Project Grant"	"A memory retrieval - extinction procedure to prevent relapse to drug seeking"	"University of New South Wales"	"NSW"	NA	125262	125262	125262	NA	NA	NA	375784.5	"Basic Science"	"PSYCHOLOGY"	"Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology)"	"relapse"	"extinction"	"addiction"	"learning"	"substance abuse"	"University"
"1077806"	2014-10-17	"Prof Gavan McNally"	"NHMRC Project Grants"	"Standard Project Grant"	"How the midbrain assembles fear"	"University of New South Wales"	"NSW"	NA	161646	161646	161646	NA	NA	NA	484936.5	"Basic Science"	"PSYCHOLOGY"	"Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology)"	"fear"	"anxiety"	"periaqueductal gray"	"amygdala"	"anxiety disorders"	"University"
"1077859"	2014-10-17	"Prof Paul Fitzgerald"	"NHMRC Project Grants"	"Standard Project Grant"	"Deep Brain Stimulation in the Treatment of Severe Depression"	"Monash University"	"VIC"	NA	198743	228656	228656	228656	82646	NA	967355.4	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Psychiatry (incl. Psychotherapy)"	"major depressive disorder"	"treatment-resistant"	"clinical trial"	"neurosurgery"	"treatment"	"University"
"1077898"	2014-10-17	"A/Pr Julie Bernhardt"	"Centre for Research Excellence"	"Centre for Research Excellence - Clinical Research"	"Centre for Research Excellence in Stroke Rehabilitation and Brain Recovery"	"University of Melbourne"	"VIC"	NA	630543	667229	549931	351724	300573	NA	2500000	"Clinical Medicine and Science"	"NEUROSCIENCES"	"Central Nervous System"	"stroke rehabilitation"	"stroke outcome"	"translational research"	"rehabilitation services"	"neural plasticity"	"University"
"1077905"	2014-10-17	"A/Pr Graeme Zosky"	"NHMRC Project Grants"	"Standard Project Grant"	"Regional mechanisms of ventilator induced lung injury: insights from dynamic lung imaging"	"University of Tasmania"	"TAS"	NA	202960	202960	197960	NA	NA	NA	603878.5	"Clinical Medicine and Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Respiratory Diseases"	"mechanical ventilation"	"imaging"	"acute respiratory distress syndrome (ARDS)"	"mouse models"	"inflammation"	"University"
"1077931"	2014-10-17	"Prof John Newnham"	"NHMRC Project Grants"	"Standard Project Grant"	"Vaginal microbial biomarkers for the prevention of preterm birth"	"University of Western Australia"	"WA"	NA	238800	220897	103797	NA	NA	NA	563493	"Clinical Medicine and Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Obstetrics and Gynaecology"	"premature birth"	"mycoplasma"	"pregnancy complications"	"antenatal care"	"antibiotic use"	"University"
"1077989"	2014-10-17	"Prof Martin Lavin"	"NHMRC Project Grants"	"Standard Project Grant"	"To investigate the role of ATM protein in protecting against neurodegeneration"	"University of Queensland"	"QLD"	NA	279361	279361	231271	130805	NA	NA	920797.5	"Basic Science"	"GENETICS"	"Neurogenetics"	"ataxia"	"ataxia telangiectasia"	"molecular genetics"	"molecular biology"	"neurogenetics"	"University"
"1078026"	2014-10-17	"A/Pr Marianne Chapman"	"NHMRC Project Grants"	"Standard Project Grant"	"The Augmented versus Routine approach to Giving Energy Trial (TARGET)"	"Monash University"	"VIC"	NA	297027	945061	945061	945061	402027	NA	3534236.2	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Intensive Care"	"intensive care"	"critical illness"	"nutritional therapy"	"randomised controlled trial (RCT)"	"feeding and nutrition"	"University"
"1078042"	2014-10-17	"Prof Moira O'Bryan"	"NHMRC Project Grants"	"Standard Project Grant"	"The characterisation of an essential regulator of pre-mRNA splicing required for germ cell function and male fertility"	"Monash University"	"VIC"	NA	290745	320745	285745	179565	NA	NA	1076798.5	"Basic Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Reproduction"	"spermatogenesis"	"RNA binding proteins"	"cell biology"	"meiosis"	"stem cell biology"	"University"
"1078046"	2014-10-17	"Prof Fran Baum"	"Centre for Research Excellence"	"Centre for Research Excellence - Population Health Research"	"Centre of Research Excellence on Social Determinants of Health Equity (CRESDHE): Policy research on the social determinants of health equity"	"Flinders University"	"SA"	NA	423124	514942	529942	529942	473126	NA	2471076	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Public Health and Health Services not elsewhere classified"	"social determinants of health"	"policy analysis"	"policy making"	"indigenous health"	"social disadvantage"	"University"
"1078065"	2014-10-17	"Prof Leann Tilley"	"NHMRC Project Grants"	"Standard Project Grant"	"Breaking malaria's lethal grip: Targeting the assembly of an adhesive complex on infected red blood cells"	"University of Melbourne"	"VIC"	NA	280728	255728	255728	NA	NA	NA	792182.5	"Basic Science"	"MEDICAL MICROBIOLOGY"	"Medical Parasitology"	"Plasmodium falciparum"	"malaria"	"transfection"	"electron microscopy"	"cytoadherence"	"University"
"1078068"	2014-10-17	"A/Pr Jodie McVernon"	"Centre for Research Excellence"	"Centre for Research Excellence - Population Health Research"	"Centre of Research Excellence in Infectious Diseases Modelling to Inform Public Health Policy"	"University of Melbourne"	"VIC"	NA	423267	578454	690134	492136	311042	NA	2495031	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Epidemiology"	"vaccine strategy"	"influenza"	"emerging diseases"	"mathematical modelling"	"policy development"	"University"
"1078069"	2014-10-17	"A/Pr Franz Babl"	"NHMRC Project Grants"	"Standard Project Grant"	"Bell's Palsy in Children (BellPIC)"	"Murdoch Childrens Research Institute"	"VIC"	NA	201102	254274	254274	254274	138638	NA	1102561.6	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Emergency Medicine"	"neurology"	"paediatric"	"steroids"	"quality of life"	"clinical trial"	"MRI"
"1078077"	2014-10-17	"A/Pr Lisa Jamieson"	"NHMRC Project Grants"	"Standard Project Grant"	"Periodontal disease and chronic kidney disease among Aboriginal adults; an RCT"	"University of Adelaide"	"SA"	NA	211169	302076	282076	201169	NA	NA	996489.5	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Aboriginal and Torres Strait Islander Health"	"Aboriginal"	"kidney disease"	"periodontal disease"	"intervention"	"randomised controlled trial (RCT)"	"University"
"1078106"	2014-10-17	"Prof Jennifer Couper"	"Centre for Research Excellence"	"Centre for Research Excellence - Type 1 Diabetes Research"	"Centre of Research Excellence for the Protection of Pancreatic Beta Cells"	"University of Adelaide"	"SA"	NA	397125	614309	578734	558734	351098	NA	2500000	"Clinical Medicine and Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Paediatrics"	"diabetes prevention"	"autoimmunity"	"environmental influences"	"inflammation"	"diabetes mellitus"	"University"
"1078113"	2014-10-17	"A/Pr Andrew Stevenson"	"NHMRC Project Grants"	"Standard Project Grant"	"A La CaRT: Australasian Laparoscopic Cancer of the Rectum Trial. A phase III prospective randomised trial comparing laparoscopic-assisted resection versus open resection for rectal cancer"	"University of Sydney"	"NSW"	NA	105755	108846	110883	121722	126052	NA	573259.1	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Surgery"	"cancer treatment"	"colorectal cancer"	"surgery"	"oncology"	"treatment efficacy"	"University"
"1078117"	2014-10-17	"Prof Hongyuan Yang"	"NHMRC Project Grants"	"Standard Project Grant"	"Molecular characterization of SEIPIN function: implications for lipogenesis and adipogenesis"	"University of New South Wales"	"NSW"	NA	168165	183165	193165	193165	NA	NA	737660	"Basic Science"	"MEDICAL BIOCHEMISTRY AND METABOLOMICS"	"Medical Biochemistry: Lipids"	"adipocytes"	"adipogenesis"	"lipids"	"lipid biochemistry"	"obesity"	"University"
"1078118"	2014-10-17	"Prof Christoph Hagemeyer"	"NHMRC Project Grants"	"Standard Project Grant"	"Delivering nanoparticles to prevent rupture of unstable arterial plaques"	"Baker IDI Heart and Diabetes Institute"	"VIC"	NA	186271	176271	231271	NA	NA	NA	593813	"Clinical Medicine and Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Cardiology (incl. Cardiovascular Diseases)"	"antibody engineering"	"drug delivery systems"	"targeted therapy"	"matrix metalloproteinases"	"plaque rupture"	"MRI"
"1078134"	2014-10-17	"Dr Hayden Homer"	"NHMRC Project Grants"	"Standard Project Grant"	"A BubR1-centred network for non-invasively measuring human oocyte quality"	"University of New South Wales"	"NSW"	NA	173539	173539	168539	NA	NA	NA	515615.5	"Clinical Medicine and Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Reproduction"	"oocyte maturation"	"in vitro fertilisation (IVF)"	"cell cycle regulation"	"mitochondrial respiration"	"gene expression"	"University"
"1078142"	2014-10-17	"Dr Michael Skilton"	"NHMRC Project Grants"	"Standard Project Grant"	"Reducing cardiovascular risk in children born with poor fetal growth: the Small baby Omega-3 (SO3) trial"	"University of Sydney"	"NSW"	NA	151533	218376	255084	189433	136871	NA	951296.71	"Clinical Medicine and Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Cardiology (incl. Cardiovascular Diseases)"	"fetal origins of disease"	"blood pressure"	"omega-3 fatty acids"	"atherosclerosis"	"clinical trial"	"University"
"1078159"	2014-10-17	"A/Pr Thomas Burne"	"NHMRC Project Grants"	"Standard Project Grant"	"Does adult vitamin D deficiency increase vulnerability to social stress resulting in altered brain function?"	"University of Queensland"	"QLD"	NA	108709	123709	87359	NA	NA	NA	319776	"Basic Science"	"OTHER MEDICAL AND HEALTH SCIENCES"	"Medical and Health Sciences not elsewhere classified"	"animal model"	"brain function"	"vitamin D"	"stress"	"schizophrenia and related disorders"	"University"
"1078190"	2014-10-17	"Prof Timothy Jones"	"Centre for Research Excellence"	"Centre for Research Excellence - Type 1 Diabetes Research"	"Improving the lives of young people with Type 1 Diabetes using State-of-the-Art Therapies"	"University of Western Australia"	"WA"	NA	518158	493158	493158	493158	493157	NA	2490789	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Endocrinology"	"diabetes mellitus"	"therapy"	"paediatric"	"translational research"	"clinical research"	"University"
"1078214"	2014-10-17	"Dr Bridgette McNamara"	"NHMRC Project Grants"	"Standard Project Grant"	"‘Defying the odds’: Exploring the impact of perinatal outcomes, maternal social and health outcomes and level of culturally appropriate service availability on the health of Western Australian Aboriginal infants and children"	"Baker IDI Heart and Diabetes Institute"	"VIC"	NA	172515	158881	162428	141062	NA	NA	634885.8	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Aboriginal and Torres Strait Islander Health"	"Aboriginal child"	"hospital morbidity"	"risk factors"	"mortality"	"social determinants of health"	"MRI"
"1078247"	2014-10-17	"Dr Jonathan Tan"	"NHMRC Project Grants"	"New Investigator Grant"	"Understanding the mechanisms that regulate spleen organogenesis"	"Australian National University"	"ACT"	NA	140466	130466	130466	NA	NA	NA	401398	"Basic Science"	"MEDICAL BIOTECHNOLOGY"	"Regenerative Medicine (incl. Stem Cells and Tissue Engineering)"	"organogenesis"	"stromal cells"	"splenectomy"	"immune  development"	"regenerative medicine"	"University"
"1078273"	2014-10-17	"A/Pr Aleksandra Filipovska"	"NHMRC Project Grants"	"Standard Project Grant"	"Functional genomic analyses of mitochondrial disorders"	"University of Western Australia"	"WA"	NA	213164	173164	173164	NA	NA	NA	559492	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Biochemistry and Cell Biology not elsewhere classified"	"mitochondria"	"mitochondrial disease"	"mitochondrial myopathies"	"mitochondrial respiration"	"mitochondrial function"	"University"
"1078280"	2014-10-17	"A/Pr Nathan Pavlos"	"NHMRC Project Grants"	"Standard Project Grant"	"The role of Sorting Nexin 27 in cargo-trafficking during skeletal homeostasis"	"University of Western Australia"	"WA"	NA	201271	201271	201271	NA	NA	NA	603813	"Basic Science"	"CLINICAL SCIENCES"	"Orthopaedics"	"bone biology"	"bone cells"	"signalling"	"parathyroid hormone"	"trafficking"	"University"
"1078300"	2014-10-17	"Dr Andrew Bivard"	"NHMRC Project Grants"	"New Investigator Grant"	"Arterial spin labeling perfusion MR imaging of tissue pathophysiology in stroke"	"University of Newcastle"	"NSW"	NA	130000	130000	130000	NA	NA	NA	390000	"Clinical Medicine and Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Cardiovascular medicine and Haematology nec"	"radiology"	"stroke"	"stroke-like episodes"	"magnetic resonance imaging (MRI)"	"diagnosis"	"University"
"1078333"	2014-10-17	"A/Pr Louise Maple-Brown"	"NHMRC Project Grants"	"Standard Project Grant"	"Pregnancy and Neonatal Diabetes Outcomes in Remote Australia (PANDORA) Cohort"	"Menzies School of Health Research"	"NT"	NA	479019	459019	473491	478491	405604	NA	2295624.7	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Endocrinology"	"Aboriginal health"	"diabetes"	"gestational diabetes"	"maternal and child health"	"fetal origins of disease"	"MRI"
"1078345"	2014-10-17	"A/Pr Rachael Moorin"	"NHMRC Project Grants"	"Standard Project Grant"	"Does continuity of primary care reduce demand on emergency department presentations and hospital admissions?"	"Curtin University of Technology"	"WA"	NA	307416	162016	162016	162416	NA	NA	793864.02	"Health Services"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Primary Health Care"	"primary care"	"health service utilisation"	"health services research"	"data linkage"	"chronic illness management"	"University"
"1078379"	2014-10-17	"Prof Deborah Trinder"	"NHMRC Project Grants"	"Standard Project Grant"	"Role of non-transferrin bound iron in iron overload disease"	"University of Western Australia"	"WA"	NA	212825	217825	217825	NA	NA	NA	648475	"Basic Science"	"CLINICAL SCIENCES"	"Gastroenterology and Hepatology"	"iron overload"	"iron transport"	"oxidative stress"	"liver"	"heart"	"University"
"1078442"	2014-10-17	"Prof Jennifer Wilkinson-Berka"	"NHMRC Project Grants"	"Standard Project Grant"	"Inhibition of specific NOX isoforms as a new treatment for hypertensive and diabetic retinopathy"	"Monash University"	"VIC"	NA	214888	214888	214888	178709	NA	NA	823372.5	"Basic Science"	"OPHTHALMOLOGY and OPTOMETRY"	"Vision Science"	"diabetic retinopathy"	"oxidative stress"	"angiotensin II"	"aldosterone"	"vascular biology"	"University"
