"APP ID"	"Date Announced"	"CIA Name"	"Grant Type"	"Sub Type"	"Grant Title"	"Admin Institution"	"State"	"Sector"	"Total"	"Broad Research Area"	"Field of Research"	"Res KW1"	"Res KW2"	"Res KW3"	"Res KW4"	"Res KW5"	"Plain Description"
1173271	2019-08-29	"Prof Carol Hodgson"	"Investigator Grants"	"Emerging Leadership Level 2"	"Early interventions to improve the quality of survival after critical illness"	"Monash University"	"VIC"	"University"	1243891	"Clinical Medicine and Science"	"Physiotherapy"	"intensive care"	"clinical trial"	"rehabilitation"	"outcomes research"	"physiotherapy management"	"I am leading research that will improve the quality of survival in patients who are critically ill. As a physiotherapist, I lead the world’s largest international randomised trial of physical activity in critically ill patients with functional outcome measures. My aim is to drive innovation in the field of intensive care with leadership of a comprehensive research program assessing early interventions and functional recovery that is recognised nationally and internationally."
1173314	2019-08-29	"Dr Boris Novakovic"	"Investigator Grants"	"Emerging Leadership Level 2"	"Epigenetic remodelling of neonatal and maternal monocytes in pregnancy"	"Murdoch Childrens Research Institute"	"VIC"	"Research Institutes"	1331457.21	"Basic Science"	"Innate Immunity"	"epigenetics"	"monocytes"	"pregnancy"	"complex disease"	"inflammation"	"In any biology textbook, we read that the human immune system has two arms – the adaptive system that can form memory (e.g. to vaccines) and the innate immune system that has no capacity for memory. However, in the past decade a large body of work has shown that innate immune cells can in fact form non-specific memory that has consequences for many chronic diseases, such as cardiovascular disease, diabetes and allergy, as well as infection. I will study innate immune memory during pregnancy."
1173342	2019-08-29	"Prof Warren Alexander"	"Investigator Grants"	"Leadership"	"Regulation of Blood Cells in Health and Disease"	"Walter and Eliza Hall Institute of Medical Research"	"VIC"	"Research Institutes"	1801595	"Basic Science"	"Haematological Tumours"	"blood diseases"	"genomics"	"leukaemia"	"cytokine biology"	"mouse models"	"Blood cell diseases such as leukaemia, myeloproliferative diseases and inflammatory disorders affect a significant proportion of the population. In many cases, treatment options are not optimal and such diseases remain life-threatening. The goal of this research is to exploit unique reagents and advanced technologies to reduce the burden of blood cell diseases through novel discovery and research translation."
1173346	2019-08-29	"Prof Penelope Webb"	"Investigator Grants"	"Leadership"	"Enhancing Cancer Survivorship"	"QIMR Berghofer Medical Research Institute"	"QLD"	"Research Institutes"	1853030	"Public Health"	"Epidemiology"	"survivorship"	"cancer epidemiology"	"quality of life"	"ovarian cancer"	"aetiology"	"One in two Australians will be diagnosed with cancer by age 85 and there will be 1.4 million cancer survivors by 2020. I will use my world-class data/sample resources to improve psychological and physical outcomes for survivors by (1) identifying ways to increase treatment completion rates; (2) optimising follow-up to minimise late effects of treatment and maximise early detection of recurrence; and (3) identifying factors that influence recurrence and survival to reduce mortality."
1173361	2019-08-29	"A/Pr catriona bradshaw"	"Investigator Grants"	"Leadership"	"Improving treatment and control of drug resistant and refractory sexually transmitted infections"	"Monash University"	"VIC"	"University"	2007424	"Clinical Medicine and Science"	"Venereology"	"sexually-transmitted infections (sti)"	"infectious diseases"	"microbiology"	"antibiotic resistance"	"treatment outcomes"	"Mycoplasma genitalium is an STI with high levels of antibiotic resistance. This research focuses on strategies to improve cure and curb the spread of resistance using new resistance tests and novel combinations of antibiotics. Bacterial vaginosis (BV) is a common genital infection and cause of premature birth. Only women are treated and recurrence is high. We have shown BV is likely to be sexually transmitted and are undertaking innovative partner treatment trials to improve cure."
1173363	2019-08-29	"Prof Daniela Traini"	"Investigator Grants"	"Leadership"	"‘Breathing in a Cure’: using the lung as a delivery portal for repurposed drugs"	"University of Sydney"	"NSW"	"University"	2348640	"Basic Science"	"Pharmaceutical Sciences"	"inhaler therapy"	"respiratory diseases"	"lung disease"	"respiratory system"	"respiratory epithelium"	"The lung is an amazing organ, crucial for oxygen exchange and survival, offering a fantastic portal for both the local and systemic delivery of a number of medicines that are quick and convenient to administer. There is a huge need for novel therapies that could impact positively on respiratory diseases management, like COPD, CF, asthma and lung cancer. In this project repurposed drugs, being less risky, cheaper and faster to get approval, will be used to address this significant health gap."
1173390	2019-08-29	"Dr Puya Gharahkhani"	"Investigator Grants"	"Emerging Leadership Level 1"	"Identifying the contribution of phenotypic and genetic risk factors for complex traits, with implication to risk prediction and causal inference"	"QIMR Berghofer Medical Research Institute"	"QLD"	"Research Institutes"	602250	"Basic Science"	"Quantitative Genetics (incl. Disease and Trait Mapping Genetics)"	"statistical genetics"	"bioinformatics"	"glaucoma"	"cancer"	"dementia"	"My research identifies genes and other risk factors for diseases. For the next five years, I aim to: 1) Identify disease genes for glaucoma, a blinding eye disease, and to use genetic screening to detect people at high risk before they develop glaucoma. 2) Investigate the validity of measuring the eye nerve thickness for early detection of dementia. 3) Investigate what modifiable risk factors cause cancer. These studies lead to better risk prediction and prevention programs for these diseases."
1173403	2019-08-29	"Prof Dao-Yi Yu"	"Investigator Grants"	"Leadership"	"Further advances in glaucoma therapy"	"University of Western Australia"	"WA"	"University"	2348640	"Clinical Medicine and Science"	"Ophthalmology"	"glaucoma"	"surgery"	"ophthalmology"	"vision loss"	"eye disease"	"Following the success of our new form of glaucoma surgery more than 75,000 patients have been treated worldwide, but significant complications do still occur. We propose to introduce new techniques and knowledge to further improve the clinical outcomes but also investigate a completely new approach to glaucoma surgery. Our new UV laser based technique will use an ultrafine intraocular probe to cut and open drainage channels to remove the excess fluid that is characteristic of glaucoma."
1173428	2019-08-29	"Dr Rona Chandrawati"	"Investigator Grants"	"Emerging Leadership Level 2"	"Bioactive coatings to improve function and lifetime of implantable medical devices"	"University of New South Wales"	"NSW"	"University"	1526912.25	"Basic Science"	"Biomaterials"	"biomaterials"	"drug delivery"	"nitric oxide"	"implants"	"biotechnology"	"Medical devices such as catheters and stents are used worldwide to improve and save patients’ lives. However, these devices are prone to failure due to blood clotting and bacterial infection. This project aims to improve the properties of implantable medical devices by developing a new class of surface coatings able to release molecules that prevent blood clotting and infection. The outcome of my research will impact in reducing implant failure."
1173433	2019-08-29	"Dr Adam Wheatley"	"Investigator Grants"	"Emerging Leadership Level 1"	"Advancing influenza vaccines for broad and durable protection"	"University of Melbourne"	"VIC"	"University"	602250	"Basic Science"	"Humoural Immunology and Immunochemistry"	"influenza virus"	"vaccination immunology"	"vaccine development"	"antibody"	"humoral immunity"	"Current influenza vaccines elicit poor protection against viruses undergoing rapid change. This proposal will define the potential for protective, cross-reactive antibody responses in humans and use this information to identify conserved sites of vulnerability on the hemagglutinin of influenza viruses. This will inform the development and assessment of novel influenza vaccine concepts in animal models of human influenza infection."
1173448	2019-08-29	"Dr Yee Lian Chew"	"Investigator Grants"	"Emerging Leadership Level 1"	"Investigating Neuroendocrine Dysregulation as New Targets for Chronic Pain Management"	"University of Wollongong"	"NSW"	"University"	639750	"Basic Science"	"Sensory Systems"	"nociception"	"chronic pain"	"neuropeptides"	"dopamine"	"noradrenaline"	"Chronic pain causes patients long-lasting, significant health problems, but current treatments fail to provide many with adequate relief. To identify new therapeutic avenues, more details on the signals in the brain that trigger persistent pain are required. I propose an inventive experimental approach to find new drug targets by exploring the signals required for sensitisation of pain-receiving cells, the process in which pain feels stronger each time the cell is activated by a painful cue."
1173450	2019-08-29	"Prof Benjamin Solomon"	"Investigator Grants"	"Leadership"	"Delivering Personalised Medicine for Lung Cancer"	"University of Melbourne"	"VIC"	"University"	2682424	"Clinical Medicine and Science"	"Cancer Therapy (excl. Chemotherapy and Radiation Therapy)"	"lung cancer"	"targeted therapy"	"immunology"	"clinical trial"	"translational research"	"Lung cancer causes more deaths than any other cancer in Australia or worldwide. The aim of this investigator grant is to develop and evaluate new treatments for lung cancer patients. This will involve a combination of clinical research extending from innovative phase 1 to practice changing phase 3 clinical trials and laboratory based translational research with blood and tissue directed at delivering precision medicine and improving outcomes for patients with lung cancer."
1173469	2019-08-29	"Dr Pengyi Yang"	"Investigator Grants"	"Emerging Leadership Level 2"	"Towards machine learning-based precision stem cell therapy"	"University of Sydney"	"NSW"	"University"	1499642.49	"Basic Science"	"Gene Expression (incl. Microarray and other genome-wide approaches)"	"bioinformatics"	"gene expression"	"proteomics"	"functional genomics"	"stem cell biology"	"This project aims to develop advanced computational methods for precision stem cell therapy. The expected outcomes are a set of machine learning methods and key trans-regulatory network knowledge for guided differentiation of pluripotent stem cells into clinically useful cell types with currently unattainable efficacy and precision. This project will have a significant translational impact on bridging the gap between translational stem cell research and their therapeutic applications in clinics."
1173472	2019-08-29	"Prof Julie Stout"	"Investigator Grants"	"Leadership"	"Knocking Down Huntington's Disease: An Australian Focus in a Global Effort"	"Monash University"	"VIC"	"University"	1500000	"Clinical Medicine and Science"	"Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology)"	"cognitive outcome"	"cognitive assessment"	"huntington's disease"	"degeneration"	"diagnosis"	"Huntington’s Disease is a genetic neurological disease that causes abnormal movement, impairments in cognitive function, and depression. HD typically starts in middle age, progresses to dementia, and leads to early death. This grant will support a leading clinical scientist in building community capability to mitigate the impact of Huntington’s Disease in Australia, and improving clinical trial methods internationally, to accelerate finding a cure for HD."
1173476	2019-08-29	"Dr Sandra Richardson"	"Investigator Grants"	"Emerging Leadership Level 1"	"The invisible impact of mobile DNA activity during human development"	"University of Queensland"	"QLD"	"University"	639750	"Basic Science"	"Genomics"	"genetics"	"infertility"	"miscarriage"	"congenital defects"	"developmental biology"	"Despite affecting hundreds of thousands of Australians each year, reproductive challenges including infertility, pregnancy loss, and congenital anomalies (commonly called birth defects) often have no known explanation. The goal of my research is to investigate “jumping genes”, which are pieces of DNA that can move around in our genomes and cause harmful mutations, as a cause of unexplained negative reproductive outcomes."
1173496	2019-08-29	"Dr Lauren Ball"	"Investigator Grants"	"Emerging Leadership Level 2"	"Capitalising on the potential of the primary care setting to facilitate healthy eating in the Australian population."	"Griffith University"	"QLD"	"University"	1526912.25	"Health Services Research"	"Primary Health Care"	"nutrition"	"general practice"	"diet"	"workforce policy"	"lifestyle factors"	"The way we eat is a big problem. This research program includes four projects that will increase Australians' access to nutrition care, directly support the primary care workforce in nutrition and ultimately support healthy eating and improved health for all Australians. Dr Ball is an exceptionally high-performing dietitian researcher with a strong international reputation. Dr Ball's vision is for all health professionals in primary care to provide more effective help to patients to eat well."
1173505	2019-08-29	"Dr Amanda Roxburgh"	"Investigator Grants"	"Emerging Leadership Level 1"	"Reducing mortality among people who inject drugs: Advancing global knowledge of the drivers of fatal and non-fatal overdose within rapidly changing drug markets"	"Burnet Institute"	"VIC"	"Research Institutes"	639750	"Public Health"	"Public Health and Health Services not elsewhere classified"	"opioids"	"overdose"	"drugs of dependence"	"access to health care"	"mortality"	"This research aims to better understand the factors influencing non-fatal and fatal overdose in a rapidly changing environment of drug consumers and drug markets. Data from local and international supervised injecting facilities (SIFs), and from an Australian cohort of people who inject drugs (PWID) will be utilised to advance global knowledge, and inform clinical practice and policy development in reducing drug-related mortality."
1173528	2019-08-29	"Dr Deborah Cromer"	"Investigator Grants"	"Emerging Leadership Level 1"	"Control of Infectious Disease"	"University of New South Wales"	"NSW"	"University"	639750	"Basic Science"	"Biostatistics"	"mathematical modelling"	"biostatistics"	"malaria"	"human immunodeficiency virus (hiv)"	"vaccination policy"	"This research will employ truly unique interdisciplinary approaches to understanding infection and immunity. Recently there has been an explosion in experimental and clinical data without a corresponding increase in the necessary skills to interpret them. In this investigator grant I will apply my strong and proven skills of communication across the two very diverse fields of mathematics and biology to answer fundamental questions in the fields of HIV, Malaria and Vaccination policy."
1173565	2019-08-29	"A/Pr Richelle Mychasiuk"	"Investigator Grants"	"Emerging Leadership Level 2"	"Investigating the Interaction Between Sleep, Pain, and Mild Traumatic Brain Injury: What is the Role of the Orexin System"	"Monash University"	"VIC"	"University"	1454485	"Basic Science"	"Central Nervous System"	"traumatic brain injury (tbi)"	"adolescence"	"pain"	"sleep/wake patterns"	"animal model"	"Traumatic brain injury (TBI), and mild TBI specifically, is one of the most under-addressed and expensive pediatric health problems in Australia. Despite the fact that sleep problems and chronic pain are two of the most debilitating and commonly reported symptoms of mTBI, they have been considerably under-studied within this discipline. The purpose of this research program is to use novel and innovative tools to investigate the mechanisms underlying the relationship between sleep, pain, and TBI."
1173567	2019-08-29	"Dr Tanvir Huda"	"Investigator Grants"	"Emerging Leadership Level 1"	"Reducing Maternal and Child Undernutrition through Social Protection"	"University of Sydney"	"NSW"	"University"	608551.37	"Public Health"	"Epidemiology"	"nutrition"	"child"	"population health"	"maternal nutrition"	"social determinants"	"The aim of this research is to generate evidence about the effectiveness of cash transfer in relation to maternal and child undernutrition. I want to address key knowledge gaps whether cash transfers can impact growth-related outcomes among children; whether cash transfer can impact on more proximate nutrition-related outcomes such as maternal and children’s dietary diversity, as well as caregiver behaviours. Finally, I would like to develop strategies to scale up social protection intervention."
1173576	2019-08-29	"Dr Thomas Sullivan"	"Investigator Grants"	"Emerging Leadership Level 1"	"Increasing the value of randomised trials: a combined program of methodological and applied health research"	"University of Adelaide"	"SA"	"University"	583551.37	"Public Health"	"Biostatistics"	"biostatistics"	"randomised trial"	"data analysis"	"maternal and child health"	"nutrition"	"Clinical trials are the best method we have for finding new and effective health treatments. Unfortunately, many clinical trials fail to provide useful information due to poor design and analysis methods. My research proposal is designed to improve the quality of clinical trials, and hence their ability to identify treatments that are truly beneficial for our health, by developing practical solutions to problems commonly encountered in their design and analysis."
1173584	2019-08-29	"A/Pr Claudia Nold"	"Investigator Grants"	"Leadership"	"Interventional Immunology in Early Life Diseases"	"Monash University"	"VIC"	"University"	2528030	"Clinical Medicine and Science"	"Paediatrics"	"novel therapeutic agents"	"inflammation"	"neonate"	"immunology"	"cytokine biology"	"Modern intensive care has dramatically improved the survival of extremely premature infants. Unfortunately, the price has been a rise in the incidence of a group of life-threatening diseases of early life that affect the lungs, the heart and the gut via pathways involving runaway inflammation. My program will extend ongoing studies of several candidate drugs that show promise for developing anti-inflammatory therapies which are both safe and effective in our tiny patients"
1173662	2019-08-29	"Dr Ivan Poon"	"Investigator Grants"	"Emerging Leadership Level 2"	"Molecular basis of apoptotic cell disassembly and the function of this process in infection and chronic inflammation"	"La Trobe University"	"VIC"	"University"	1393588	"Basic Science"	"Cell Development, Proliferation and Death"	"apoptosis"	"cell death"	"phagocytes"	"antigen presenting cells"	"macrophages"	"In humans, billions of cells will die daily in various organs as part of normal turnover and disease processes. During cell death, dying cells can disassemble into smaller fragments, a process that could facilitate their removal, as well as mediate communication with other healthy cells. We aim to understand the machinery that controls how dying cells can disassemble into smaller pieces and their function in infection and inflammatory diseases."
1173666	2019-08-29	"Dr Pulahinge Rodrigo"	"Investigator Grants"	"Emerging Leadership Level 1"	"Saving lives by predicting the risk of severe dengue infection"	"University of New South Wales"	"NSW"	"University"	250000	"Clinical Medicine and Science"	"Medical Virology"	"dengue fever"	"genetics"	"risk prediction"	"immunology"	"host/pathogen interaction"	"Half the global population in 128 countries (including Australia) are at risk of dengue infection. Clinical features of dengue infection is variable with only a subset of patients developing severe disease (shock, organ dysfunction, death). Currently, it is not possible to identify this subset of patients early. This study aims to develop a model to predict an infected individuals' risk for having severe disease, using data collected in early infection. This can be life and resource saving."
1173669	2019-08-29	"Dr Alain Wuethrich"	"Investigator Grants"	"Emerging Leadership Level 1"	"A protein phosphorylation mapping tool for monitoring tyrosine kinase inhibition therapy in cancer patients"	"University of Queensland"	"QLD"	"University"	639750	"Basic Science"	"Nanomedicine"	"diagnostic applications"	"cancer detection"	"phosphoprotein"	"lung cancer"	"targeted therapy"	"Phosphorylation is an important modification regulating the activity of cellular proteins. A deregulated phosphorylation can lead to abnormal cell proliferation and cancer. Although targeted drugs are available, the detection of this protein aberration is difficult and invisible at the genomic level – representing the main challenge for personalised medicine. This project aims to develop a protein phosphorylation tool that maps activated cancerous pathways and for clinical translation."
1173681	2019-08-29	"A/Pr Tracy Burrows"	"Investigator Grants"	"Emerging Leadership Level 2"	"Better Treatments for addictive and compulsive overeating behaviours"	"University of Newcastle"	"NSW"	"University"	1554485	"Public Health"	"Nutrition and Dietetics not elsewhere classified"	"food intake"	"obesity"	"behaviour change"	"mental health"	"addiction treatment"	"Dietary intake is a leading risk factor for morbidity making it very timely to consider the dietary behaviours of individuals. The current food environment with unlimited food availability, constant food cues and food marketing make individuals feel hungry and consume food even when they are not. This program of research focuses on the investigation of compulsive overeating behaviours and trialing of novel interventions for weight management to improve mental health outcomes."
1173690	2019-08-29	"Prof John McNeil"	"Investigator Grants"	"Leadership"	"Extending disability-free survival among older Australians"	"Monash University"	"VIC"	"University"	2501595	"Clinical Medicine and Science"	"Geriatrics and Gerontology"	"epidemiology"	"prevention"	"cancer"	"ageing"	"early diagnosis"	"I am the Australian chief investigator of the internationally prominent ASPREE study which aims to identify new approaches to early diagnosis & prediction of ageing-related diseases. This knowledge will lead to earlier and more targeted intervention and improved outcomes.The need to extend the time elderly people remain self-sufficient is amongst the highest medical research priorities. ASPREE is fundamental to this research effort internationally"
1173711	2019-08-29	"Prof Geoffrey Faulkner"	"Investigator Grants"	"Leadership"	"Somatic genome mosaicism in human brain function and neurodegeneration"	"University of Queensland"	"QLD"	"University"	2811818	"Basic Science"	"Genomics"	"genomics"	"transposons"	"somatic mutation"	"dna sequencing"	"neurodegenerative disorders"	"The brain is a complex and dynamic organ tasked with interpreting and responding to the world around us. My recent work has shown that mobile genetic elements, or 'jumping genes', cause changes in the DNA of brain cells, potentially altering how they work. During the course of this grant, I will examine how and when during life DNA changes occur in the body, whether these are restricted to certain brain cells, and whether they contribute to neurodegenerative diseases."
1173731	2019-08-29	"A/Pr Graeme Polglase"	"Investigator Grants"	"Leadership"	"Reducing the consequences of prematurity by improving the transition at birth."	"Monash University"	"VIC"	"University"	2003030	"Clinical Medicine and Science"	"Obstetrics and Gynaecology"	"premature birth"	"cardiovascular physiology"	"brain injury"	"resuscitation"	"imaging"	"Being born preterm is the greatest cause of neonatal death worldwide, with survivors at a high risk of lung, cardiovascular and brain injury. Interventions around the time of birth can significantly improve outcomes of preterm infants, with life-long benefits. My research program focuses on understanding the physiological mechanisms underlying death and multiorgan injury at birth and develops new innovative strategies focused on improving immediate and life-long outcomes in preterm infants."
1173784	2019-08-29	"Dr Alice Gibson"	"Investigator Grants"	"Emerging Leadership Level 1"	"Finding the sweet spot: which diabetes prevention and management services and programs should we invest in to deliver the biggest health gains over the long term?"	"University of Sydney"	"NSW"	"University"	639750	"Public Health"	"Public Health and Health Services not elsewhere classified"	"diabetes mellitus"	"diabetes prevention"	"health services research"	"primary care"	"epidemiology"	"Diabetes is a chronic disease characterised by elevated levels of blood sugar which, if poorly controlled, leads to blindness, amputation, kidney failure, heart attacks and stroke.  This program of research will utilise the largest ongoing study of health ageing in the southern hemisphere, the 45 and Up Study, to identify which diabetes prevention and management services and programs we should invest in to deliver the biggest health gains over the long term."
1173790	2019-08-29	"Prof Naomi Wray"	"Investigator Grants"	"Leadership"	"Quantitative Genomics of Common Disease"	"University of Queensland"	"QLD"	"University"	2401595	"Basic Science"	"Quantitative Genetics (incl. Disease and Trait Mapping Genetics)"	"complex genetic disease"	"risk prediction"	"psychiatric disorders"	"motor neuron disease (mnd)"	"epigenetics"	"Both genetic and environmental factors increase risk of common disease. We all carry DNA risk variants for each common disease, but people most susceptible carry a higher burden. Identification of, and understanding these DNA risk variants, will lead to new treatments. In the short term, genetic risk prediction may help population stratification useful in public health screening strategies and earlier diagnosis. New methods and approaches are needed to fulfil these goals."
1173791	2019-08-29	"Prof Monica Slavin"	"Investigator Grants"	"Leadership"	"Changing management of infections in the immunocompromised"	"University of Melbourne"	"VIC"	"University"	1692950.13	"Health Services Research"	"Infectious Diseases"	"immunocompromised"	"cancer"	"antimicrobial therapy"	"antimicrobial resistance"	"fungal infection"	"Infection is a major cause of death and hospitalisation for cancer patients. Management of infections in cancer has not kept pace with advances in cancer care and often the cause of infection is unclear.  Consequently antibiotics are over-used.  Specialised and targeted approaches to prevent and respond effectively to infection in cancer patients are urgently required. This grant will result in new knowledge and guidelines for infection in cancer patients improving outcomes."
1173803	2019-08-29	"Dr Katherine Livingstone"	"Investigator Grants"	"Emerging Leadership Level 1"	"Designing tailored approaches to improve dietary patterns in young adults"	"Deakin University"	"VIC"	"University"	639750	"Public Health"	"Nutrition and Dietetics not elsewhere classified"	"nutrition"	"dietary factors"	"obesity"	"diet"	"cardiovascular disease prevention"	"With unhealthy eating now a top risk factor for poor health and mortality, there is a need to develop innovative approaches to improve diets. Personalised nutrition is the provision of dietary advice tailored on the basis of a person’s characteristics. This proposal will 1) develop healthy eating approaches that consider how biological, behavioural and environmental characteristics interact to impact on diet and health outcomes and 2) develop personalised advice based on these characteristics."
1173814	2019-08-29	"Prof Matthias Ernst"	"Investigator Grants"	"Leadership"	"Manipulating the tumour microenvironment to improve anti-tumour immune responses"	"La Trobe University"	"VIC"	"University"	2048640	"Basic Science"	"Molecular Targets"	"gastrointestinal tumourigenesis"	"cancer immunotherapy"	"cytokine signalling"	"src-family tyrosine kinases"	"myeloid"	"My Investigator Fellowship will address the hypothesis that therapeutic modification of the interactions between the cells of the tumour microenvironment and the cancer cells will improve the efficacy of current and future immune cell-based anti-tumour treatment strategies. I will continue to molecularly identify the underlying mechanisms and use them to develop novel anti-cancer therapies."
1173857	2019-08-29	"Dr Geoffrey Spurling"	"Investigator Grants"	"Emerging Leadership Level 1"	"Developing, implementing, and testing a co-created health assessment for Aboriginal and Torres Strait Islander young people in primary care."	"University of Queensland"	"QLD"	"University"	366925	"Health Services Research"	"Aboriginal and Torres Strait Islander Health"	"aboriginal health"	"social determinants of health"	"mental health"	"qualitative research"	"epidemiology"	"In collaboration with young Aboriginal and Torres Strait Islander community members, this research aims to develop and implement an Indigenous health check especially for young people. Following implementation, we intend to conduct a trial comparing the new health check with the health check available in clinical software. We would expect to show better detection and management of social and emotional wellbeing concerns for Aboriginal and Torres Strait Islander young people."
1173871	2019-08-29	"Prof Katherine Kedzierska"	"Investigator Grants"	"Leadership"	"Harnessing universal immunity to influenza"	"University of Melbourne"	"VIC"	"University"	2482424	"Basic Science"	"Cellular Immunology"	"memory t-cells"	"adaptive immunity"	"innate immunity"	"influenza virus"	"indigenous australians"	"Prof Kedzierska’s work combines cutting-edge basic research with unique clinical studies to define how to generate protective immunity against the pandemic and newly emerged influenza viruses. This research will identify key factors that drive the severe and fatal influenza disease in high-risk groups, including the young, elderly, pregnant women and Indigenous Australians. Findings on the optimal human immunity to influenza viruses will be applicable to other infectious diseases and tumours."
1173874	2019-08-29	"Prof Jonathan Carapetis"	"Investigator Grants"	"Leadership"	"Interventions to eliminate rheumatic heart disease"	"University of Western Australia"	"WA"	"University"	1761301.35	"Clinical Medicine and Science"	"Clinical Sciences not elsewhere classified"	"rheumatic fever"	"aboriginal health"	"diagnosis"	"immunology"	"public health"	"My research has translated to ways to reduce acute rheumatic fever (ARF), rheumatic heart disease (RHD) and Group A Streptococcal (GAS) diseases globally and in Australia.  We are on track to implement a strategy to eliminate RHD in Australia.  However, there remain evidence gaps.  My research will focus on four of these: Practical primordial prevention (dealing with the root causes); A GAS vaccine; New approaches to ARF diagnosis and treatment; A better form of long-acting penicillin."
1173880	2019-08-29	"Prof Andreas Suhrbier"	"Investigator Grants"	"Leadership"	"Developing interventions for chikungunya virus and Zika virus"	"QIMR Berghofer Medical Research Institute"	"QLD"	"Research Institutes"	2548640	"Basic Science"	"Medical Biotechnology not elsewhere classified"	"arbovirus diseases"	"ross river virus disease"	"flavivirus infection"	"vaccine technology"	"inflammatory arthritis"	"Two mosquito transmitted viruses have recently emerged, chikungunya virus (a relative of the Australian Ross River virus) and Zika virus (a relative of dengue virus).  These viruses have caused major outbreaks of human disease, with a large international effort underway to find ways to deal with such outbreaks.  This proposal seeks to develop new drugs and vaccines to combat these, and related, diseases, often in collaboration with Australian and international industry partners."
1173882	2019-08-29	"Prof Caroline Gargett"	"Investigator Grants"	"Leadership"	"Translating Endometrial Stem/Progenitor Cell Discoveries  to Transform Women's and Girls' Gynaecological Health Outcomes"	"Monash University"	"VIC"	"University"	2003030	"Clinical Medicine and Science"	"Obstetrics and Gynaecology"	"endometrium"	"endometriosis"	"women's health"	"stem cells"	"urogenital disorders"	"The endometrial lining of the womb has amazing growth capacity and sheds each month in a woman’s period. My discovery of 2 types of adult stem cells in the womb lining has changed our understanding of how the womb lining grows to support pregnancy and how abnormalities in this process lead to women's disease. This project will reveal the role of endometrial stem cells in endometriosis and examines how endometrial mesenchymal stem cells can be used as a therapy for pelvic organ prolapse."
1173892	2019-08-29	"Dr Matthew Dun"	"Investigator Grants"	"Emerging Leadership Level 1"	"Mechanistic and translational studies to improve the outcomes of high-risk paediatric cancers"	"University of Newcastle"	"NSW"	"University"	627250	"Basic Science"	"Paediatrics and Reproductive Medicine not elsewhere classified"	"high risk"	"paediatric"	"cancer"	"proteomics"	"drug targeting"	"Acute myeloid leukaemia and diffuse intrinsic pontine gliomas are responsible for 20% of all cancer related deaths in Australian children. Although vastly different diseases, the protein machinery used by these cancers for their growth and survival can be identified using the same protein sequencing technologies. Revealing the proteins responsible for the survival of these cancers will allow for targeted treatments to be designed to reduce the disease burden of these deadly cancers."
1173896	2019-08-29	"Prof Andrew Whitehouse"	"Investigator Grants"	"Leadership"	"Improving clinical outcomes for children with autism spectrum disorder: A research program spanning basic, clinical and implementation science."	"University of Western Australia"	"WA"	"University"	3103030	"Clinical Medicine and Science"	"Community Child Health"	"autism spectrum disorders"	"community child health"	"basic science"	"clinical trial"	"implementation"	"Autism is a lifelong developmental condition that is diagnosed in 2% of Australians. This research program aims to significantly advance knowledge in three areas that are key to improving long-term wellbeing in children with autism. By combining expertise from a range of fields, the program will increase our understanding of why some children develop autism, which therapies are most effective in reducing disability and how we can incorporate scientific findings into clinical practice."
1173921	2019-08-29	"Prof Richard Bryant"	"Investigator Grants"	"Leadership"	"Advancing Posttraumatic Mental Health"	"University of New South Wales"	"NSW"	"University"	2772580.95	"Clinical Medicine and Science"	"Health, Clinical and Counselling Psychology"	"posttraumatic stress disorder (ptsd)"	"anxiety"	"indigenous australians"	"refugee health"	"cognitive behaviour therapy"	"Trauma and adversity is responsible for a huge proportion of mental illness globally. Despite this, most people are not able to access evidence-based treatments. This research program will focus on identifying key factors that promote recovery from psychological trauma, and will evaluate novel strategies to disseminate evidence-based approaches to those in need of assistance, including global programs in low and middle income countries."
1173927	2019-08-29	"Prof Ian Frazer"	"Investigator Grants"	"Leadership"	"Pathogen promoters of squamous epithelial cancer"	"University of Queensland"	"QLD"	"University"	2e+06	"Clinical Medicine and Science"	"Tumour Immunology"	"squamous cell carcinoma"	"microbial pathogenesis"	"solar keratosis"	"toxins"	"inflammation"	"This project will study the contribution of bacteria and viruses in and on skin to development of cancer in sun damaged skin."
1173928	2019-08-29	"Prof Cameron Simmons"	"Investigator Grants"	"Leadership"	"Wolbachia for biocontrol of arboviral diseases"	"Monash University"	"VIC"	"University"	1448640	"Basic Science"	"Medical and Health Sciences not elsewhere classified"	"virology"	"tropical disease"	"mosquito"	"dengue"	"microbiology"	"My research informs the ongoing application of Wolbachia pipientis for biocontrol of arboviral disease transmission in disease endemic countries."
1173931	2019-08-29	"Prof Andrew Grulich"	"Investigator Grants"	"Leadership"	"Towards the elimination of HIV and control of related conditions in gay and bisexual men"	"University of New South Wales"	"NSW"	"University"	3451595	"Public Health"	"Preventive Medicine"	"human immunodeficiency virus (hiv)"	"sexually-transmitted infections (sti)"	"cancer prevention"	"prevention"	"homosexuality"	"The world is entering a new era of greatly improved HIV prevention. My research has demonstrated (1) that HIV treatment stops HIV transmission in gay and bisexual men, and (2) that the roll-out of HIV treatment used before exposure (pre-exposure prophylaxis) led to a one-third reduction in new HIV diagnoses in 12 months. I propose research which will lead Australia towards HIV elimination, while controlling sexually transmitted infections and reducing cancer-related morbidity in people with HIV."
