"APP ID"	"Date Announced"	"Notes"	"APP YEAR"	"FUNDING TYPE"	"FUNDING SUB TYPE"	"SCIENTIFIC TITLE"	"SIMPLIFIED TITLE"	"CIA"	"APP ADMIN INSTITUTION"	"STATE"	"Start Year"	"Final Budget - Rounded"	"Funding Source"	"MAIN FUNDING GROUP"	"SECTOR"	"BROAD RESEARCH AREA"	"FOR CATEGORY"	"FIELD OF RESEARCH"	"RESEARCH KW 1"	"RESEARCH KW 2"	"RESEARCH KW 3"	"RESEARCH KW 4"	"RESEARCH KW 5"	"HEALTH KW 1"	"HEALTH KW 2"	"HEALTH KW 3"	"HEALTH KW 4"	"HEALTH KW 5"	"MEDIA SUMMARY"
1061332	2013-10-23	NA	2013	"NHMRC Research Fellowships"	"Research Fellowship"	"Mechanisms of Hepatic Fibrogenesis in Chronic Liver Disease"	"Mechanisms of Liver Scarring in Chronic Liver Disease"	"Prof Grant Ramm"	"Queensland Institute of Medical Research"	"QLD"	2014	664515	"NHMRC MREA"	"People Support"	"MRI"	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Gastroenterology and Hepatology"	"hepatic fibrosis"	"hepatic stellate cells"	"liver regeneration"	"cirrhosis"	"progenitor cells"	"haemochromatosis"	"cystic fibrosis"	"biliary atresia"	"wound healing"	"chemotaxis"	"Despite advances made in understanding the mechanisms of liver injury, chronic liver disease continues to be one of the most rapidly growing causes of death in subjects aged <65 years. This is the result of uncontrolled wound healing and regeneration leading ultimately to cirrhosis and liver cancer. This research will identify and characterise pathways that control the wound healing response to liver injury, involving the processes of inflammation, scarring and restitution of normal liver mass."
1061333	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Targeting the hypoxia sensing pathway to improve hematopoietic stem cell mobilisation and transplantation"	"Discovering new drugs to facilitate blood stem cell transplantation in cancer patients"	"A/Pr Jean-Pierre Levesque"	"Mater Medical Research Institute, Brisbane"	"QLD"	2014	631792	"NHMRC MREA"	"Research Support"	"MRI"	"Clinical Medicine and Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Cellular Interactions (incl. Adhesion, Matrix, Cell Wall)"	"haematopoietic stem cell transplantation"	"haematopoietic stem cells"	"bone marrow reconstitution"	"hypoxia"	"chemotaxis"	"cell adhesion molecule"	"cell migration"	NA	NA	NA	"Transplantation of patients’ own blood stem cells is used to treat many blood cancers. It increases the chance of cure. However the damage caused by chemotherapies used to combat the cancer can compromise stem cell collection and transplantation. Without transplant, these patients are less likely to survive cancer. This project is to test new drugs that enhance the harvest of blood stem cells for transplantation. These will increase the success rates of transplants and cure in these cancer patients."
1061335	2013-10-23	NA	2013	"Career Development Fellowships"	"Population Health CDF"	"Making the most of electronic health interventions:Optimising effectiveness, access and efficiency"	"Health behaviour and making the most of electronic health interventions"	"A/Pr Christine Paul"	"University of Newcastle"	"NSW"	2014	447840	"NHMRC MREA"	"People Support"	"University"	"Health Services Research"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Public Health and Health Services not elsewhere classified"	"access to health care"	"cancer control"	"cancer care"	"cardiovascular disease prevention"	"electronic health information"	"health services research"	NA	NA	NA	NA	"A/Prof Chris Paul is a behavioural scientist with a strong track record of working in cancer control and health behaviour change. Her fellowship work will explore how electronic approaches (eg use of the Internet) for health information can be used in an effective and equitable way to help prevent chronic diseases such as cancer and improve psychosocial outcomes for patients with cancer."
1061341	2013-10-23	NA	2013	"Career Development Fellowships"	"Population Health CDF"	"Improving cancer outcomes in under-studied cancers by understanding their risk factors and patterns of cancer care."	"Improving cancer outcomes in under-studied cancers by understanding their risk factors and patterns of cancer care."	"Dr Susan Jordan"	"Queensland Institute of Medical Research"	"QLD"	2014	404884	"NHMRC MREA"	"People Support"	"MRI"	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Epidemiology"	"cancer epidemiology"	"cancer care"	"thyroid cancer"	"renal cell carcinoma"	"ovarian cancer"	NA	NA	NA	NA	NA	"Cancer is the second leading cause of disease burden in Australia. Much can be done to reduce this burden through effective cancer prevention and ensuring all patients receive optimal evidence-based care. This research focuses on thyroid, kidney and ovarian cancer and aims to increase knowledge of these cancers’ causes and to investigate variation in patient care and its impact on outcomes. Ultimately the objective of the work is to decrease Australia’s cancer burden."
1061344	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Role of a PI3K regulator in breast cancer."	"Role of a novel protein in breast cancer."	"Prof Christina Mitchell"	"Monash University"	"VIC"	2014	576269	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"ONCOLOGY AND CARCINOGENESIS"	"Cancer Cell Biology"	"breast cancer"	"breast cancer metastases"	"cancer cell biology"	"phosphoinositide 3-kinase"	"phosphatase"	NA	NA	NA	NA	NA	"Breast cancer is the most common malignancy among females which affects 1 in 8 women. Normal cells only divide when they receive a stimulus however cancer cells divide uncontrollably and are able to spread to other sites in the body, a process known as metastasis. We have identified a cancer suppressing gene which regulates cancer spread. This grant aims to characterise the mechanisms by which this gene controls cell movement and breast cancer spread."
1061351	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Functional characterisation of the essential Aurora kinase family in the human malaria parasite Plasmodium falciparum"	"Plasmodium Aurora kinases"	"Prof Christian Doerig"	"Monash University"	"VIC"	2014	494838	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Biochemistry and Cell Biology not elsewhere classified"	"malaria"	"Plasmodium falciparum"	"protein kinases"	"cell cycle regulation"	"imaging"	"biochemistry"	"gene disruption"	NA	NA	NA	"Malaria is responsible for 300 million new clinical cases and 650.000 deaths yearly. There is no vaccine and drug resistance is a growing problem. Protein kinases are key players in most cell functions and recognised potential drug targets. We will focus on the essential Plasmodium Aurora mitotic kinases, by localising them inside the parasite, identifying their binding partners and deciphering their in vivo function, to provide a strong biology basis for downstream drug discovery research."
1061365	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Defining the role of GATA2 in lymphatic vascular development as a means to understanding how GATA2 mutations predispose to human lymphedema."	"Defining the role of GATA2 in the construction of lymphatic vessels."	"A/Pr Natasha Harvey"	"University of South Australia"	"SA"	2014	695558	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"GENETICS"	"Developmental Genetics (incl. Sex Determination)"	"lymphangiogenesis"	"lymphoedema"	"vascular development"	"transcription factor"	"transcriptional regulation"	NA	NA	NA	NA	NA	"We have discovered that mutations in the transcription factor GATA2 result in human primary lymphedema, a debilitating disorder resulting from the failure of lymphatic vessels to return tissue fluid to the bloodstream. The goal of this application is to define the role of GATA2 in lymphatic vessels, in order to understand how GATA2 mutations cause lymphedema. Ultimately, we aim to identify targets to which desperately needed therapeutics for the treatment of lymphedema could be generated."
1061375	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Risks and benefits of breast cancer screening: BreastScreen WA cohort study of overdiagnosis and breast cancer mortality"	"BreastScreen WA cohort study of overdiagnosis and mortality"	"Prof Dallas English"	"University of Melbourne"	"VIC"	2014	196516	"NHMRC MREA"	"Research Support"	"University"	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Epidemiology"	"breast cancer"	"screening"	"epidemiology"	"cohort study"	"diagnosis"	NA	NA	NA	NA	NA	"Overdiagnosis is the major downside of screening for breast cancer.  This occurs when screening detects cancers that would not have caused symptoms in the woman's lifetime.  This study aims to quantify the amount of overdiagnosis that occurs in the Australian breast cancer screening program (BreastScreen)"
1061382	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Understanding tissue responses to fluid resuscitation and blood transfusion during ovine sepsis to improve outcomes"	"Resuscitation in Endotoxaemic Shock - Understanding Sepsis (RESUS)"	"Prof John Fraser"	"Prince Charles Hospital"	"QLD"	2014	949279	"NHMRC MREA"	"Research Support"	"Hospital"	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Intensive Care"	"sepsis"	"resuscitation"	"blood transfusion"	"injury"	"animal model"	"resuscitation"	"inflammation"	"infection"	NA	NA	"Annually, sepsis affects up to 30 million patients, killing more patients than the combined totals of breast, prostate and lung cancer. Fluid resuscitation is a cornerstone of sepsis therapy, aimed at improving oxygen delivery to key organs. Data now indicates that blood and non-blood fluids may worsen mortality. This study will investigate the mechanism of sepsis and the effect of blood and non-blood fluids, to provide data to clinicians which may reduce the vast global burden of this disease."
1061400	2013-10-23	NA	2013	"Career Development Fellowships"	"Clinical CDF"	"First line treatments for common musculoskeletal conditions: establishing effectiveness and cost-effectiveness"	"First line treatments for common musculoskeletal conditions: establishing effectiveness and cost-effectiveness"	"Dr Chung-Wei Christine Lin"	"University of Sydney"	"NSW"	2014	404884	"NHMRC MREA"	"People Support"	"University"	"Clinical Medicine and Science"	"OTHER MEDICAL AND HEALTH SCIENCES"	"Medical and Health Sciences not elsewhere classified"	"musculoskeletal disorders"	"effectiveness"	"cost-effectiveness"	"back pain"	"clinical trial"	NA	NA	NA	NA	NA	"Dr Christine Lin is an outstanding young researcher whose research focuses on investigating the effectiveness and cost-effectiveness (value-for-money) of treatments for common musculoskeletal conditions. These conditions, such as back pain and fracture, are a major cause of disability in Australia and abroad. Dr Lin will lead a series of large clinical studies with an aim to improve patient outcomes while minimising the economic burden on the individual, health system and society."
1061409	2013-10-23	NA	2013	"Career Development Fellowships"	"RD Wright Biomedical CDF"	"Bacterial population genomics and human disease"	"Bacterial population genomics and human disease"	"Dr Kathryn Holt"	"University of Melbourne"	"VIC"	2014	404884	"NHMRC MREA"	"People Support"	"University"	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Bioinformatics"	"genomics"	"molecular epidemiology"	"evolution"	"antimicrobial resistance"	"systems biology"	"bacterial pathogen"	"infection control"	"nosocomial infections"	"asthma"	"allergy"	"DNA sequencing allows us to see into the microbial world in fine detail. This enables us to investigate how bugs like bacteria cause infections and other diseases. In this fellowship, I will use DNA sequencing and analysis to investigate how bacterial infections are transmitted in hospitals and cities, how bacteria become resistant to the antibiotic drugs we use to treat infected people, and how the bacteria that live in our nose and throat contribute to development of asthma in young children."
1061413	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Phenotypic and functional characterisation of CD4 T helper 22 cells and their role in the regulation of chronic allergic disease of the lung and skin"	"Characterising the immune function of a newly discovered CD4 T helper cell (Th22) and understanding its role in allergic inflammation"	"Prof Paul Foster"	"University of Newcastle"	"NSW"	2014	690558	"NHMRC MREA"	"Research Support"	"University"	"Clinical Medicine and Science"	"CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY"	"Respiratory Diseases"	"asthma"	"allergic airways disease"	"animal model"	"T cells"	"chronic inflammation"	NA	NA	NA	NA	NA	"Allergic inflammatory diseases such as asthma and allergic dermatitis are major health problems in our community that lead to poor quality of life. These diseases are induced by activation of immune cells known as T helper (Th) lymphocytes. Recently Th22 cells have been identified in patients with allergic diseases. In this study we will, for the first time, characterise these cells and determine their role in the processes that lead to chronic inflammation in asthma and allergic dermatitis."
1061418	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"The role of microglia in regulating photoreceptor integrity"	"A novel cause of vision loss"	"A/Pr Erica Fletcher"	"University of Melbourne"	"VIC"	2014	538167	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"OPHTHALMOLOGY and OPTOMETRY"	"Vision Science"	"retinal degeneration"	"photoreceptors"	"microglia"	"macular degeneration"	"retina"	"chemokine receptor"	NA	NA	NA	NA	"This project will examine a novel way that photoreceptors in the eye are regulated. In particular, the communication between resident immune cells and photoreceptors will be examined. The results will form an important foundation on which to develop novel treatments for diseases like Age Related Macular Degeneration."
1061419	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"The role of purines in Age Related Macular Degeneration"	"Causes of early Age Related Macular Degeneration"	"A/Pr Erica Fletcher"	"University of Melbourne"	"VIC"	2014	659890	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"OPHTHALMOLOGY and OPTOMETRY"	"Ophthalmology"	"macular degeneration"	"microglia"	"purinergic receptors"	"retina"	"photoreceptors"	NA	NA	NA	NA	NA	"Age Related Macular degeneration (AMD) is a leading cause of blindess. In this project we will examine a possible cause for the development and progression of early AMD. In particular we will determine whether signaling of immune cells via receptors called purinergic receptors influences the removal of cellular debris as we age, predisposing people to the disease."
1061429	2013-10-23	NA	2013	"Career Development Fellowships"	"RD Wright Biomedical CDF"	"Combination immunotherapeutic strategies for haematological cancers"	"Developing immune-based therapies for blood cancers"	"Dr Stephen Mattarollo"	"University of Queensland"	"QLD"	2014	404884	"NHMRC MREA"	"People Support"	"University"	"Basic Science"	"IMMUNOLOGY"	"Tumour Immunology"	"cancer immunotherapy"	"cancer immunology"	"tumour immunity"	"immune evasion"	"cancer vaccine"	"cellular immunity"	"innate immunity"	NA	NA	NA	"Patients with lymphoma cancers initially respond well to treatment, but later relapse with disease. The immune system can be effective at controlling cancer. A potential treatment option is to boost the natural immune response against cancer. This study investigates a novel vaccine that activates a certain immune cell, NKT cells, to fight lymphomas by delivering an NKT cell-activating molecule. Outcomes will allow assessment of combining an NKT-based vaccine with established treatments for lymphoma."
1061435	2013-10-23	NA	2013	"Career Development Fellowships"	"RD Wright Biomedical CDF"	"Using systems biology to model and predict human diseases"	"Systems pathogenesis and disease prediction"	"Dr Michael Inouye"	"University of Melbourne"	"VIC"	2014	404884	"NHMRC MREA"	"People Support"	"University"	"Basic Science"	"GENETICS"	"Genomics"	"systems biology"	"bioinformatics"	"biostatistics"	"medical genomics"	"disease modelling"	"genomics"	"statistical genetics"	NA	NA	NA	"In the last decade, technological advances have driven the study of biology towards the statistical and computational sciences. Researchers are now able to differentiate and quantify biomolecules at levels previously unimaginable, allowing us to study their interactions and relationships to health and disease in an unbiased, systems-level manner. With expertise in bioinformatics, biostatistics and systems biology, I am uniquely placed to address these challenges."
1061436	2013-10-23	NA	2013	"Career Development Fellowships"	"RD Wright Biomedical CDF"	"Defining the roles of the chemotactic receptor EBI2 for the regulation of leukocyte migration and the generation of immunity"	"The role of the cell surface receptor EBI2 for leukocyte migration during immune responses"	"Dr Dominique Gatto"	"Garvan Institute of Medical Research"	"NSW"	2014	404884	"NHMRC MREA"	"People Support"	"MRI"	"Basic Science"	"IMMUNOLOGY"	"Cellular Immunology"	"leukocyte trafficking"	"chemotaxis"	"G protein-coupled receptors"	"immune response"	"infection control"	NA	NA	NA	NA	NA	"The proposed study aims at improving our understanding of the role of the immune cell receptor Epstein-Barr virus-induced gene 2 (EBI2) in guiding the movement of white blood cells during immune responses. The project will investigate the function of EBI2 in the control of infectious diseases and its regulation on human immune cells. These insights have the potential to create new therapeutic approaches to treat human autoimmune and inflammatory diseases and improve vaccine design."
1061453	2013-10-23	NA	2013	"NHMRC Research Fellowships"	"Practitioner Fellowship"	"Cerebrovascular diseases and Brain Ageing – a program of research into novel mechanisms, risk prevention and innovative health care delivery"	"Cerebrovascular diseases and Brain Ageing"	"A/Pr Velandai Srikanth"	"Monash University"	"VIC"	2014	452004	"NHMRC MREA"	"People Support"	"University"	"Clinical Medicine and Science"	"CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY"	"Cardiology (incl. Cardiovascular Diseases)"	"cerebrovascular disease"	"stroke"	"dementia"	"transient ischaemic attack (TIA)"	"ageing"	"diabetes mellitus"	NA	NA	NA	NA	"This research is aimed at understanding the ways in which age-related  vascular disease affecting the brain leads to walking difficulty, cognitive impairment and falls in older people. It is also designed to discover potentially modifiable risk factors for such vascular disease. Ultimately the goal of this research is to design and conduct trials of interventions aimed at slowing the process of vascular brain ageing."
1061457	2013-10-23	NA	2013	"Career Development Fellowships"	"Clinical CDF"	"Cerebrovascular diseases and Brain Ageing – a program of research into novel mechanisms, risk prevention and innovative health care delivery"	"Cerebrovascular diseases and Brain Ageing"	"A/Pr Velandai Srikanth"	"Monash University"	"VIC"	2014	447840	"NHMRC MREA"	"People Support"	"University"	"Clinical Medicine and Science"	"CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY"	"Cardiology (incl. Cardiovascular Diseases)"	"cerebrovascular disease"	"ageing"	"stroke"	"dementia"	"transient ischaemic attack (TIA)"	"diabetes mellitus"	NA	NA	NA	NA	"This research is aimed at understanding the ways in which age-related  vascular disease affecting the brain leads to walking difficulty, cognitive impairment and falls in older people. It is also designed to discover potentially modifiable risk factors for such vascular disease. Ultimately the goal of this research is to design and conduct trials of interventions aimed at slowing the process of vascular brain ageing."
1061472	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"OXPHOS upregulation to preserve vision in Leber's Hereditary Optic Neuropathy"	"Energy therapy to preserve vision in young men at risk of blindness"	"A/Pr Ian Trounce"	"Centre for Eye Research Australia Ltd"	"VIC"	2014	481013	"NHMRC MREA"	"Research Support"	"MRI"	"Basic Science"	"OPHTHALMOLOGY and OPTOMETRY"	"Ophthalmology"	"optic atrophy"	"optic nerve"	"mitochondrial DNA (mtDNA)"	"mitochondrial disease"	"mitochondrial respiration"	"respiratory chain"	NA	NA	NA	NA	"Leber's Hereditary Optic Neuropathy (LHON) is a devastating blinding disease that preferentially affects young men. Sufferers have normal vision until teenage years or their twenties when a rapid loss of vision occurs that results in permanent blindness. It is caused by genetic changes in the mitochondrial DNA that we inherit from our mothers. The mitochondria are the cells' energy generators. We aim to use molecules similar to female hormones to boost energy as a new treatment to preserve vision in at-risk LHON individuals."
1061473	2013-10-23	NA	2013	"Career Development Fellowships"	"Population Health CDF"	"Large scale studies to inform and guide public health policy"	"Large scale studies to inform and guide public health policy"	"Dr Bette Liu"	"University of New South Wales"	"NSW"	2014	404884	"NHMRC MREA"	"People Support"	"University"	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Epidemiology"	"cohort study"	"infectious diseases"	"prevention"	"health service utilisation"	"methodology"	NA	NA	NA	NA	NA	"This research aims to develop existing and new large scale prospective cohort studies to enable research that investigates factors contributing to disease and ill health and thereby provide evidence to guide public health policy. It will specifically focus on adult infectious diseases. It will position Australia to be a leader internationally in large-scale research projects, attract research investment and talent and provide the basis to build public health research capacity."
1061512	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Dissecting the role of RYK in cortical neuron specification and schizophrenia"	"Ryk, cortical development and schizophrenia"	"A/Pr Helen Cooper"	"University of Queensland"	"QLD"	2014	1004152	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"NEUROSCIENCES"	"Cellular Nervous System"	"neural development"	"neural stem cell"	"neurobiology"	"neurodegenerative disorders"	"neurogenesis"	"neuronal differentiation"	"axon guidance"	"axon growth"	"cortical development"	"schizophrenia and related disorders"	"Correct production of neuronal subtypes within the neocortex is essential for coordinated brain activity and higher-order functions. Understanding how newborn neurons decide which subtype to adopt is critical as incorrect neuron identity has profound consequences for neocortical function and is associated with schizophrenia and mental disability. We have recently linked one molecule, RYK, to schizophrenia. In this project we will explore how Ryk influences cortical neuron fate."
1061539	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Probing the Cardiac Gene Regulatory Network in Development and Congenital Heart Disease"	"A genome-wide view of congenital heart diseases: a step towards personalised diagnosis and treatment"	"Prof Richard Harvey"	"Victor Chang Cardiac Research Institute"	"NSW"	2014	502111	"NHMRC MREA"	"Research Support"	"MRI"	"Basic Science"	"GENETICS"	"Genome Structure and Regulation"	"developmental biology"	"heart development"	"heart disease"	"transcription factor"	"mouse models"	"transcriptional regulation"	NA	NA	NA	NA	"In Australia, congenital heart disease (CHD) is the biggest killer of children under 5 years. Defects range from small holes to severe malformations requiring multiple surgeries and an uncertain future. Our appreciation of CHD mechanism is limited. Using cutting-edge technologies in genomics, biophysics and structural biology, we will study the mechanisms that lead to CHD at unprecedented resolution. Our project will progress the concept of personalized diagnosis and treatment of CHD."
1061545	2013-10-23	NA	2013	"Career Development Fellowships"	"Clinical CDF"	"The Impact of Sleep Disturbance on Cardiometabolic Function"	"Sleep Disturbance, Cardiovascular Function and Metabolism"	"Dr Craig Phillips"	"University of Sydney"	"NSW"	2014	283419	"NHMRC MREA"	"People Support"	"University"	"Clinical Medicine and Science"	"CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY"	"Respiratory Diseases"	"shiftwork"	"sleep apnoea"	"dietary protein"	"circadian rhythms"	"sleep disturbance"	NA	NA	NA	NA	NA	"Excess cardiovascular death is common in rotating shiftwork and obstructive sleep apnoea (OSA) populations. Substantial evidence links sleep disturbance in both ‘states’ to these adverse outcomes. This research will quantify the cardiovascular risk that sleep disturbance poses in both populations, determine whether people with untreated OSA who engage in shiftwork have amplified risk and determine whether a novel diet of high protein during shiftwork reduces risk. The findings may provide strategies that could improve health in shiftworkers."
1061550	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Impaired mitochondrial energy metabolism and the therapeutic activity of Cu(atsm) in age and age-related neurodegenerative disease"	"Harnessing the consequences of impaired mitochondrial energy metabolism to treat the symptoms of age-related neuronal decline"	"Dr Peter Crouch"	"University of Melbourne"	"VIC"	2014	665710	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"NEUROSCIENCES"	"Neurology and Neuromuscular Diseases"	"amyotrophic lateral sclerosis"	"mitochondria"	"age-related"	"neurodegenerative disorders"	"energy metabolism"	"copper"	"therapeutic agents"	"mass spectrometry"	"mouse models"	"targeted therapy"	"Cognitive function and locomotor ability decline due to advanced age and disorders such as motor neuron disease, Alzheimer’s and Parkinson’s disease. We have identified a treatment that attenuates these symptoms of age and disease in mice, thus extending the healthy lifespan of the animals. This project will investigate the mechanisms by which the treatment works, thereby advancing our understanding of the causes of cognitive and locomotor decline and the development of preventative treatments."
1061551	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Characterising the topology and function of the human m5C RNA methylome"	"The study of RNA modomics"	"Prof Thomas Preiss"	"Australian National University"	"ACT"	2014	583167	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"GENETICS"	"Gene Expression (incl. Microarray and other genome-wide approaches)"	"RNA metabolism"	"cytosine methylation"	"eukaryotic gene expression"	"sequencing"	"bioinformatics"	"messenger RNA (mRNA)"	"protein synthesis"	"epigenetics"	"gene regulation"	"RNA processing"	"The role of the modified base 5-methylcytosine (m5C) as an epigenetic mark in DNA is well appreciated and intensely studied. By comparison, the cellular functions of the same base modification in RNA molecules, which function as working copies of the DNA genome, are poorly understood. This project will apply next generation sequencing technology to chart the occurrence of m5C in eukaryotic cellular RNAs and endeavour to unravel its function(s) in human biology and cancer."
1061574	2013-10-23	NA	2013	"Career Development Fellowships"	"RD Wright Biomedical CDF"	"Peripheral membrane proteins in health and disease"	"Peripheral membrane proteins in health and disease"	"Dr Brett Collins"	"University of Queensland"	"QLD"	2014	447840	"NHMRC MREA"	"People Support"	"University"	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Structural Biology (incl. Macromolecular Modelling)"	"X-ray crystallography"	"endosomes"	"caveolae"	"membrane trafficking"	"membrane signalling"	"structural biology"	"cell membrane"	"molecular basis of disease"	"molecular neuroscience"	NA	"Peripheral membrane proteins are critical for processes such as cell transport, signaling, neurosecretion and development. As such, their dysfunction can lead to many debilitating diseases including cancer, inflammation and neurodegeneration. This project will establish fundamental new knowledge about how peripheral membrane proteins regulate cell function, how their perturbation or mutation results in human disease, and will inform efforts to target them for future therapeutic outcomes."
1061580	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Novel posttranscriptional pathways the control Tfh cell numbers"	"Novel pathways that regulate follicular T cells"	"Prof Carola Vinuesa"	"Australian National University"	"ACT"	2014	626226	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"IMMUNOLOGY"	"Cellular Immunology"	"T cells"	"antibody"	"B cells"	"autoimmunity initiation"	"microrna"	NA	NA	NA	NA	NA	"T follicular helper (Tfh) cells are essential for effective antibody responses against infection. Limiting Tfh cells is crucial for selecting the \"fittest\" B cells and the success of vaccines. Tfh cell accumulation causes autoimmuity and is associated with inadequate B cell responses in HIV infection. We have recently discovered two novel pathways that control Tfh cells. We speculate they regulate different RNAs that influence Tfh homeostasis and aim to elucidate their mechanism of action."
1061587	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Understanding the contribution of iron in traumatic brain injury"	"New treatments for traumatic brain injury"	"A/Pr Peter Crack"	"University of Melbourne"	"VIC"	2014	581226	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"NEUROSCIENCES"	"Central Nervous System"	"traumatic brain injury (TBI)"	"iron"	"redox regulation"	"amyloid precursor protein"	"metals"	NA	NA	NA	NA	NA	"Our group has discovered a novel role of amyloid precursor protein (APP) in cellular iron balance similar to another protein called ceruloplasmin (CP). Both, prevalently found in the brain, convert a damaging iron variety into the safer form. Disruption in either protein leads to cell death. We aim to establish how failure in APP and CP response may be detrimental to traumatic brain injury recovery. Understanding the iron role of APP and CP will lead to therapeutics to counter traumatic injury."
1061593	2013-10-23	NA	2013	"NHMRC Project Grants"	"New Investigator Grant"	"Genetic Fate Mapping of Mesenchymal Stem Cell Origins and Investigating their Contribution to Developmental Haematopoiesis"	"Developmental origins of Mesenchymal stem cells"	"Dr Vashe Chandrakanthan"	"University of New South Wales"	"NSW"	2014	591226	"NHMRC MREA"	"Research Support"	"University"	"Basic Science"	"CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY"	"Haemotology"	"stem cell biology"	"developmental biology"	"haematology"	"cell lineage"	"mesenchymal signals"	"vascular development"	"molecular biology"	"cell transformation"	"microarray analysis"	"cancer biology"	"Mesenchymal stem cells are a population of cells that reside in various organs in the body and are thought to contribute to tissue repair.  However little is known about the developmental origins and identity of these cells. I will investigate where these cells originate from, their molecular identity and how they relate to blood development. These findings will help in developing protocols to manipulate these cells to repair damaged organs.  This study will also inform current attempts to generate blood stem cells."
1061612	2013-10-23	NA	2013	"Career Development Fellowships"	"RD Wright Biomedical CDF"	"Vestibulo-ocular reflex physiology, pathology and rehabilitation"	"Vision and Balance function, disease and rehabilitation"	"Dr Americo Migliaccio"	"University of New South Wales"	"NSW"	2014	447840	"NHMRC MREA"	"People Support"	"University"	"Basic Science"	"NEUROSCIENCES"	"Sensory Systems"	"vestibular function"	"vestibular compensation"	"rehabilitation"	"diagnostic"	"balance impairment"	NA	NA	NA	NA	NA	"A sensation of movement from the inner ear is used to stabilise vision during head movements. Without it, every time you walk, run, or drive on a bumpy road, the world would appear to bounce. It can be debilitating when this sense doesn't work due to various diseases. This research examines how this sense works normally and the factors important for self-repair after injury. This work will also develop training exercises using a device for take-home balance rehabilitation."
1061636	2013-10-23	NA	2013	"NHMRC Project Grants"	"Standard Project Grant"	"Mental health first aid training in the workplace: a randomized controlled trial of online and blended modes"	"Mental health first aid training in the workplace"	"Prof Anthony Jorm"	"University of Melbourne"	"VIC"	2014	518463	"NHMRC MREA"	"Research Support"	"University"	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Mental Health"	"early intervention"	"depression"	"anxiety disorders"	"substance use disorders"	"suicide prevention"	NA	NA	NA	NA	NA	"This project will evaluate the effects of Mental Health First Aid (MHFA) training, which aims to teach members of the public how to support people they know who are developing a mental health problem or are in a mental health crisis. Training will be offered to Victorian public servants to see whether it changes their knowledge, attitudes and helping behaviour.  MHFA training will be delivered either online or as a blend of online with face-to-face teaching, and will be compared with online Red Cross physical first aid training as a control."
