"APP ID"	"Date Announced"	"CIA Name"	"Grant Type"	"Sub Type"	"Grant Title"	"Admin Institution"	"State"	"Sector"	"Start Yr"	"End Yr"	"Total"	"Broad Research Area"	"FOR Category"	"Field of Research"	"Res KW1"	"Res KW2"	"Res KW3"	"Res KW4"	"Res KW5"	"Plain Description"
1142045	2017-10-11	"Dr Brian O'Donoghue"	"Early Career Fellowships (Australia)"	"Health Professional Research ECF"	"Improving physical health outcomes for young people with psychotic disorders"	"University of Melbourne"	"VIC"	"University"	2018	2021	191476	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Psychiatry (incl. Psychotherapy)"	"psychosis"	"schizophrenia and related disorders"	"metabolic syndrome"	"cardiovascular risk"	"obesity"	"Enduring psychotic disorders are associated with a reduced life expectancy by 25 years, which is mainly due to cardiovascular disease. This project will produce a training package that will improve clinician’s skills and knowledge of screening and treatment for physical health risk factors in young people with psychosis. This project will result in the development of an intervention for reducing the prevalence of these cardiovascular risk factors known to contribute to this early mortality."
1142198	2017-10-11	"Dr Sultana Monira Hussain"	"Early Career Fellowships (Australia)"	"Australian Clinical Research ECF"	"Improving outcomes in low back pain: identifying risk factors and patient subgroups"	"Monash University"	"VIC"	"University"	2018	2021	352952	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Rheumatology and Arthritis"	"rheumatology"	"back pain"	"musculoskeletal disorders"	"radiology"	"narcotics"	"Low back pain is the leading cause of disability globally with no effective treatment. Although low back pain is a complex condition, current treatment strategies use a ‘one size fits all’ approach which has contributed to lack of effective treatments and patient’s dissatisfaction. This fellowship aims to identify novel risk factors, patient groups and patient specific factors related to poor outcomes so that effective treatments can be targeted to those most likely to benefit."
1142272	2017-10-11	"Dr Kate Bartlem"	"Early Career Fellowships (Australia)"	"Public Health (Australia) ECF"	"Population level approaches to addressing chronic disease risk behaviours among people with mental illness"	"University of Newcastle"	"NSW"	"University"	2018	2021	322952	"Health Services Research"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Preventive Medicine"	"chronic diseases"	"mental illness"	"implementation"	"mental health services"	"health services"	"This Fellowship will explore large scale population approaches to addressing chronic disease health behaviour risks among people with a mental illness. The program will identify: the effectiveness of approaches to increase the provision of chronic disease prevention care in mental health services, and strategies to improve the effectiveness of existing population based telephone behaviour change services for people with a mental illness."
1142339	2017-10-11	"Dr Ebonie Rio"	"Early Career Fellowships (Australia)"	"Health Professional Research ECF"	"Chronic knee pain: neuroscience meets exercise for pain relief"	"La Trobe University"	"VIC"	"University"	2018	2021	290656.8	"Clinical Medicine and Science"	"OTHER MEDICAL AND HEALTH SCIENCES"	"Medical and Health Sciences not elsewhere classified"	"pain"	"rehabilitation"	"neuroscience"	"clinical trial"	"exercise therapy"	"Chronic knee pain impacts negatively on health, finances and quality of life. Exercise is the most efficacious intervention yet can be painful or uninteresting. Current rehabilitation methods fail to address the dysfunctional way the brain controls muscles in people with pain that may contribute to ongoing disability. This study uses novel, innovative techniques in the form of virtual reality combined with exercise to reduce pain, boredom, and critically, target dysfunctional movement control."
1142424	2017-10-11	"Dr Eric Tan"	"Early Career Fellowships (Australia)"	"Peter Doherty Biomedical ECF"	"Novel pathways toward improving relapse prediction in schizophrenia"	"Swinburne University of Technology"	"VIC"	"University"	2018	2021	322952	"Clinical Medicine and Science"	"OTHER MEDICAL AND HEALTH SCIENCES"	"Medical and Health Sciences not elsewhere classified"	"schizophrenia"	"relapse prevention"	"speech"	"data analysis"	"longitudinal study"	"Relapse is a devastating problem in schizophrenia and our ability to predict when it occurs is still relatively poor. This project seeks to investigate a new method of tracking relapse by measuring speech and symptom changes across time. This novel design is supported by advanced data modelling methods to provide sensitive predictive ability. This project has the potential to significantly improve relapse prediction in schizophrenia and so support and increase beneficial outcomes for patients"
1142495	2017-10-11	"Dr Sonia Shah"	"Early Career Fellowships (Australia)"	"Peter Doherty Biomedical ECF"	"Healthy heart, healthy brain - using genetic data to investigate the causal relationship between cardiovascular and neurodegenerative disease"	"University of Queensland"	"QLD"	"University"	2018	2021	193771.2	"Basic Science"	"GENETICS"	"Quantitative Genetics (incl. Disease and Trait Mapping Genetics)"	"genetics"	"statistical genetics"	"neurogenetics"	"cardiovascular disease"	"neurodegenerative disorders"	"There is growing evidence supporting a strong association between cardiovascular disease (CVD) with neurodegenerative disease. However, evidence from observational studies has been inconsistent. This project will use genetic data to investigate this link. The project outcomes may point to new avenues for research and prevention, whereby lifestyle modifications pharmaceutical interventions which decrease CVD might also hold promise for reducing the burden of neurodegenerative disease."
1142613	2017-10-11	"Dr Jason Kwong"	"Early Career Fellowships (Australia)"	"Health Professional Research ECF"	"The MetaFIND (Metagenomics For INfectious Diseases) project: developing clinical metagenomics to improve the healthcare of patients with infections"	"University of Melbourne"	"VIC"	"University"	2018	2021	306361.6	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Infectious Diseases"	"genomics"	"infectious diseases"	"clinical microbiology"	"diagnostic applications"	"clinical diagnosis"	"The MetaFIND (Metagenomics For INfectious Diseases) project is a combined laboratory and clinical study that aims to develop and investigate the use of cutting-edge genome sequencing technology to improve the healthcare of patients with severe infections. It involves developing and optimising a method to determine the cause of an infection by analysing all the DNA present in a clinical sample – a promising “one-stop-shop” test to help improve diagnosis and subsequent treatment of infections."
1142627	2017-10-11	"Dr Rishi Kotecha"	"Early Career Fellowships (Australia)"	"Health Professional Research ECF"	"Combinatorial therapeutics in high-risk infant acute lymphoblastic leukaemia"	"University of Western Australia"	"WA"	"University"	2018	2021	344656.8	"Clinical Medicine and Science"	"ONCOLOGY AND CARCINOGENESIS"	"Haematological Tumours"	"acute leukaemia"	"infant"	"novel therapeutic agents"	"in vitro"	"in vivo"	"Modern therapies for children with leukaemia are curative in more than 90%. In contrast, survival for infants less than one year of age at the time of diagnosis is less than 50%. Better therapies are desperately needed. From laboratory testing we have discovered effective novel cancer drugs, which are not currently used for treatment of babies with leukaemia. We will evaluate novel drug combinations and test them in model systems, such that they can be fast-tracked to the clinic."
1142636	2017-10-11	"Dr Fiona Brownfoot"	"Early Career Fellowships (Australia)"	"Health Professional Research ECF"	"Bench to beside translational studies to develop treatments for preeclampsia"	"University of Melbourne"	"VIC"	"University"	2018	2021	268066.4	"Clinical Medicine and Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Obstetrics and Gynaecology"	"pre-eclampsia"	"therapeutics"	"placenta"	"endothelial dysfunction"	"birth"	"Preeclampsia is a common, devastating complication of pregnancy responsible for the loss of countless mothers and babies. There is no medical treatment. Excitingly we have identified 2 medications, safe in pregnancy: metformin and sulfasalazine that may treat this disease. We plan to introduce these medications into the clinic to see whether they may be an effective treatment for preeclampsia. If successful, these medications have the potential to improve the lives of women and babies globally."
1142638	2017-10-11	"Dr James Trauer"	"Early Career Fellowships (Australia)"	"Public Health (Australia) ECF"	"Plotting a Course to Tuberculosis Elimination in our Lifetime"	"Monash University"	"VIC"	"University"	2018	2021	352952	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Epidemiology"	"modelling"	"epidemiology"	"tuberculosis"	"epidemiological research methods"	"public health"	"Tuberculosis (TB) is the world’s leading infectious killer and more than half of TB cases occur in Australia’s region. I have developed a software program and used it to simulate improved TB control in eight countries across the world. In this fellowship, I will extend this program to allow simulation of TB transmission across multiple countries. This will allow me to compare the effects of TB control programs in Australia and overseas, as well as to re-estimate the global number of TB deaths."
1142691	2017-10-11	"Dr Gerard O'Reilly"	"Early Career Fellowships (Australia)"	"Health Professional Research ECF"	"Maximising the usefulness and timeliness of trauma and emergency registry data for improving patient outcomes"	"Monash University"	"VIC"	"University"	2018	2021	191476	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Emergency Medicine"	"injury"	"injury epidemiology"	"emergency medicine"	"epidemiology"	"quality improvement"	"The aim of my fellowship will be to develop and evaluate the processes and technological applications to make trauma registry data useful, relevant and timely for informing the care of the injured patient real-time i.e. during their hospital stay. Better use of accessible quality data will lead to better interventions and a reduction in deaths and disability. I will be working with world leading trauma system and trauma registry experts and the Alfred Hospital."
1142695	2017-10-11	"Dr Stephanie Begg"	"Early Career Fellowships (Australia)"	"Peter Doherty Biomedical ECF"	"Investigating the antimicrobial activity of zinc at the host-pneumococcal interface"	"University of Adelaide"	"SA"	"University"	2018	2021	322952	"Basic Science"	"MEDICAL MICROBIOLOGY"	"Medical Bacteriology"	"infectious diseases"	"Streptococcus pneumoniae"	"macrophages"	"zinc"	"molecular microbiology"	"Streptococcus pneumoniae is a human-only bacterium that is responsible for killing more than one million people every year. This project will analyse how the human immune system fights this bacterium, and subsequently, how the bacteria manages to subvert these attacks and survive in the human host. This will provide crucial information for developing new drugs against this pathogen, in an attempt to combat the ever-increasing problem of antibiotic resistance."
1142757	2017-10-11	"Dr Suzanne Parker"	"Early Career Fellowships (Australia)"	"Peter Doherty Biomedical ECF"	"Translating a Drop of Blood into Effective Antibiotic Dosing in Infants and Children"	"University of Queensland"	"QLD"	"University"	2018	2021	322952	"Clinical Medicine and Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Paediatrics"	"paediatric"	"infectious diseases"	"pharmacokinetics"	"clinical chemistry"	"health services research"	"The optimal use of currently available antibiotics is of utmost importance at a time when few new antibiotics are being developed and there is a continued emergence of antibiotic resistant ‘superbugs’. This Fellowship will establish evidence-based, effective antibiotic dosing regimens for children with severe infection - using just a drop of blood. By applying innovation in microsampling, my research will advance our treatment of infection and result in better outcomes for sick children."
1142897	2017-10-11	"Dr Christopher Brennan-Jones"	"Early Career Fellowships (Australia)"	"Health Professional Research ECF"	"Tackling chronic otitis media and its impact on children: evidence and action"	"University of Western Australia"	"WA"	"University"	2018	2021	290656.8	"Public Health"	"CLINICAL SCIENCES"	"Otorhinolaryngology"	"otitis media"	"hearing loss"	"indigenous health"	"chronic diseases"	"child health"	"This fellowship aims to improve outcomes for children with otitis media (OM) and hearing loss. This will be achieved through updated national and international guidance on the treatment of OM following a suite of systematic reviews, the trial of new interventions to improve outcomes for children with OM and improving access to treatment for children with OM by establishing an audiology telehealth program for children in rural and remote areas."
1142945	2017-10-11	"Dr Peter De Cruz"	"Early Career Fellowships (Australia)"	"Health Professional Research ECF"	"Acute Severe Ulcerative Colitis - clinical and translational studies"	"University of Melbourne"	"VIC"	"University"	2018	2021	344656.8	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Gastroenterology and Hepatology"	"ulcerative colitis"	"clinical trial"	"immunology"	"biomarkers"	"prediction"	"One in five patients with severe ulcerative colitis, a condition resulting in damage to the large bowel, may require surgery to remove the bowel. This project aims to find out how best to avoid surgery using a drug called infliximab which targets the immune system to reduce bowel damage.   This study also aims to find changes in the immune system that cause ulcerative colitis and identify which patients are more likely to avoid surgery with infliximab thereby minimising side effects and costs."
1143022	2017-10-11	"Dr Xingzhong Jin"	"Early Career Fellowships (Australia)"	"Peter Doherty Biomedical ECF"	"Discovering Optimal Weight Loss Interventions to Prevent Osteoarthritis in Obesity Through the Lens of Early Biomarkers: the TANGO Diet Trial"	"University of Sydney"	"NSW"	"University"	2018	2021	322952	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Endocrinology"	"obesity"	"osteoarthritis"	"biomarkers"	"weight loss"	"clinical trial"	"Osteoarthritis (OA) is the most common type of arthritis, and an obese population increases the disease burden of OA. Weight-loss is the first line management for symptom relief but is unclear whether weight loss can prevent OA changes in the joint. Biological OA markers can pick up early disease changes long before any signs on routine X-ray. My research will look at the effect of weight loss by very low energy diet on early OA biomarker in patients with overweight or obesity."
1143080	2017-10-11	"Dr Christopher Langendorf"	"Early Career Fellowships (Australia)"	"Peter Doherty Biomedical ECF"	"Regulation of energy homeostasis by Palmitoyl CoA"	"St Vincent's Institute of Medical Research"	"VIC"	"Research"	2018	2021	322952	"Basic Science"	"BIOCHEMISTRY AND CELL BIOLOGY"	"Structural Biology (incl. Macromolecular Modelling)"	"structural biology"	"protein biochemistry"	"kinases"	"enzyme mechanism"	"metabolites"	"The body’s normal function depends upon maintaining energy balance matching demand and supply. The body senses its energy status by monitoring metabolite concentrations.  I have discovered a metabolite that controls multiple enzymes critical for energy homeostasis and appetite in the body that may provide new approaches to tackle obesity related disease. I have found the metabolite-binding pocket in many proteins and it may represent a major new regulatory network."
1143296	2017-10-11	"Dr Tushar Kumeria"	"Early Career Fellowships (Australia)"	"Peter Doherty Biomedical ECF"	"Bioresponsive Porous Silicon for Site Specific Oral Delivery of Antibodies for the Treatment of Inflammatory Bowel Disease"	"University of Queensland"	"QLD"	"University"	2018	2021	322952	"Basic Science"	"NANOTECHNOLOGY"	"Nanomedicine"	"inflammatory bowel disease (IBD)"	"antibody therapy"	"nanotechnology"	"intestinal mucosa"	"ulcerative colitis"	"This proposal aims to develop an oral antibody delivery system for treatment of inflammatory bowel disease (IBD) that affects 75000 Australians. The system will be based on porous silicon nanoparticles acting as a container to protect the antibodies, and bioresponsive coatings acting as gates to enable site specific protein delivery at the inflamed site of GI tract. The project not only holds promise for protein delivery for the treatment of IBD but other diseases like diabetes."
1143333	2017-10-11	"Dr Ada Cheung"	"Early Career Fellowships (Australia)"	"Australian Clinical Research ECF"	"Effects of testosterone and oestrogen on body composition"	"University of Melbourne"	"VIC"	"University"	2018	2021	352952	"Clinical Medicine and Science"	"OTHER MEDICAL AND HEALTH SCIENCES"	"Medical and Health Sciences not elsewhere classified"	"androgens"	"body composition"	"gender"	"prostate cancer"	"oestrogen"	"Masculinising and feminising hormones such as testosterone and oestrogen respectively are important hormones controlling the amount of muscle, fat and bone in the body. By studying people with conditions such as prostate cancer where these hormone levels are disrupted, we aim to understand how testosterone and oestrogen affects various body systems, which may lead to new treatments for important public health problems of frailty, obesity and heart disease, and osteoporosis."
1143435	2017-10-11	"Dr Peter Lazzarini"	"Early Career Fellowships (Australia)"	"Public Health (Australia) ECF"	"The incidence and predictors of foot disease hospitalisation"	"Queensland University of Technology"	"QLD"	"University"	2018	2021	322952	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Epidemiology"	"diabetes"	"ulceration"	"peripheral arterial disease"	"peripheral neuropathy"	"biomechanics"	"Foot disease seems to be a much larger cause of hospitalisation than first thought.  This research program aims to study for the first ever time the annual incidence of foot disease hospitalisation and develop models to predict which patients with foot disease are likely to be hospitalised or die.  We believe this research will help clinicians, researchers and governments from around the world to measure, predict and prevent foot disease hospitalisation in their nations for the first time."
1143941	2017-10-11	"Dr Magdalena Raban"	"Early Career Fellowships (Australia)"	"Public Health (Australia) ECF"	"Optimising eHealth systems to improve medication safety and patient outcomes"	"Macquarie University"	"NSW"	"University"	2018	2021	322952	"Health Services Research"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Public Health and Health Services not elsewhere classified"	"health informatics"	"medications"	"safety"	"paediatric"	"geriatrics"	"Electronic medication management systems are being implemented across the Australian health system. These systems have the potential to improve patient outcomes, but also have risks. This research will examine these benefits and risks in two vulnerable populations: children and the elderly. Novel research methods will be used to evaluate high risk medicine use and associated errors; and design interventions to improve their safety in two paediatric hospitals and 75 aged care facilities."
1144021	2017-10-11	"Dr Hannah Kirk"	"Early Career Fellowships (Australia)"	"Peter Doherty Biomedical ECF"	"Investigating a theoretical model of cognitive control in children with Attention Deficit Hyperactivity Disorder (ADHD): Informing our approach to cognitive training."	"Monash University"	"VIC"	"University"	2018	2021	322952	"Basic Science"	"PSYCHOLOGY"	"Developmental Psychology and Ageing"	"attention deficit hyperactivity disorder (ADHD)"	"child development"	"intervention"	"cognitive development"	"inattention"	"ADHD is the most common childhood developmental disorder, characterised by inattentive and/or hyperactive behaviours. Cognitive control has been highlighted as a potential mediator of ADHD symptoms. This program will i) delineate the relationship between cognitive control and ADHD symptoms, ii) develop a cognitive training intervention to target the underlying mechanisms identified as mediators of ADHD symptoms and iii) evaluate the program in a gold-standard clinical trial."
1144026	2017-10-11	"Mr Adrian Traeger"	"Early Career Fellowships (Australia)"	"Public Health (Australia) ECF"	"Reducing unnecessary imaging for low back pain"	"University of Sydney"	"NSW"	"University"	2018	2021	322952	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Primary Health Care"	"low back pain"	"communication skills"	"primary care"	"diagnostic imaging"	"epidemiology"	"Although medical tests and procedures can save lives, sometimes too much medical intervention can be harmful. In low back pain, for example, high numbers of X-ray, CT and MRI scans are provided unnecessarily. There is good evidence that imaging scans for low back pain can cause more harm than good. At the same time, people can miss out on treatments that we know to be effective. This fellowship will enable me to discover ways to ensure people receive the right care for low back pain."
1144137	2017-10-11	"Dr Alvin Kuowei Tay"	"Early Career Fellowships (Australia)"	"Australian Clinical Research ECF"	"Step Up: a technology-enhanced stepped psychological intervention for strengthening adaptive capacity and treating post-traumatic comorbidities in refugees"	"University of New South Wales"	"NSW"	"University"	2018	2021	322952	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Mental Health"	"mental health"	"psychological treatment"	"psychological morbidity"	"resilience"	"posttraumatic stress disorder (PTSD)"	"There is a major translational gap in rolling out psychotherapeutic treatments into readily accessible public health interventions for refugees. This project examines the feasibility and effectiveness of a technology-enhanced stepped psychological intervention designed to build resilience (Step 1) and manage traumatic stress symptoms and related comorbidities in traumatized refugees to ensure they have an enhanced capacity to adapt to the new environment post trauma."
1144178	2017-10-11	"Dr Katherine Howell"	"Early Career Fellowships (Australia)"	"Health Professional Research ECF"	"The clinical features, causes and diagnosis of severe epilepsies of infancy: a population-based study"	"Murdoch Childrens Research Institute"	"VIC"	"Research"	2018	2021	229771.2	"Clinical Medicine and Science"	"NEUROSCIENCES"	"Central Nervous System"	"epilepsy"	"neurogenetics"	"genomics"	"imaging"	"diagnosis"	"Severe epilepsies of infancy (SEI) are characterised by frequent seizures and are often resistant to treatment. The prognosis is typically poor. The cause is unknown in many infants. This study will identify genes and brain malformations causing SEI, determine the frequency and clinical features of each cause, and measure the diagnostic yield of genetic testing and brain imaging. The findings will improve timely diagnosis of SEI and guide research priorities for development of novel therapies."
1144264	2017-10-11	"Dr Phillip Wong"	"Early Career Fellowships (Australia)"	"Health Professional Research ECF"	"Osteoporosis in Haemoglobinopathies"	"Monash University"	"VIC"	"University"	2018	2021	191476	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Endocrinology"	"thalassaemia"	"bone disease"	"kidney disease"	"haematology"	"drug  toxicity"	"Thalassaemia is the most common blood disorder worldwide. In severe cases, life-long blood transfusions are needed to survive but complications including iron overload and bone disease can occur. Deferasirox, a drug used to treat iron overload has been linked to kidney stones and bone loss in these patients through increased loss of calcium in the urine. The purpose of this study is to investigate whether bone loss can be reversed by using a diuretic or an alternative iron chelator."
1144566	2017-10-11	"Dr Hayley Smithers-Sheedy"	"Early Career Fellowships (Australia)"	"Public Health (Australia) ECF"	"Congenital cytomegalovirus:  understanding the long-term outcomes and identifying opportunities for secondary prevention"	"University of Sydney"	"NSW"	"University"	2018	2021	322952	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Epidemiology"	"cytomegalovirus (CMV)"	"cerebral palsy"	"neurodevelopmental disorders"	"population health"	"early detection"	"Cytomegalovirus is a herpesvirus that can be transmitted from mother to baby during pregnancy. Congenital cytomegalovirus (cCMV) can cause damage to the developing central nervous system leading to long-term disabilities including cerebral palsy and hearing loss. This epidemiological research program seeks to investigate cCMV risk factors and burden, opportunities for early detection of neuro-developmental disabilities and to study the effects of postnatal antiviral therapies in this population."
1144795	2017-10-11	"Mr Tim Rosenow"	"Early Career Fellowships (Australia)"	"Peter Doherty Biomedical ECF"	"Structural and functional imaging in paediatric lung disease"	"University of Western Australia"	"WA"	"University"	2018	2021	322952	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Radiology and Organ Imaging"	"cystic fibrosis"	"paediatric"	"magnetic resonance imaging (MRI)"	"computed tomography"	"lung disease"	"Lung imaging is an important part of the clinical care of young patients with respiratory disease. However, the most used method at the moment is computed tomography (CT), which exposes the patient to radiation. One potential radiation-free alternative to CT is lung magnetic resonance imaging (MRI). This project will investigate how well lung MRI performs clinically in two important childhood diseases: cystic fibrosis, and preterm birth."
1144911	2017-10-11	"Dr Bradley de Vries"	"Early Career Fellowships (Australia)"	"Health Professional Research ECF"	"The prediction and prevention of caesarean section for slow progress in labour"	"University of Sydney"	"NSW"	"University"	2018	2021	229771.2	"Clinical Medicine and Science"	"PAEDIATRICS AND REPRODUCTIVE MEDICINE"	"Obstetrics and Gynaecology"	"caesarean section"	"perinatal"	"prediction"	"prevention"	"modelling"	"8% of all births are by caesarean section (CS) for slow labour.  Bringing on labour just before the due date reduces the chance of CS but we can’t do this for all women.  We have a way to predict high risk of CS for slow labour to select women who may benefit from bringing on the labour.  We will perform a study where the women at high risk have can have the labour brought on slightly early.  The project could result in 6,000 fewer CSs in Australia alone and prevent many complications of CS."
1145136	2017-10-11	"Dr Isaak Quast"	"Early Career Fellowships (Australia)"	"Peter Doherty Biomedical ECF"	"The role of IL21 in integrating proliferation, migration and differentiation following B cell activation."	"Monash University"	"VIC"	"University"	2018	2021	322952	"Basic Science"	"IMMUNOLOGY"	"Cellular Immunology"	"germinal centre"	"B cells"	"cytokine biology"	"cell cycle"	"immunoglobulin (Ig)"	"Immunity is essential to health and requires the production of antibodies. The best antibodies are made by B-cells coming from specialised structures, called germinal centres (GC). To understand why sometimes immunity is excellent - childhood vaccines - and other times not - HIV infection, aged people - we need to understand what happens inside GC. Our prediction is that by understanding GC B cell behaviour, we will resolve good from poor immune responses and thereby develop improvements."
1145212	2017-10-11	"Dr Katherine Benfer"	"Early Career Fellowships (Australia)"	"Health Professional Research ECF"	"Peer delivered early intervention for infants at high risk of cerebral palsy in Indigenous Australia"	"University of Queensland"	"QLD"	"University"	2018	2021	290656.8	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Rehabilitation and Therapy (excl. Physiotherapy)"	"cerebral palsy"	"indigenous Australians"	"paediatric"	"early detection"	"early intervention"	"This study explores the effectiveness of early detection and intervention for infants at risk of cerebral palsy in Indigenous Australia. Infants will be detected by 3 months, and randomly assigned to one of two intervention groups; home-based peer-delivered multi-domain intervention, or health advice. Infants receiving the novel intervention are expected to have improved developmental outcomes, and caregivers improved mental health."
1145228	2017-10-11	"Dr Peter Azzopardi"	"Early Career Fellowships (Australia)"	"Public Health (Australia) ECF"	"Building the evidence base to match health action to need for adolescents globally"	"Macfarlane Burnet Institute for Medical Research and Public Health"	"VIC"	"Research"	2018	2021	352952	"Public Health"	"PUBLIC HEALTH AND HEALTH SERVICES"	"Epidemiology"	"adolescent health"	"epidemiology"	"developing countries"	"indigenous health"	"implementation"	"This fellowship involves 3 inter-related bodies of work focussing on adolescent health. Firstly, I will use existing data to better describe the health needs of adolescents living in the Asia-Pacific region, with a focus on Aboriginal and Torres Strait Islander adolescents. Secondly, I will identify priority areas for better data collection and explore novel methods to fill key gaps. Thirdly, I will investigate how the described health profiles can be translated into health action."
1145748	2017-10-11	"Dr Natalie Lister"	"Early Career Fellowships (Australia)"	"Peter Doherty Biomedical ECF"	"What, when, and how to treat adolescents with obesity: generating evidence for clinical dietetic practice"	"University of Sydney"	"NSW"	"University"	2018	2021	322952	"Clinical Medicine and Science"	"NUTRITION AND DIETICS"	"Nutrition and Dietetics not elsewhere classified"	"obesity"	"adolescent health"	"dietary intervention"	"nutrition"	"metabolic syndrome"	"This fellowship will advance the treatment of obesity at a critical time in a person’s life, adolescence. Without effective treatment, obesity in adolescence will likely continue into adulthood, but adolescents are suffering from obesity related conditions such as type 2 diabetes now. By assessing a novel dietary treatment and investigating the most effective time and ways to intervene, this research will diminish the tidal wave of future disease burden that adolescent obesity entails."
1145769	2017-10-11	"Mrs Elizabeth Vecchio"	"Early Career Fellowships (Australia)"	"Peter Doherty Biomedical ECF"	"Formyl peptide receptor biased agonists as novel cardioprotective agents against myocardial infarction."	"Baker Heart and Diabetes Institute"	"VIC"	"Research"	2018	2021	322952	"Basic Science"	"PHARMACOLOGY AND PHARMACEUTICAL SCIENCES"	"Basic Pharmacology"	"ischaemia/reperfusion"	"receptor signalling"	"heart failure"	"fibrosis"	"pharmacology"	"Heart attack and its resulting heart failure are the leading causes of death in Australia. Examining a promising new target (formyl peptide receptors), I will use my knowledge of drug action at the single cell level to identify new drugs that act via a unique biased mechanism. These will be tested in pre-clinical animal models of heart attack to uncover critical new potential therapies that will protect the heart post heart attack and prevent the development heart failure."
1145817	2017-10-11	"Dr Philip Britton"	"Early Career Fellowships (Australia)"	"Health Professional Research ECF"	"Emerging infectious neurological diseases in Australia; from enhanced recognition to improved response"	"University of Sydney"	"NSW"	"University"	2018	2021	191476	"Clinical Medicine and Science"	"CLINICAL SCIENCES"	"Infectious Diseases"	"infectious diseases"	"central nervous system (CNS) diseases"	"surveillance"	"burden of disease"	"outbreak"	"Infectious neurological diseases(IND) such as encephalitis are severe and frequently cause long term disability. New IND like Zika pose a real threat. During his PhD, Dr Britton identified outbreaks of encephalitis in children and described serious consequences. Here, Dr Britton proposes to extend his work across all ages, include other types of IND and explore novel methods to detect outbreaks. He will work with experts at leading national research centres in surveillance and infectious disease"
1146025	2017-10-11	"Dr Laura Norton"	"Early Career Fellowships (Australia)"	"Peter Doherty Biomedical ECF"	"Functional and molecular profiling of platelet hyperactivity in diabetes - uncovering dysregulated and targetable pathways for potential treatments"	"University of Sydney"	"NSW"	"University"	2018	2021	322952	"Basic Science"	"CARDIOVASCULAR MEDICINE AND HAEMATOLOGY"	"Cardiovascular medicine and Haematology nec"	"thrombosis"	"platelet function"	"diabetes mellitus"	"cardiovascular disease"	"integrins"	"The major cause of death in diabetes is cardiovascular disease. Diabetic patients are more likely to have hardening of their arteries, and an increased propensity to form pathological blood clots. I propose to characterise platelet “hyperactivity” in diabetes both at a functional and molecular level. This unique approach aims to identify the underlying mechanism of platelet hyperactivity which may be targeted in future treatments."
1146033	2017-10-11	"Ms Gemma Sharp"	"Early Career Fellowships (Australia)"	"Health Professional Research ECF"	"Psychoeducational program to address women’s genital appearance concerns"	"Monash University"	"VIC"	"University"	2018	2021	193771.2	"Clinical Medicine and Science"	"PSYCHOLOGY"	"Health, Clinical and Counselling Psychology"	"women's health"	"sexual health"	"body image"	"psychological treatment"	"randomised controlled trial (RCT)"	"An increasing number of women are seeking to alter the appearance of their genitals through unproven cosmetic surgery. There are no options besides surgery for women concerned about their genitals. I propose to develop and evaluate an online psychological program which aims to assist these women. If found to be effective, the program could be used throughout Australia and internationally, potentially reducing the total number of women undergoing genital cosmetic surgery."
1146186	2017-10-11	"Dr Sarah Charnaud"	"Early Career Fellowships (Australia)"	"Peter Doherty Biomedical ECF"	"Improving malaria elimination strategies with genomics: tackling the unique problems posed by Plasmodium vivax, and P. falciparum drug resistance"	"Walter and Eliza Hall Institute"	"VIC"	"Research"	2018	2021	322952	"Clinical Medicine and Science"	"MEDICAL MICROBIOLOGY"	"Medical Parasitology"	"malaria"	"malaria drug resistance"	"malaria therapy"	"sequencing"	"genetic epidemiology"	"Malaria parasites are becoming resistant to drugs, and some types can avoid treatment by hiding in the liver and recurring months later. Variation in human genes can also mean that some drugs are dangerous to certain people, or won’t work.  DNA sequencing will allow us to understand the interplay between parasite and host genetics and the efficacy of drugs in the population, allowing us to provide ‘personalised’ treatments in that region."
