"APP ID"	"Date Announced"	"CIA Name"	"Grant Type"	"Sub Type"	"Grant Title"	"Admin Institution"	"State"	"Sector"	"Total"	"Broad Research Area"	"Fields of Research"	"Res KW1"	"Res KW2"	"Res KW3"	"Res KW4"	"Res KW5"	"Plain Description"
2015100	2022-05-18	"Prof Bruce Campbell"	"Clinical Trials and Cohort Studies"	"2021 Clinical Trials and Cohort Studies"	"Accelerating clot lysis in ischemic stroke with dornase alfa in an Umbrella Bayesian Optimised Phase 2 trial"	"University of Melbourne"	"VIC"	"University"	1453336.7	"Clinical Medicine and Science"	"neurosciences | central nervous system |"	"ischaemic stroke"	"alternative thrombolytic agents"	"haematology"	"rural and remote health"	"telemedicine"	"Stroke remains a major cause of disability. Clot-dissolving medicines targeting fibrin can be rapidly delivered at most Australian hospitals. DNA extruded by white blood cells is another key structural component of clot. Dornase, an approved medicine for other diseases, dissolves DNA and we showed accelerated clot dissolving when combined with standard treatment. Our trial will test whether dornase can accelerate restoration of blood flow to improve outcomes in up to 300 patients with stroke."
2015133	2022-05-18	"Assoc Prof Neil Thomas"	"Clinical Trials and Cohort Studies"	"2021 Clinical Trials and Cohort Studies"	"Avatar-mediated therapy for hallucinations: superiority trial (AMETHYST)"	"Swinburne University of Technology"	"VIC"	"University"	1746774.2	"Clinical Medicine and Science"	"psychology | health, clinical and counselling psychology |"	"psychosis"	"schizophrenia and related disorders"	"cognitive behaviour therapy"	"clinical psychology"	"psychological treatment"	"Hearing hostile and critical voices is a highly distressing experience that characterises psychosis. Current treatments have limited impact, and more potent therapies are urgently needed. A promising new approach uses virtual reality technology to recreate the voices the person hears as digital avatars, used in therapy sessions to help overcome this experience. This clinical trial will determine whether this therapy offers a more powerful therapeutic option than current recommended treatment."
2015140	2022-05-18	"Dr Calum Roberts"	"Clinical Trials and Cohort Studies"	"2021 Clinical Trials and Cohort Studies"	"A Surfactant Treatment Method for Modern Neonatal Care: SURFactant by SUPraglottic Airway (The SURFSUP RCT)"	"Monash University"	"VIC"	"University"	1707835	"Clinical Medicine and Science"	"paediatrics and reproductive medicine | paediatrics |"	"very preterm birth"	"lung surfactant"	"neonatal respiratory distress syndrome"	"continuous positive airway pressure (cpap)"	"neonatal intensive care (nicu)"	"This trial will assess a new method of giving surfactant treatment into the lungs of premature babies with breathing difficulties. 'Supraglottic airway' are soft plastic devices that are easier to insert and more comfortable than current methods, which are challenging to learn and not possible for some neonatal units. We will test the effectiveness of supraglottic airway surfactant treatment, which will allow all babies who need surfactant to receive it in their birth hospital without delay."
2015146	2022-05-18	"Dr Ryan Courtney"	"Clinical Trials and Cohort Studies"	"2021 Clinical Trials and Cohort Studies"	"EFFECT OF A VAPORISED NICOTINE PRODUCT vs VARENICLINE ON SMOKING CESSATION FOR LOW-SOCIOECONOMIC STATUS SMOKERS: A RANDOMISED TRIAL"	"University of New South Wales"	"NSW"	"University"	2659251.03	"Health Services Research"	"public health and health services | public health and health services not elsewhere classified |"	"smoking cessation"	"smoking intervention"	"randomised controlled trial (rct)"	"intervention study"	"social disadvantage"	"Smoking cessation aids can support long-term smoking cessation, but quit rates from current approaches remain low. VNPs are one such approach that has shown some promise for cessation, but government and regulatory bodies have called for more trial evidence. Newer generation pod VNPs have not been evaluated in a clinical trial despite their popularity and wide use globally. Trial findings will have immediate practical applications and provide much needed evidence on a new alternative quit aid."
2015147	2022-05-18	"Prof Thomas Snelling"	"Clinical Trials and Cohort Studies"	"2021 Clinical Trials and Cohort Studies"	"ORVAC Stage 2 - Optimising Rotavirus Vaccine in Aboriginal Children: a double-blind, randomised, placebo-controlled, adaptive clinical trial of a third scheduled dose of oral rotavirus vaccine for Australian Aboriginal children."	"University of Sydney"	"NSW"	"University"	2561907.7	"Public Health"	"public health and health services | aboriginal and torres strait islander health |"	"rotavirus"	"diarrhoeal disease"	"vaccine strategy"	"aboriginal health"	"randomised controlled trial (rct)"	"Rotavirus can cause such bad diarrhoea in children that they need to be hospitalised. Aboriginal children in remote and rural parts of Australia are up to 20 times more likely to need hospitalisation with rotavirus than non-Indigenous children. There is a vaccine for rotavirus. Optimising Rotavirus Vaccination in Aboriginal Children (ORVAC) will test whether giving Aboriginal children aged 6-11 months an extra (booster) dose of rotavirus vaccine will give them better protection from rotavirus."
2015173	2022-05-18	"Dr Adrian Traeger"	"Clinical Trials and Cohort Studies"	"2021 Clinical Trials and Cohort Studies"	"NUDG-ED: Trial of behavioural ‘nudging’ interventions to reduce unnecessary care for low back pain in the Emergency Department"	"University of Sydney"	"NSW"	"University"	1119327.8	"Health Services Research"	"public health and health services | health promotion | clinical sciences | emergency medicine | public health and health services | health information systems (incl. surveillance) |"	"quality of care"	"low back pain"	"behavioural intervention"	"communications/social research"	"clinical trial"	"In 2018 over 120 000 people went to an emergency department in Australia because of low back pain. Most had 'simple' low back pain, where medical care such as diagnostic imaging (x-Ray, CT, MRI) and strong opioid medicines offer little benefit. Yet 3 in every 4 patients still received this kind of care. Unnecessary care can harm patients and diverts substantial resources from where they are most needed. This project tests a new way to reduce unnecessary care in Australian hospitals."
2015177	2022-05-18	"Prof Stuart Kinner"	"Clinical Trials and Cohort Studies"	"2021 Clinical Trials and Cohort Studies"	"Improving health outcomes in people with a dual diagnosis released from prison: a multi-jurisdictional, prospective cohort study"	"Murdoch Childrens Research Institute"	"VIC"	"Research Institutes"	1466784	"Health Services Research"	"public health and health services | mental health |"	"prison population"	"health inequalities"	"health service utilisation"	"data linkage"	"dual diagnosis"	"People released from prison have poor health and die at a rate much higher than the general community. Among this already vulnerable group, people with co-occurring mental health and substance use problems (‘dual diagnosis’) are particularly at risk. This study will examine health and health service outcomes for 4,232 adults released from prisons in QLD, WA, NSW and VIC, and followed for more than 9 years through data linkage. The findings will inform improvements to throughcare nationally."
2015203	2022-05-18	"Prof Gita Mishra"	"Clinical Trials and Cohort Studies"	"2021 Clinical Trials and Cohort Studies"	"Maternal and early life origins of adolescent menstrual disorders and pelvic pain"	"University of Queensland"	"QLD"	"University"	1475456	"Public Health"	"public health and health services | public health and health services not elsewhere classified | public health and health services | epidemiology |"	"menstruation"	"adolescent"	"dysmenorrhoea"	"maternal health"	"early childhood"	"Menstrual disorders – irregular, heavy, or painful periods – and pelvic pain are common among adolescent girls and disrupt life activities. Not enough is known about the maternal and early life factors linked with these conditions. This study addresses evidence gaps with new data on menstruation in adolescence, combined with previous data available from these girls and their mothers. The new knowledge on the development of these conditions will inform and guide their prevention and management."
2015208	2022-05-18	"Prof Sandra Eades"	"Clinical Trials and Cohort Studies"	"2021 Clinical Trials and Cohort Studies"	"‘The Next Generation Aboriginal Youth Cohort Study’: Co-designing a strengths-based study to identify evidence-based, culturally strong, implementable strategies to improve youth health outcomes"	"University of Melbourne"	"VIC"	"University"	2619818.8	"Public Health"	"public health and health services | aboriginal and torres strait islander health | public health and health services | epidemiology | public health and health services | public health and health services not elsewhere classified |"	"indigenous health"	"youth"	"wellbeing"	"aboriginal mental health"	"resilience"	"The project aims to undertake two waves of follow-up of young Aboriginal people from the 'Next Generation Youth Wellbeing study' in partnership with young people, their families and Aboriginal Community organisations. The study will examine changes in key health outcomes (social and emotional wellbeing, cardiovascular risk factors and avoidable injury) and factors that impact on those outcomes such as connection to culture, health behaviours and social challenges."
2015248	2022-05-18	"Assoc Prof Adrian Lowe"	"Clinical Trials and Cohort Studies"	"2021 Clinical Trials and Cohort Studies"	"Testing an implementable strategy to improve infant skin barrier to prevent asthma and preserve lung function: a 4-year follow-up of the existing PEBBLES RCT"	"University of Melbourne"	"VIC"	"University"	756239.42	"Public Health"	"public health and health services | preventive medicine |"	"allergy prevention"	"lung development"	"asthma"	"allergic airways disease"	"neonatal"	"We will test if improving the infant skin barrier by using daily regular skincare treatment can reduce early life asthma and lung function deficits. This trial may change infant skincare practices and reduce the amount of respiratory disease in our community. This is a follow-on study of our large NHMRC funded trial, testing if this intervention can improve skin barrier, and reduce the incidence of allergic sensitisation and food allergy."
