"APP ID"	"Date Announced"	"CIA Name"	"Grant Type"	"Sub Type"	"Grant Title"	"Admin Institution"	"State"	"Sector"	"Total"	"Broad Research Area"	"Field of Research"	"Res KW1"	"Res KW2"	"Res KW3"	"Res KW4"	"Res KW5"	"Plain Description"
1157782	2018-08-13	"Prof Peter Davis"	"Practitioner Fellowships"	"Practitioner Fellowship"	"Generating and applying clinical research to improve the outcomes of neonatal intensive care"	"University of Melbourne"	"VIC"	"University"	585270	"Clinical Medicine and Science"	"Paediatrics"	"birth asphyxia"	"prematurity"	"randomised controlled trial (rct)"	"meta-analysis"	"resuscitation"	"The transition to independent breathing in the minutes after birth is challenging for many babies, particularly those born preterm. I am performing studies to help understand why some babies have problems and how best to help them. Improving the training of young doctors and nurses will mean that at-risk babies receive effective treatment. For those very preterm babies who are at high risk of long term lung and brain damage, I will be testing new therapies including stem cells and steroids."
1157784	2018-08-13	"A/Pr David Anderson"	"Development Grants"	"Development Grant"	"Development of a rapid, point of care test with high sensitivity for the diagnosis of sepsis based on detection of CD64"	"Burnet Institute"	"VIC"	"Research Institutes"	737221.4	"Clinical Medicine and Science"	"Medical Biotechnology Diagnostics (incl. Biosensors)"	"diagnostic test"	"sepsis"	"inflammation"	"antimicrobial resistance"	"hospital morbidity"	"There is an urgent, unmet need for improved point of care (POC) tests for detection of sepsis, which affects > 30 million and kills >8 million people worldwide each year. We have developed a new method for analysis of CD64, a host biomarker that is up-regulated as part of the innate immune response in sepsis. This new method shows greatly improved sensitivity for detection of sepsis patients versus controls, and will form the basis for development of a simple, lateral-flow POC test for sepsis."
1157796	2018-08-13	"Mr Karl Andriessen"	"Early Career Fellowships"	"Public Health (Australia) ECF"	"Development of an intervention for bereaved adolescents to facilitate the grief process and to prevent mental health ramifications"	"University of Melbourne"	"VIC"	"University"	327192	"Public Health"	"Mental Health"	"adolescence"	"bereavement"	"intervention study"	"mental health"	"parents"	"The project will develop an intervention for bereaved adolescents in Australia. It will (i) determine the current knowledge of the effectiveness of adolescent bereavement support, (ii) develop a pilot intervention based on recommendations from adolescents, parents and clinicians, and (iii) test its acceptability and effects. As such, the intervention will be based on evidence from the literature, and the needs of adolescents. It will be safe and effective for this vulnerable population."
1157871	2018-08-13	"Prof Richard Lock"	"Research Fellowships"	"Research Fellowship"	"Improving the treatment of childhood cancer"	"University of New South Wales"	"NSW"	"University"	649175	"Basic Science"	"Cancer Cell Biology"	"leukaemia"	"paediatric"	"chemotherapy"	"glucocorticoids"	"xenografts"	"This is a highly translational Research Program that aims to improve the treatment and survival of children with high-risk cancers. Over the next five years this Program will utilise state-of-the-art experimental models of childhood cancer to prioritise new drugs for clinical trials in children with cancer, develop novel targeted treatments, participate in a national precision medicine clinical trial, and develop new drugs to overcome drug resistance in leukaemia."
1157909	2018-08-13	"Prof Jian Li"	"Research Fellowships"	"Research Fellowship"	"A systems approach to combat the significant antibiotic resistance challenge: Novel therapeutic strategies, mechanistic discoveries, and drug development"	"Monash University"	"VIC"	"University"	785385	"Basic Science"	"Pharmacology and Pharmaceutical Sciences not elsewhere classified"	"antimicrobial therapy"	"antimicrobial resistance"	"drug discovery"	"mechanism of action"	"systems biology"	"Antibiotic-resistant ‘superbugs’ are a significant global medical challenge. Polymyxins are the only effective antibiotics against Gram-negative bacteria, although limited pharmacological data are available for their optimal use. In the next 5 years, I will re-develop polymyxins and discover novel antibiotics against high-priority pathogens. My research targets the “Bad Bugs, No Drugs” unmet medical need highlighted by the World Health Organization and The Infectious Diseases Society of America."
1157930	2018-08-13	"Dr Lewan Parker"	"Early Career Fellowships"	"Peter Doherty Biomedical ECF"	"Exercise intolerance and impaired glycaemic control in heart failure patients: Identifying microvascular dysfunction as a novel mechanism"	"Deakin University"	"VIC"	"University"	327192	"Basic Science"	"Cardiology (incl. Cardiovascular Diseases)"	"exercise intolerance"	"cardiovascular disease"	"type 2 diabetes mellitus (non-insulin dependent diabetes mellitus)"	"exercise physiology"	"microvascular disease"	"Exercise intolerance and poor glucose control greatly contribute to reduced quality of life and longevity in heart failure patients with preserved ejection fraction. However, current treatments are largely ineffective, a likely side effect of our poor understanding of the mechanisms behind this condition. This research will establish microvascular dysfunction, rather than heart dysfunction, as the underlying mechanism of poor health and will identify exercise as an effective treatment strategy."
1158024	2018-08-13	"A/Pr Daniel Gray"	"Research Fellowships"	"Research Fellowship"	"Targeting Cell Death Pathways in Immune Pathology and Cancer"	"Walter and Eliza Hall Institute of Medical Research"	"VIC"	"Research Institutes"	649175	"Basic Science"	"Cellular Immunology"	"immunological tolerance"	"cancer cell biology"	"regulatory t cells"	"thymus"	"immunotherapy"	"Problems with our immune system cause a wide range of diseases, such as autoimmunity (e.g. diabetes) and cancer. My research uses a range of new technologies to discover how these problems arise and how to correct them to better treat disease. We work closely with other scientists and physicians to zero in on the causes of immune defects and fix them with new therapies that “target” these failures. This new knowledge will lead to better treatments of these devastating conditions."
1158035	2018-08-13	"Dr Nicholas Medland"	"Early Career Fellowships"	"Public Health (Australia) ECF"	"Elimination of HIV Infection in Vulnerable Populations through Rapid Translation of Research into Treatment as Prevention and Pre-Exposure Prophylaxis Programs and Clinical Practice."	"University of New South Wales"	"NSW"	"University"	357192	"Public Health"	"Epidemiology"	"human immunodeficiency virus (hiv)"	"prophylaxis"	"prevention"	"intervention study"	"evaluation"	"Antiviral medication protects the health of HIV positive people and prevents HIV being transmitted to others. When taken by at-risk HIV negative people it prevents them becoming HIV infected. This proposal describes a series of projects which aim to maximise the effectiveness of these treatments in preventing HIV infection by studying the entire HIV positive and at risk population to identify gaps and delays in use of these interventions."
1158044	2018-08-13	"Dr Rebecca Kozor"	"Early Career Fellowships"	"Health Professional Research ECF"	"State-of-the-art techniques to improve healthcare of cardiac chest pain"	"University of Sydney"	"NSW"	"University"	193596	"Clinical Medicine and Science"	"Cardiology (incl. Cardiovascular Diseases)"	"magnetic resonance imaging (mri)"	"electrocardiogram (ecg)"	"health services"	"coronary heart disease (chd)"	"microvascular disease"	"Chest pain is common, sub-optimally diagnosed, and a huge health burden. There is a pressing need for better management pathways and tests that are more cost-effective. Two novel techniques offer untapped potential in Australia – cardiac magnetic resonance and advanced electrocardiography. This fellowship will develop new insights into acute chest pain diagnosis, management and service delivery by the application of these state-of-the-art tests."
1158053	2018-08-13	"Dr Beeke Wienert"	"Early Career Fellowships"	"CJ Martin Biomedical ECF"	"Identifying novel pathways of red blood cell differentiation by CRISPR screening"	"University of New South Wales"	"NSW"	"University"	417192	"Basic Science"	"Haematology"	"erythropoiesis"	"screening"	"genomics"	"blood"	"gene regulation"	"Red blood cells supply all organs with oxygen and are essential to the health of all vertebrate organisms. Thus, disorders affecting red blood cells can have devastating outcomes for patients. In some diseases, blood progenitor cells fail to fully mature into red blood cells which results in a shortage of red blood cells. Hence, my aim is to better understand the molecular processes of red blood cell maturation to discover novel therapeutic targets for red blood cell disorders."
1158111	2018-08-13	"Dr Aideen McInerney-Leo"	"Early Career Fellowships"	"Peter Doherty Biomedical ECF"	"Identifying genes causing melanoma and modifying the phenotype and exploring whether genetic fatalism affects sun-related health behaviours in high-risk individuals."	"University of Queensland"	"QLD"	"University"	327192	"Clinical Medicine and Science"	"Cancer Genetics"	"melanoma"	"genetics"	"cancer genetics"	"genetic testing"	"psychological factors"	"Genetic analysis will be performed on individuals and families with melanoma to identify genes which increased their risk of developing melanoma in the first place and other genes modifying the severity of the disease. Research will also assess whether fatalistic beliefs about genetics are associated with sun protective and screening behaviours in high risk individuals."
1158171	2018-08-13	"Dr Nitin Patil"	"Early Career Fellowships"	"Peter Doherty Biomedical ECF"	"Targeting pan-drug resistant (PDR) Gram-negative pathogens with novel antisense drug technology"	"Monash University"	"VIC"	"University"	327192	"Basic Science"	"Pharmacology and Pharmaceutical Sciences not elsewhere classified"	"antimicrobial resistance"	"antimicrobial therapy"	"drug development"	"antisense oligonucleotides"	"peptides"	"This project aims to address the urgent global health issue of antimicrobial resistance through the discovery and development of innovative new drug technology that restores the activity of our existing antibiotics drugs, that bacterial ‘superbugs’ have developed resistance against. This drug technology will shut down bacterial resistance mechanisms at the genetic level, making antibiotic drugs effective again."
1158223	2018-08-13	"Dr Patricia Cullen"	"Early Career Fellowships"	"Public Health (Australia) ECF"	"SETTING HEALTH PATHWAYS FOR LIFE: IMPROVING ADOLESCENT HEALTH TRAJECTORIES"	"University of New South Wales"	"NSW"	"University"	327192	"Public Health"	"Aboriginal and Torres Strait Islander Health"	"aboriginal health"	"adolescent health"	"injury epidemiology"	"participatory action research"	"equity"	"Adolescence is a critical period, where emergence of health risk pathways can have profound and lasting impacts into adulthood; however, there is a critical gap in evidence-based interventions that meet the diverse needs of adolescents. My fellowship addresses this and responds to significant national health priorities by producing epidemiological evidence of adolescent risk pathways that I will apply to develop a health service intervention and improve the lives of young people in Australia."
1158245	2018-08-13	"Dr Marianne Martinello"	"Early Career Fellowships"	"Health Professional Research ECF"	"Hepatitis C treatment as prevention: Strategies to guide elimination in priority populations"	"University of New South Wales"	"NSW"	"University"	193596	"Clinical Medicine and Science"	"Infectious Diseases"	"hepatitis c infection"	"hepatitis b infection"	"clinical trial"	"human immunodeficiency virus (hiv)"	"cohort study"	"Elimination of hepatitis C in Australia may be possible with the availability of new oral direct-acting antiviral treatment. This research will evaluate the impact of treatment scale-up on hepatitis C prevalence and incidence, focussing on vulnerable populations with a high burden of infection. Access to hepatitis C care and treatment will be essential if we are to achieve elimination and ensure that no one is left behind."
1158276	2018-08-13	"Dr Deborah Mitchison"	"Early Career Fellowships"	"Health Professional Research ECF"	"Addressing the Twin Blight of Obesity and Eating Disorders: A Longitudinal Shared Risk Factor Study and Pilot Intervention"	"University of Western Sydney"	"NSW"	"University"	261753.6	"Public Health"	"Health, Clinical and Counselling Psychology"	"obesity"	"eating disorders"	"epidemiology"	"prevention"	"bullying behaviour"	"Eating disorders and obesity share common features such as unhealthy eating and weight status, and an increasing number of people experience both. This project will focus on understanding the role of social media and bullying in the development of obesity and eating disorders during adolescence. This information will then be used to develop and test a new integrated school-based prevention program to prevent both obesity and eating disorders."
1158281	2018-08-13	"Dr Glen Boyle"	"Development Grants"	"Development Grant"	"The development of Tigilanol Tiglate as a neo-adjuvant in immuno-oncology"	"QIMR Berghofer Medical Research Institute"	"QLD"	"Research Institutes"	657521	"Basic Science"	"Cancer Therapy (excl. Chemotherapy and Radiation Therapy)"	"protein kinase c (pkc)"	"mouse models"	"novel therapeutic agents"	"cancer therapy"	"oncology"	"Despite the progress made with new immunotherapies for treating metastatic cancer, lack of response in most patients remains a challenge. Our work with Tigilanol Tiglate (currently in human clinical trials as a locally-delivered treatment for a range of solid tumours) has shown that this agent can stimulate immune cell activity in non-responsive cancers. This project will extend the use of this drug, alone or in combination with other therapies, as a new option in treating metastatic cancers."
1158402	2018-08-13	"Dr Liping Wang"	"Early Career Fellowships"	"Australia-China Exchange ECF"	"Development of an Innovative 3D Bio-printing Platform for Auricular Reconstruction"	"University of South Australia"	"SA"	"University"	417192	"Basic Science"	"Regenerative Medicine (incl. Stem Cells and Tissue Engineering)"	"tissue engineering"	"cell culture"	"tissue remodelling"	"mouse models"	"cell growth"	"Auricle is difﬁcult to regenerate using traditional methods due to its complex shape and composition. As a potential novel approach, 3D bio-printing can fabricate auricular construct. In recent years, we have developed a 3D bio-printing platform and built a strong background in 3D reconstruction and 3D bio-printing of organs/tissues. Based on the unmet clinical need and our work, the current project aims to develop an innovative 3D bio-printing platform for human auricular reconstruction."
1158426	2018-08-13	"Ms Tina Lavin"	"Early Career Fellowships"	"Public Health (Australia) ECF"	"Reducing preventable stillbirths in high-risk populations: a mixed-methods, multi-country approach"	"University of Western Australia"	"WA"	"University"	327192	"Public Health"	"Obstetrics and Gynaecology"	"stillbirth"	"antenatal care"	"aboriginal health"	"epidemiology"	"rural and remote health services"	"The death of an unborn baby is a tragedy that deeply affects families and wider society.There are 2.6 million deaths like this world-wide every year.In Australia twice as many deaths occur than other similar countries but we don’t know why.This research will investigate why the rate is higher in Australia, particularly in rural/remote areas.It will also look at a prevention strategy than can be used when women go for check-ups during pregnancy."
1158463	2018-08-13	"Dr Stephanie Mathieson"	"Early Career Fellowships"	"Health Professional Research ECF"	"Reversing the opioid epidemic in Australia"	"University of Sydney"	"NSW"	"University"	261753.6	"Public Health"	"Primary Health Care"	"chronic pain"	"primary care"	"opioid analgesia"	"health care utilisation"	"musculoskeletal disorders"	"Opioid analgesics are a strong class of medicines that are prescribed excessively and inappropriately. My fellowship will clarify how much opioids are prescribed when discharged from hospital; which people continue them long-term; what patient and doctor beliefs are about stopping them; understand clinical decision making to prescribe opioids and evaluate policies designed to reduce prescribing. These findings will contribute to solutions being implemented to reverse the opioid epidemic."
1158469	2018-08-13	"Dr Luis Furuya Kanamori"	"Early Career Fellowships"	"Public Health (Australia) ECF"	"Reducing the risk of importing multidrug resistant enterobacteriaceae into Australia"	"Australian National University"	"ACT"	"University"	327192	"Public Health"	"Epidemiology"	"infectious diseases"	"antibiotic resistance"	"risk assessment"	"meta-analysis"	"modelling"	"Large numbers of travellers to developing countries become colonised by multidrug resistant bacteria and can carry these pathogens for months after returning home, posing a real risk to transmit and spread diseases in their communities. This Fellowship will provide critical evidence on the best interventions and policies to reduce the risk of multidrug resistant bacteria importation to Australia through travellers and will determine the best clinical practice and use of health resources."
1158487	2018-08-13	"Dr Lisa Olive"	"Early Career Fellowships"	"Public Health (Australia) ECF"	"Cardiometabolic disease prevention and early intervention: Identifying pathways to better health"	"Deakin University"	"VIC"	"University"	327192	"Public Health"	"Health, Clinical and Counselling Psychology"	"cardiovascular risk factors"	"mental health"	"longitudinal cohort study"	"childhood"	"depression"	"This fellowship aims to identify key intervention opportunities across the early life course where those on a high-risk pathway for cardiometabolic disease (cardiovascular disease and type 2 diabetes) could be diverted to a healthier trajectory. This research will provide much needed evidence to address the high prevalence of cardiometabolic risk in young Australians through better targeted prevention and early clinical intervention strategies."
1158521	2018-08-13	"Prof Glenn King"	"Development Grants"	"Development Grant"	"Development of a first-in-class neuroprotective drug for protecting the brain after stroke"	"University of Queensland"	"QLD"	"University"	762684.6	"Clinical Medicine and Science"	"Proteins and Peptides"	"stroke"	"ion channels"	"drug development"	"biological therapy"	"pharmacology"	"Every day, more than 150 Australians have a stroke. Stroke is the is the third leading cause of death in Australia and the primary cause of long-term disability. No drugs are currently available to protect the brain from stroke-induced injury. We plan to develop a drug that first responders can administer to stroke patients to provide protection of their brain even before they reach a hospital. Early initiation of stroke treatment will save lives and improve quality of life for stroke survivors."
1158584	2018-08-13	"Dr Linda Wakim"	"Career Development Fellowships"	"RD Wright Biomedical CDF"	"Generating an effective T-cell based influenza vaccine"	"University of Melbourne"	"VIC"	"University"	483404	"Basic Science"	"Cellular Immunology"	"influenza"	"memory t-cells"	"t cell immunity"	"vaccine"	"respiratory infection"	"This program of work will investigate a newly identified T-cell subset and targeted vaccine delivery systems to improve vaccination against influenza virus, which if proven, will save lives, reduce health care costs and reduce lost economic productivity"
1158590	2018-08-13	"Dr Thomas Cox"	"Career Development Fellowships"	"RD Wright Biomedical CDF"	"Delving deeper into the Matrix: Redefining the Extracellular Matrix in Cancer Treatment"	"Garvan Institute of Medical Research"	"NSW"	"Research Institutes"	483404	"Basic Science"	"Cancer Cell Biology"	"extracellular matrix"	"cancer metastasis"	"breast cancer"	"pancreatic cancer"	"targeted therapy"	"Cancer growth and spread is strongly affected by the extracellular matrix (ECM). The ECM is the mesh or glue that surrounds cells in our organs. The ECM is fundamentally changed in cancer vs. normal tissue, and has a huge impact on how cancer cells behave. Our mission is to: 1) Develop innovative laboratory tools that better mimic the cancer ECM 2) Deepen our understanding of how cancer ECM contributes to treatment failure and resistance: 3) Develop new combination therapies that target the ECM."
1158615	2018-08-13	"Miss Rebecca Delconte"	"Early Career Fellowships"	"CJ Martin Biomedical ECF"	"Targeting Natural Killer Cells as Immunotherapy in Acute Myeloid Leukaemia"	"Walter and Eliza Hall Institute of Medical Research"	"VIC"	"Research Institutes"	417192	"Basic Science"	"Immunology not elsewhere classified"	"cancer immunotherapy"	"natural killer cells"	"cancer"	"acute myeloid leukaemia (aml)"	"immunology"	"Acute myeloid leukaemia (AML) is the most common acute leukaemia and is characterised by the outgrowth of mutated stem cells. Specialised immune cells called Natural Killer (NK) cells can detect and kill AML, however, this is not fool proof and AML remains a significant global health problem. This project aims to understand how AML affects NK cell functions, enabling the development of more targeted therapies that specifically enhance NK cell activity against AML."
1158646	2018-08-13	"Dr Nusrat Homaira"	"Early Career Fellowships"	"Public Health (Australia) ECF"	"Improving health care delivery services for children with asthma through an enhanced school-based influenza vaccination strategy"	"University of New South Wales"	"NSW"	"University"	327192	"Public Health"	"Public Health and Health Services not elsewhere classified"	"child health"	"population health"	"vaccine strategy"	"asthma"	"influenza"	"Asthma is the most common chronic condition in Australian children, resulting in >20,000 hospitalisations and costing the health system ~$200 million annually. Despite influenza being the most common infectious cause of asthma flare-ups, influenza vaccine uptake in asthmatic children remains low. This research will determine if a school-based vaccine delivery service can improve influenza vaccine uptake in children with asthma and reduce the burden on families and the Australian health system."
1158661	2018-08-13	"Dr Feitong Wu"	"Early Career Fellowships"	"Australian Clincal Research ECF"	"Early life strategies for improving fracture risk factors throughout life"	"University of Tasmania"	"TAS"	"University"	327192	"Clinical Medicine and Science"	"Endocrinology"	"osteoporosis"	"falls prevention"	"young adults"	"fracture"	"balance"	"This unique program of research will test the efficacy of vitamin D supplementation for improving bone density in children with vitamin D deficiency. It will also identify early life and midlife modifiable risk factors for important musculoskeletal health outcomes, such as low bone density, muscle weakness and falls. This information will have the potential to help delay the onset of osteoporosis and reduce the risk of fractures in later life by intervening at an early stage of life."
1158670	2018-08-13	"Ms Michelle Bovill"	"Early Career Fellowships"	"Australian Training ECF for Aboriginal and Torres Strait Islander Health Research"	"Non-pharmacological strategies for smoking cessation during pregnancy with Aboriginal and Torres Strait Islander women"	"University of Newcastle"	"NSW"	"University"	338192	"Public Health"	"Aboriginal and Torres Strait Islander Health"	"smoking cessation"	"pregnancy"	"smoking intervention"	"aboriginal health"	"maternal and child health"	"This research aims to explore non-pharmacological strategies for smoking cessation to support Aboriginal mothers quit smoking during pregnancy. Through an analysis of current evidence for non-pharmacotherapy strategies to smoking cessation and engaging with Aboriginal women and communities using Indigenous research methodologies, this research will unite Aboriginal knowledges, wisdom and expertise with scientific knowledge validated through a cluster trial in Aboriginal Medical Services."
1158696	2018-08-13	"Dr SantRayn Pasricha"	"Career Development Fellowships"	"Clinical CDF"	"Innovation and evidence to alleviate anaemia worldwide"	"Walter and Eliza Hall Institute of Medical Research"	"VIC"	"Research Institutes"	437036	"Clinical Medicine and Science"	"Haematology"	"anaemia"	"iron deficiency"	"iron metabolism"	"paediatric"	"obstetrics"	"Anaemia is a critical global health problem which especially effects young children and pregnant mothers, and which has not resolved over recent decades. My work aims to resolve this situation by finding new solutions through a programme of large, innovative randomised controlled trials (set in Malawi and Bangladesh), translational research to understand effects of iron on intestinal health, and policy development and research on definitions of anaemia with the World Health Organisation."
1158699	2018-08-13	"Dr Jennifer Koplin"	"Career Development Fellowships"	"Population Health CDF"	"Developing population-based strategies for preventing childhood food allergy"	"Murdoch Childrens Research Institute"	"VIC"	"Research Institutes"	437036	"Public Health"	"Epidemiology"	"food allergy"	"allergy prevention"	"population-based"	"infant feeding"	"prevention"	"Food allergy, a potentially life-threatening condition, now affects almost 10% of Australian infants. Identification and implementation of effective prevention strategies is therefore imperative. This research will investigate novel strategies for preventing the development of food allergy, and how these can best be implemented in the population, to reduce the burden of food allergy in future generations of children."
1158707	2018-08-13	"A/Pr Philip Batterham"	"Career Development Fellowships"	"Population Health CDF"	"Bridging the implementation gap for evidence-based psychosocial interventions"	"Australian National University"	"ACT"	"University"	483404	"Public Health"	"Mental Health"	"mental health"	"internet service delivery"	"translational research"	"depression"	"anxiety"	"There are many effective psychosocial interventions to prevent and treat common mental health problems. The impact of these interventions is limited by insufficient focus on using research evidence to promote public delivery of services. This program of research will investigate the barriers and facilitators to the public use of evidence-based interventions by identifying optimal ways to deliver internet interventions and testing new methods to encourage the use of evidence-based interventions."
1158755	2018-08-13	"Prof Benjamin Thierry"	"Development Grants"	"Development Grant"	"Development of Superior Sentinel Lymph Node Mapping Procedures using Magnetic Tracers"	"University of South Australia"	"SA"	"University"	609542.4	"Clinical Medicine and Science"	"Medical Devices"	"diagnostic techniques"	"prognosis"	"nanotechnology"	"magnetic resonance imaging (mri)"	"lymphatics"	"The aim of this NHMRC Development grant project is to develop and validate a superior staging procedure for head and neck cancer combining preoperative Magnetic Resonance Imaging (MRI) and intra/post-operative localization of magnetic tracers using an ultrasensitive handheld magnetometer developed at the University of South Australia."
1158762	2018-08-13	"Dr Fiona Kumfor"	"Career Development Fellowships"	"Clinical CDF"	"Social and behavioural disturbances in dementia: Optimising detection and treatment"	"University of Sydney"	"NSW"	"University"	437036	"Clinical Medicine and Science"	"Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology)"	"social cognition"	"behaviour"	"neuropsychiatry"	"dementia"	"burden of disease"	"This research program focuses on the social and behavioural symptoms of dementia. These symptoms are common and can lead to criminal behaviour, financial risk-taking and inappropriateness in social settings. Notably, these behaviours are challenging for carers and families to cope with, and often lead to patients being placed into aged care facilities. My research aims to understand why these disturbances develop and how we can treat and manage these behaviours effectively."
1158763	2018-08-13	"Dr Andrea Schaffer"	"Early Career Fellowships"	"Public Health (Australia) ECF"	"Evaluating population-level medicine policy interventions: generating high-quality evidence about intended and unintended consequences"	"University of New South Wales"	"NSW"	"University"	327192	"Public Health"	"Epidemiology"	"pharmacoepidemiology"	"health policy evaluation"	"biostatistics"	"population health"	"epidemiology"	"Despite their benefits, medicines are often overused, underused and misused. In response, policy interventions are commonly used by governments to promote safe and cost-effective use of medicines. Yet, in Australia such interventions are rarely thoroughly evaluated in a timely manner. This project will generate high-quality evidence about the intended and unintended consequences of a range of medicine policies in Australia, using linked population health data."
1158820	2018-08-13	"Dr Willora Mudiyanselage Bowatte"	"Early Career Fellowships"	"Public Health (Australia) ECF"	"Effects of long-term air pollution and risk of asthma, chronic obstructive pulmonary disease and lung cancer"	"University of Melbourne"	"VIC"	"University"	327192	"Public Health"	"Epidemiology"	"asthma"	"chronic obstructive pulmonary disease (copd)"	"lung cancer"	"air pollution"	"cardiovascular"	"Air pollution is a known risk factor for poor lung health. However, it is not clear how long-term exposures impact lung health in different levels of pollution: low, moderate and high. Also, urban vegetation may be beneficial to our health by improving air quality and encouraging physical activity, but these evidences are limited. My research aims to investigate long-term exposures to air pollution on human health and how a green environment and physical activity can lessen any such harm."
1158876	2018-08-13	"Dr Megan Gow"	"Early Career Fellowships"	"Peter Doherty Biomedical ECF"	"Tracking and treating 'high-risk' pregnancies: effects on offspring obesity, diabetes and cardiovascular risk"	"University of Sydney"	"NSW"	"University"	327192	"Clinical Medicine and Science"	"Paediatrics"	"pregnancy complications"	"diabetes"	"child development"	"cardiovascular health"	"child health"	"Pregnancies complicated by obesity, high blood pressure and diabetes are more common than ever but effects of complications on the offspring are poorly described. This research program will a) determine how complicated pregnancies influence the health of the offspring by examining longitudinal data from three studies; and b) determine whether lifestyle interventions for women who experience complicated pregnancies improve health outcomes of the offspring."
1158947	2018-08-13	"Dr Sarah Glastras"	"Early Career Fellowships"	"Health Professional Research ECF"	"MATERNAL OBESITY AND OFFSPRING METABOLIC HEALTH:  DEFINING THE MECHANISMS OF FETAL PROGRAMMING"	"University of Sydney"	"NSW"	"University"	232315.2	"Basic Science"	"Molecular Medicine"	"obesity"	"fetal programming"	"chronic diseases"	"epigenetics"	"maternal and child health"	"Babies born to obese mothers have increased risk of long-term metabolic health issues, including diabetes, in adult life. My research has previously discovered that particular genes, involved in fats and lipids, inflammation and cellular stress, are altered in the offspring of obese mice. I aim to discover how gene expression is permanently changed by maternal obesity and the role of the placenta, in both mice and humans. I will explore the effect of weight gain in pregnancy on offspring health."
1158954	2018-08-13	"A/Pr Susan Woolfenden"	"Career Development Fellowships"	"Population Health CDF"	"Overcoming health inequity by using integrated models of care for children with neurodevelopmental problems"	"University of New South Wales"	"NSW"	"University"	262220	"Public Health"	"Community Child Health"	"child health"	"equity"	"child development"	"disability"	"health services"	"Families with the least financial and social resources are most likely to have children with developmental issues. They are also the least likely to receive services to diagnose and treat their children. This research will develop innovative services to work with children, parents and health care providers – overcoming these health and health care inequities. All children in Australia can then live their healthiest lives and contribute fully to society."
1158958	2018-08-13	"Prof Mika Ala-Korpela"	"Research Fellowships"	"Research Fellowship"	"Extensive molecular profiling of systemic metabolism to understand and prevent cardiometabolic diseases"	"Baker Heart and Diabetes Institute"	"VIC"	"Research Institutes"	649175	"Basic Science"	"Medical Biochemistry and Metabolomics not elsewhere classified"	"epidemiology"	"genetic epidemiology"	"lipoprotein metabolism"	"lipid metabolism"	"drug action"	"Cardiometabolic diseases –coronary heart disease, stroke and diabetes– are the leading cause of death and disability in Australia. I am tackling these diseases by novel technologies in large-scale epidemiology to identify new biomarkers and obtain improved understanding of related molecular pathways. I am also clarifying the causal relationships of cardiometabolic biomarkers and how they are affected by drug treatments. My work will give new means to understand and prevent these diseases."
1158977	2018-08-13	"Dr Natasha Rogers"	"Career Development Fellowships"	"RD Wright Biomedical CDF"	"Improving treatments and outcomes in acute kidney injury"	"University of Sydney"	"NSW"	"University"	437036	"Clinical Medicine and Science"	"Nephrology and Urology"	"kidney disease"	"ischaemia/reperfusion"	"dendritic cell"	"molecular biology"	"bioinformatics"	"Acute kidney injury is a common cause of death in hospitalized patients, with profoundly negative long-term health implications in survivors. It greatly increases the cost of healthcare. No effective treatments exist. New targets for pharmaceutical intervention are desperately needed to improve the clinical outcomes of patients with this devastating disease. This proposal using cutting-edge technology, bioinformatics, drug repurposing and molecular biology to develop potential treatment options."
1159090	2018-08-13	"Dr Jennifer Perret"	"Early Career Fellowships"	"Australian Clincal Research ECF"	"Development of a comprehensive model for chronic obstructive pulmonary disease (COPD) prediction at an early stage"	"University of Melbourne"	"VIC"	"University"	357192	"Clinical Medicine and Science"	"Respiratory Diseases"	"chronic obstructive pulmonary disease (copd)"	"chronic airflow limitation"	"risk factors"	"epidemiology"	"risk prediction"	"Chronic obstructive pulmonary disease (COPD) is a major global health problem with high mortality and few effective treatments. To reduce this burden, I will quantify existing and newly identified COPD risk factors, and integrate them into a comprehensive risk prediction model. By converting this knowledge into a web-based tool that I will evaluate in primary care settings, identifying at-risk individuals at an early stage offers an innovative strategy to improve COPD outcomes."
1159094	2018-08-13	"A/Pr Pradeep Tanwar"	"Career Development Fellowships"	"RD Wright Biomedical CDF"	"Translational Research Program in Gynaecological Cancers"	"University of Newcastle"	"NSW"	"University"	483404	"Basic Science"	"Cancer Cell Biology"	"endometrial cancer"	"ovarian cancer"	"wnt signalling"	"gynaecological cancers"	"uterine cancer"	"Dr Tanwar's work is directed at elucidating the proteins involved in both normal and abnormal reproductive development and has demonstrated that molecular signals integral to reproductive tract development are the same signals that are disrupted during disease, driving the pathogenesis of ovarian and endometrial cancers.  Based on this knowledge, he seeks to develop novel treatments for ovarian and endometrial cancers to improve clinical outcomes."
1159211	2018-08-13	"Dr Yik Chan"	"Early Career Fellowships"	"Peter Doherty Biomedical ECF"	"Fetal origins of COPD"	"University of Technology Sydney"	"NSW"	"University"	327192	"Basic Science"	"Respiratory Diseases"	"maternal and child health"	"chronic obstructive pulmonary disease (copd)"	"air pollution"	"mitochondria"	"lung development"	"Almost half of Chronic Obstructive Pulmonary Diseases patients (COPD) are not smokers, but they still get the disease. It is likely that exposure to air pollution (bushfires or traffic)  early in life can predispose people to develop COPD.  This study will investigate the impact of maternal exposure to pollution in offspring and how it affects the later development of COPD."
