Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months
"Dunn, Shannon E",University Health Network (Toronto),Operating Grant - Priority Announcement: Institute of Gender and Health,200809IGO,Immunology & Transplantation,PPARalpha as a Mediator of Sex Differences in Autoimmunity,"                $100,000","                      $0","1 yr 0 mth "
"Duong, Franck",Direct Payment,Canada Research Chairs - CIHR Funded,200811CRC,Special Cases - Awards Programs,CANADA RESEARCH CHAIRHOLDER / TITULAIRE DE CHAIRE DE RECHERCHE DU CANADA,"                $500,000","                      $0","5 yrs 0 mth "
"Dutz, Jan P",University of British Columbia,Catalyst Grant: Skin Diseases and Conditions,200802SAC,Catalyst Grant: Skin Diseases and Conditions,Manipulating regulatory T cells to control inflammatory skin disease,"                $100,000","                      $0","1 yr 0 mth "
"Duval, Christian; Boissy, Patrick; Edwards, Roderick; Frank, James S; Jog, Mandar S; Speechley, Mark",Universit&eacute; du Qu&eacute;bec &agrave; Montr&eacute;al,Emerging Team Grant: Alliances in Mobility in Aging - LOI,200811AML,Emerging Team Grant: Alliances in Mobility in Aging,"Quantifying, characterizing and modeling the whole-body mobility of individuals in their natural environment; from normal aging to Parkinson's disease","                 $10,000","                      $0","1 yr 0 mth "
"Dyck, Bailey A",McMaster University,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200810CGD,Doctoral Research Awards - A,Understanding the role of dysregulated synapsin II in the pathophysiology of schizophrenia,"                $105,000","                      $0","3 yrs 0 mth "
"Dyck, David J",University of Guelph,"Operating Grant - PA: Inst of Nutrition, Metabolism and Diabetes -Bridge Funding",200809NMD,Metabolism,The role of adipokines as regulators of skeletal muscle fatty acid metabolism and insulin sensitivity,"                 $90,837","                      $0","1 yr 0 mth "
"Dyck, Jason M",University of Alberta,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200810CGD,Doctoral Research Awards - A,Characterization of genetically-defined lamina VIII spinal interneurons in the locomotor CPG,"                $105,000","                      $0","3 yrs 0 mth "
"Eade, Kevin T",University of British Columbia,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200810CGD,Doctoral Research Awards - A,the effect of neurodegenerative disease genes on the maintenance of target signal dependent gene expression in mature drosophila neurons,"                $105,000","                      $0","3 yrs 0 mth "
"Edgell, David R",University of Western Ontario,CIHR New Investigator,200809MSH,New Investigators C,Influence of homing endonucleases on gene structure and function,"                $300,000","                      $0","5 yrs 0 mth "
"Edwards, Jodi D",University of British Columbia,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200810CGD,Doctoral Research Awards - A,Is Transcranial Magnetic Stimulation a Useful Clinical Adjunct for Predicting Stroke Occurrence and Severity Following Transient Ischemic Attack? A Prospective Cohort Study,"                 $70,000","                      $0","2 yrs 0 mth "
"Edwards, Marie P; Mcclement, Susan E",University of Manitoba,Catalyst Grant: Ethics,200810EPP,Catalyst Grant : Ethics (2016-2017),Exploring Ethical Practice in Palliative Home Care Using Appreciative Inquiry,"                 $66,462","                    $190","2 yrs 0 mth "
"Eftekhary Shirkoohy, Sahba","Sunnybrook Research Institute (Toronto, Ontario)",Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200810CGD,Doctoral Research Awards - B,Developing quality and safety indicators for Canada's emergency departments,"                 $70,000","                      $0","2 yrs 0 mth "
"Ehteshami Akbari, Maryam",McGill University,Doctoral Research Award - PA: Biomedical/Clinical HIV/AIDS Research,200810IDB,Doctoral Research Awards - A,The Role of ATP as an Activator of NcRTI-mediated Inhibition of Reverse Transcription in HIV-1,"                 $66,000","                      $0","3 yrs 0 mth "
"Einstein, Gillian",University of Toronto,Operating Grant - Priority Announcement: Institute of Gender and Health,200809IGO,"Gender, Sex & Health",From body to brain: Whole body experiences of female genital cutting,"                $100,000","                      $0","1 yr 0 mth "
"Ekker, Marc",University of Ottawa,Operating Grant,200809MOP,Molecular & Cellular Neurosciences - B,Functional analysis of Parkinson's disease-related genes in zebrafish.,"                $282,903","                      $0","3 yrs 0 mth "
"Elahi, Behzad",University Health Network (Toronto),Fellowship - Priority Announcement: Dystonia (SHOPP),200810DFF,Health Professional Awards - Fellowships,"Regulatory effect of intra cortical inhibition on Paired Associative Stimulation(PAS) induced sensory-dependent, motor cortex plasticity","                 $56,250","                      $0","2 yrs 6 mths "
"Elgar, Frank J",Carleton University (Ottawa),Operating Grant: Maternal and Child Health,200809MCH,Maternal and Child Health: Secondary Analysis of Provincial and National Databases,Comorbidity of parental depression and alcohol misuse and its effects on children's mental health: An  accelerated longitudinal study,"                 $99,216","                      $0","2 yrs 0 mth "
"Ellen, Richard P; McCulloch, Christopher A",University of Toronto,Training Grant,200811TGF,"CIHR Training Program Grants ""B""",CIHR Training Program in Health Applications of Cell Signaling in Mucosal Inflammation & Pain.,"              $1,950,000","                      $0","6 yrs 0 mth "
"Elliot, Marie A",McMaster University,Operating Grant,200809MOP,Microbiology & Infectious Diseases,Functional amyloid formation by the chaplins of Streptomyces coelicolor,"                $586,655","                      $0","5 yrs 0 mth "
"Ellis, James R",Hospital for Sick Children (Toronto),Operating Grant - PA: Institute of Genetics (Bridge Funding),200809IG1,Genetics,Induced Pluripotent Stem Cells to model human Rett Syndrome,"                $100,000","                      $0","1 yr 0 mth "
"Emili, Andrew N",University of Toronto,Operating Grant - PA: Institute of Genetics (Bridge Funding),200809IG1,Genomics: Systems and computational biology,Elucidating the Bacterial Cell Envelope 'Interactome' using E. coli as a Model,"                $100,000","                      $0","1 yr 0 mth "
"Engert, James C; Anand, Sonia S",Research Institute of the McGill University Health Centre,Operating Grant - PA: Institute of Genetics (Bridge Funding),200809IG1,Genetics,Pooled DNA Genome-Wide Association Study of Multiple Ethnicities in INTERHEART,"                $100,000","                      $0","1 yr 0 mth "
"Ernst, Pierre-Paul",CIUSSS de Centre-Ouest-de-l'Ile-de-Montr&eacute;al-Jewish General,Operating Grant: Priority Announcement (IPPH),200809IPA,Respiratory System,Bronchodilators and the risk of cardiovascular outcomes in COPD: assessing risk using new methodological approaches,"                 $78,603","                      $0","1 yr 0 mth "
"Eubanks, James H",University Health Network (Toronto),"Emerging Team Grant: From Genes to Proteins, Cells, Tissues and Patients - LOI",200810GPL,"Emerging Team Grant: From Genes to Proteins, Cells, Tissues and Patients","From Chromatin to Neurophysiology to Behaviour: Studies to Understand, and Develop Treatment Strategies For, the Autism-Spectrum Disorder Rett Syndrome","                      $0","                      $0","1 yr 0 mth "
"Eurich, Dean; Majumdar, Sumit R",University of Alberta,Operating Grant,200809MOP,"Public, Community & Population Health - A",Exploring the Disease Burden Associated with Community Acquired Pneumonia,"                $135,785","                      $0","3 yrs 0 mth "
"Eurich, Dean",University of Alberta,CIHR New Investigator,200809MSH,Allied Health Professionals - New Investigators,Safety and Effectiveness of Sitagliptin in Patients with Type 2 Diabetes,"                $300,000","                      $0","5 yrs 0 mth "
"Ezekowitz, Justin A",University of Alberta,CIHR New Investigator,200809MSH,Health Research Salary A,AHF-EM: Acute Heart Failure - Emergency Management,"                $300,000","                      $0","5 yrs 0 mth "
"Fahnestock, Margaret",McMaster University,Operating Grant - Priority Announcement: Aging (Bridge Funding),200809IAO,Cell Biology & Mechanisms of Disease,ProNGF and its role in cell survival and death in Alzheimer's disease,"                $100,000","                      $0","1 yr 0 mth "
"Fahnestock, Margaret",McMaster University,Collaborative Health Research Projects (NSERC partnered),200812CPG,Special Cases,Sensory protection of denervated muscle for treatment of peripheral nerve injury,"                $100,000","                      $0","1 yr 0 mth "
"Faraj, May",Universit&eacute; de Montr&eacute;al,Operating Grant,200809MOP,"Nutrition, Food & Health",Targeting hyperapoB vs normoapoB to reduce the risk of type 2 diabetes in obese subjects; mechanism of action,"                $404,974","                      $0","3 yrs 0 mth "
"Farra, Natalie",Hospital for Sick Children (Toronto),Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200810CGD,Doctoral Research Awards - A,Inducing Pluripotent Stem Cells for Co-transcriptional Gene Therapy for Rett Syndrome,"                $105,000","                      $0","3 yrs 0 mth "
"Farzan, Faranak",Centre for Addiction and Mental Health (Toronto),Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200810CGD,Doctoral Research Awards - A,Selective Deficits in the Inhibition of Gamma Oscillations in the Dorsolateral Prefrontal Cortex in Schizophrenia: a TMS-EEG Study,"                 $35,000","                      $0","1 yr 0 mth "
"Fassbender, Konrad",University of Alberta,Operating Grant: Priority Announcement (IHSPR),200809IHP,Palliative & End of Life Care,The Economics of Palliative and End of Life Care: An examination of the costs and consequences of caring for terminally ill cancer patients.,"                 $45,500","                      $0","1 yr 0 mth "
"Fast, Danya",University of British Columbia,Doctoral: Vanier Canada Graduate Scholarships,200811CGV,Doctoral Research Awards - B,Place and experiences of risk among young drug users in downtown Vancouver,"                $150,000","                      $0","3 yrs 0 mth "
"Fay, Anne-Marie L",McGill University,Fellowship Award - Priority Announcement: Fragile X (SHOPP),200810JFX,Fellowships - Post-PhD,Does atypical sleep architecture underlie neuronal disruption in the Fragile-X brain?,"                 $67,500","                      $0","3 yrs 0 mth "
"Federico, Paolo",University of Calgary,Operating Grant - PA: INMHA (bridge funding),200809INO,Systems & Circuits Neurosciences - A,Multimodal analysis of the pre-ictal state.,"                $100,000","                      $0","1 yr 0 mth "
"Feldcamp, Laura A",Centre for Addiction and Mental Health (Toronto),Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200810CGD,Doctoral Research Awards - A,"Investigation of the roles of schizophrenia susceptibility genes DISC1 and DTNBP1 in cognition, learning, memory, and rodent models of psychiatric disease","                $105,000","                      $0","3 yrs 0 mth "
"Feldman, Brian M",Hospital for Sick Children (Toronto),Operating Grant,200809MOP,"Clinical Investigation - B: Arthritis, Bone, Skin and Cartilage",Estimating treatment effects for uncommon disease using observational data in a Bayesian context. The warfarin in scleroderma-pulmonary hypertension model.,"                $104,651","                      $0","2 yrs 0 mth "
"Fellows, Lesley K",McGill University,Operating Grant - PA: INMHA (bridge funding),200809INO,"Behavioural Sciences - C: Behavioural Studies, Neuroscience and Cognition",The neural substrates of human decision making: A component analysis,"                $100,000","                      $0","1 yr 0 mth "
"Feng, Qingping",University of Western Ontario,Operating Grant,200809MOP,Cardiovascular System - B: Heart and Circulation,Rac1 Signaling in Myocardial TNF-alpha Expression in Sepsis,"                $706,487","                      $0","5 yrs 0 mth "
"Fenster, Aaron",University of Western Ontario,Training Grant,200811TGF,"CIHR Training Program Grants ""B""",CIHR Strategic Training Program in Vascular Research (STPVR),"              $1,950,000","                      $0","6 yrs 0 mth "
"Fenster, Aaron",University of Western Ontario,Operating Grant,200809MOP,Medical Physics & Imaging,3D ultrasound-guided trans-perineal focal prostate therapy platform,"                $631,813","                      $0","5 yrs 0 mth "
"Fernandez, Nestor A",University of Toronto,Doctoral Research Award - PA: Digestive Health (SHOPP),200810JDD,Doctoral Research Awards - A,Elucidating the molecular mechanisms of regulated and pathologic exocytosis in pancreatic acinar cells,"                 $33,000","                      $0","3 yrs 0 mth "
"Ferri, Lorenzo",McGill University,Operating Grant,200810MOP,Cancer Progression & Therapeutics,The Role of Systemic Inflammation in Esophageal Cancer Metastasis: Exploring Neutrophil Dependent and Independent Mechanisms,"                 $94,265","                      $0","1 yr 0 mth "
"Ferrusi, Ilia L",McMaster University,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200810CGD,Doctoral Research Awards - B,A cost-effectiveness analysis of targeted therapy for HER2-positive breast cancer based on Canadian practice patterns,"                 $81,667","                      $0","2 yrs 4 mths "
"Fielden, Sarah J",Universit&eacute; du Qu&eacute;bec &agrave; Montr&eacute;al,Fellowship - PA: Health Services/Population Health HIV/AIDS Research,200810ZNF,Allied Health Professionals - Fellowships,"Comprehensive intervention strategies with young HIV-positive women in Canada: individual, social, and cultural factors that make sexual health promotion programs successful.","                $135,000","                      $0","3 yrs 0 mth "
"Figley, Chase R","Queen's University (Kingston, Ontario)",Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200810CGD,Doctoral Research Awards - A,"Development, Validation, and Application of Improved Spinal fMRI Methods","                 $70,000","                      $0","2 yrs 0 mth "
"Filep, Janos G",CIUSSS Est-de-l'Ile-de- Montr&eacute;al-Maisonneuve Rosemont,Operating Grant,200810MOP,Cardiovascular System - C: Vascular System,C-Reactive Protein: a Link between Inflammation and Acute Coronary Artery Disease,"                $100,000","                      $0","1 yr 0 mth "
"Finch, Sarah L",McGill University,Doctoral Research Award - Priority Announcement: Clinical Research,200810CDR,Doctoral Research Awards - A,Evaluation of Vitamin D requirements in infancy and beyond,"                 $66,000","                      $0","3 yrs 0 mth "
"Fink, Karin",Centre hospitalier de l'Universit&eacute; de Montr&eacute;al (CHUM),Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200810CGD,Doctoral Research Awards - A,Characterisation of the role of the NADPH oxidase DUOX2 in the innate response to Paramyxoviridae infections in Airway Epithelial Cells,"                $105,000","                      $0","3 yrs 0 mth "
"Finlay, Barton B",University of British Columbia,Catalyst Grant: Human Microbiome,200808CHM,Catalyst Grant: Human Microbiome,The Role of the Gastrointestinal Microbiota in Asthma,"                 $99,725","                      $0","1 yr 0 mth "
"Finlay, Barton B",University of British Columbia,Operating Grant,200809MOP,Microbiology & Infectious Diseases,The pathogenic E. coli type III secretion system and its effectors,"              $1,046,030","                      $0","5 yrs 0 mth "
"Fischer, Benedikt; Rehm, Jürgen T","Simon Fraser University (Burnaby, B.C.)",Team Grant: Substance Abuse Prevention and Treatment,200810SAF,Team Grant: Substance Abuse Prevention and Treatment,"Non-Medical Use of Prescription Opioid Analgesics in Canada: Epidemiology, Consequences and Interventions","              $1,049,800","                      $0","5 yrs 0 mth "
"Fisher, Derek J",Carleton University (Ottawa),Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200810CGD,Doctoral Research Awards - A,The Processing of Auditory Deviance and Hallucinations in Schizophrenia During Acute Symptom Exacerbation and Amelioration,"                 $70,000","                      $0","2 yrs 0 mth "
"Fisher, Thomas E",University of Saskatchewan,CIHR/Regional Partnership Program/Operating Grants,200809ROP,Molecular & Cellular Neurosciences - B,Structural and functional adaptation of supraoptic neurons to sustained hyperosmolality,"                 $87,002","                      $0","2 yrs 0 mth "
"Fitzpatrick, Elizabeth",University of Ottawa,Operating Grant,200809MOP,Social & Developmental Aspects of Children's & Youth's Health,Towards Understanding the Consequences of Mild Bilateral and Unilateral Hearing Loss in Early Childhood,"                $593,745","                      $0","5 yrs 0 mth "
"Fitzpatrick, Elizabeth",University of Ottawa,CIHR New Investigator,200809MSH,Allied Health Professionals - New Investigators,Towards Understanding the Consequences of Mild Bilateral and Unilateral Hearing Loss in Early Childhood,"                $300,000","                      $0","5 yrs 0 mth "
"Fitzpatrick, Lindsay",University of Toronto,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200810CGD,Doctoral Research Awards - A,Cellular mechanisms of the angiogenic response to poly(methacrylic acid-co-methyl methacrylate) beads,"                $105,000","                      $0","3 yrs 0 mth "
"Flood, Colleen M; Caulfield, Timothy A; Kouri, Robert P; Lahey, G.R. W; Lemmens, Trudo",University of Toronto,Training Grant,200811TGF,"CIHR Training Program Grants ""D""","CIHR Training Grant in Health Law, Ethics and Policy","              $1,947,000","                  $3,000","6 yrs 0 mth "
"Fombonne, Eric; Bryson, Susan E; Burack, Jacob A; Evans, Alan C; Iarocci, Grace; Mirenda, Pat; Mottron, Laurent; Roberts, Sheila (Wendy) G; Rouleau, Guy A; Scherer, Stephen W; Smith, Isabel M; Szatmari, Peter; Volden, Joanne; Zwaigenbaum, Lonnie",McGill University,Training Grant,200811TGF,"CIHR Training Program Grants ""D""",CIHR Training Grant in Autism Research,"              $1,950,000","                      $0","6 yrs 0 mth "
"Fon, Edward A",McGill University,"Emerging Team Grant: From Genes to Proteins, Cells, Tissues and Patients - LOI",200810GPL,"Emerging Team Grant: From Genes to Proteins, Cells, Tissues and Patients",Emerging Team to identify and characterize the function of novel Parkinson's disease genes,"                      $0","                      $0","1 yr 0 mth "
"Forest, Jean-Claude; Bujold, Emmanuel; Giguere, Yves",Universit&eacute; Laval,Operating Grant: Priority Announcement (IHSPR),200809IHP,"Clinical Investigation - A: Reproduction, Maternal, Child and Youth Health",Screening for preeclampsia early in pregnancy : A population-based integrated approach.,"                $100,000","                      $0","1 yr 0 mth "
"Fornika, Daniel J",University of British Columbia,"Doctoral Res. Award - Pop. Genetic, Genetic Epidem. and Complex Disease",200810EGD,Doctoral Research Awards - A,Mitochondrial Genome Variation in Healthy Aging,"                 $66,000","                      $0","3 yrs 0 mth "
"Forster, Katharina",University of Toronto,CAG/CIHR Fellowship for Research in Gastroenterology/Nutrition,200810GNF,CIHR - INMD  - CAG (Canadian Association of Gastroenterology) Partnership,Studies on the effect of feeding anti-CD3 Antibody in the prevention and treatment of colitis,"                $120,000","                      $0","2 yrs 0 mth "
"Forsythe, Paul",McMaster University,Operating Grant -PA: Inst of Circulatory and Respiratory Health - Bridge Funding,200809CRH,Respiratory System,Modulation of the allergic airway response by commensal bacteria,"                 $96,360","                      $0","1 yr 0 mth "
"Fortier, Simon S",Universit&eacute; de Montr&eacute;al,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200810CGD,Doctoral Research Awards - A,Identification of murine embryonic stem cells fate determinants,"                $105,000","                      $0","3 yrs 0 mth "
"Foster, Warren G",McMaster University,Team Grant: Environment and Reproductive Health (LOI),200811RHL,Team Grant: Environment and Reproductive Health,Urban air particulate pollution and genetic instability,"                 $10,000","                      $0","1 yr 0 mth "
"Foster, Warren G",McMaster University,Operating Grant - Priority Announcement: Institute of Gender and Health,200809IGO,Pharmacology & Toxicology,Dieldrin increases breast cancer metastasis via dysregulation of neurotrophin expression.,"                $100,000","                      $0","1 yr 0 mth "
"Fotuhi, Omid",University of Waterloo (Ontario),Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200810CGD,Doctoral Research Awards - B,Affective Associations of Smoking and Cognitive Biases on Perceptions of Risk - Findings from the International Tobacco Control (ITC) Surveys,"                $105,000","                      $0","3 yrs 0 mth "
"Fotuhi, Omid",University of Waterloo (Ontario),Canada Graduate Scholarships - Michael Smith Foreign Study Supplements,200812FSS,Special Cases - Awards Programs,Evaluating the role of tobacco industry marketing on perceptions of risk: Implications for the impact of the Framework Convention on the Tobacco Control (FCTC) policies on tobacco control.,"                  $6,000","                      $0","0 yr 1 mth "
"Fowke, Keith R; Plummer, Francis A",University of Manitoba,Training Grant,200811TGF,"CIHR Training Program Grants ""B""","The CIHR International Infectious Diseases and Global Health Training Program: Four Continents, One Shared Experience","              $1,950,000","                      $0","6 yrs 0 mth "
"Fowler, Stephanie L",University of Ottawa,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200810CGD,Doctoral Research Awards - A,Cx32 specifically binds Sideroflexin-1 in neural progenitor cells and inhibits their differentiation to functional neurons following injury.,"                $105,000","                      $0","3 yrs 0 mth "
"Fox, Emily K",Hospital for Sick Children (Toronto),Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200810CGD,Doctoral Research Awards - A,Determinants of lung phenotype lineages from embryonic stem cells,"                $105,000","                      $0","3 yrs 0 mth "
"Fox, Mary; Rivera, Tiziana; Sidani, Souraya","York University (Toronto, Ontario)",Knowledge Synthesis Grant,200810KRS,Knowledge Synthesis Grant,Systematic review of acute care hospital geriatric intervention units,"                $100,000","                      $0","1 yr 0 mth "
"Fradet, Yves",Universit&eacute; Laval,Operating Grant,200809MOP,Cancer Biology & Therapeutics,Optimization of immunotherapy of bladder cancer: response to various non-specific immunomodulators,"                $322,690","                      $0","3 yrs 0 mth "
"Francetic, Tanja",University of Ottawa,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200810CGD,Doctoral Research Awards - A,Gene regulation and skeletal muscle differentiation,"                 $70,000","                      $0","2 yrs 0 mth "
"Frankish, Charles J",University of British Columbia,Catalyst Grant: Population and Public Health,200810CPO,Catalyst Grant:  Population and Public Health,SUCCEED: Strengthening Urban Communities' Capacity to Promote Environmental health Equity through Dialogue-centered Research,"                 $74,686","                      $0","1 yr 0 mth "
"Frappier, Lori D",University of Toronto,Operating Grant,200809MOP,Biochemistry & Molecular Biology - B,Mechanisms of Regulation of PML Nuclear Bodies,"                $569,660","                      $0","5 yrs 0 mth "
"Fraser, James A",McGill University,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200810CGD,Doctoral Research Awards - A,Investigating the Three Dimensional Structure of the Human Genome,"                $105,000","                      $0","3 yrs 0 mth "
"Fraser, Paul E",University of Toronto,Proof of Principle Program - Phase I,200810PPP,Proof of Principle,Amyloid-Based Therapies for Type 2 Diabetes,"                $150,000","                      $0","1 yr 0 mth "
"Fraser, William D; Arbuckle, Tye E; Ettinger, Adrienne S; Foster, Warren G; Julien, Pierre; Monnier, Patricia O","Centre hospitalier universitaire Sainte-Justine (Montr&eacute;al, Qu&eacute;bec)",Team Grant: Environment and Reproductive Health (LOI),200811RHL,Team Grant: Environment and Reproductive Health,Maternal-Infant Research on Environmental Contaminants: Perinatal Health Impact (MIREC-PHI).,"                 $10,000","                      $0","1 yr 0 mth "
"Fraser, William D; Bujold, Emmanuel; Chaillet, Nils; Gagnon, Robert; Hatem, Marie; Monnier, Patricia O; Muckle, Gina; Murphy, Bruce D; Tremblay, Yves; Williams-Jones, Bryn","Centre hospitalier universitaire Sainte-Justine (Montr&eacute;al, Qu&eacute;bec)",Training Grant,200811TGF,"CIHR Training Program Grants ""A""",CIHR - Quebec Training Network in Perinatal Research,"                $975,000","                      $0","6 yrs 0 mth "
"Freeman, Shannon L",University of Waterloo (Ontario),Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200810CGD,Doctoral Research Awards - B,"Health care utilization by centenarians in Ontario: The impact of formal and informal care on advanced aging, health, and well-being","                $105,000","                      $0","3 yrs 0 mth "
"Frenette-Cotton, Rachelle",Universit&eacute; Laval,Doctoral: Vanier Canada Graduate Scholarships,200811CGV,Doctoral Research Awards - A,Caractérisation de nouveaux composés ciblant les cotransporteurs cation-Cl,"                $150,000","                      $0","3 yrs 0 mth "
"Fridkin, Alycia J",University of British Columbia,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200810CGD,Doctoral Research Awards - B,Inclusion of Indigenous Voices in Public Health Policy and Decision Making: Perspectives Gained from Critical Inquiry,"                $105,000","                      $0","3 yrs 0 mth "
"Fudge, Douglas S",University of Guelph,Catalyst Grant: Skin Diseases and Conditions,200802SAC,Catalyst Grant: Skin Diseases and Conditions,The Biomechanics of Skin Blistering Diseases: A Cellular and Biophysical Approach.,"                 $90,322","                  $7,500","1 yr 0 mth "
"Fulop, Tamàs",Universit&eacute; de Sherbrooke,Operating Grant - Priority Announcement: Aging (Bridge Funding),200809IAO,Biological and Clinical Aspects of Aging,"Aging, CMV and Alzheimer disease: could immunosenescence be a common pathway?","                $100,000","                      $0","1 yr 0 mth "
"Fulton, Stephanie",Centre hospitalier de l'Universit&eacute; de Montr&eacute;al (CHUM),"Operating Grant - PA: Inst of Nutrition, Metabolism and Diabetes -Bridge Funding",200809NMD,Metabolism,Neural mechanisms of food reward and their role in over-eating and obesity,"                 $65,021","                      $0","1 yr 0 mth "
"Funk, Colin D","Queen's University (Kingston, Ontario)",Operating Grant,200809MOP,Cardiovascular System - C: Vascular System,Biochemistry and Biology of Cyclooxygenases,"                $835,660","                      $0","5 yrs 0 mth "
"Funk, Colin D","Queen's University (Kingston, Ontario)",Operating Grant,200809MOP,Pharmacology & Toxicology,COX-2 Pathway and Cardiovascular Disease,"                $845,001","                      $0","5 yrs 0 mth "
"Furber, Levi A",University of Saskatchewan,Regional Partnership Program Doctoral Research Award,200810RDR,Doctoral Research Awards - A,"Role of Ankyrin3, an ubiquitin adapter protein, in platelet-derived growth factor receptor degradation","                 $33,000","                      $0","3 yrs 0 mth "
"Gabel, Chelsea",McMaster University,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200810CGD,Doctoral Research Awards - B,"A Matter of Importance: Examining the transfer, adaptation and implementation of a successful Aboriginal Women's Health Program from one remote community to another with similar needs and characteristics","                 $70,000","                      $0","2 yrs 0 mth "
"Gagarinova, Alla G",University of Toronto,Doctoral: Vanier Canada Graduate Scholarships,200811CGV,Doctoral Research Awards - A,Elucidating bacterial genetic (gene-gene) interaction networks and gene functions by systematic genome-scale analysis of Escherichia coli deletion mutants,"                $150,000","                      $0","3 yrs 0 mth "
"Gagliardi, Anna R","Sunnybrook Research Institute (Toronto, Ontario)",Knowledge Synthesis Grant,200810KRS,Knowledge Synthesis Grant,"Developing, implementing and evaluating self-audit as a knowledge translation strategy for practice-based learning and practice guideline implementation: A scoping review","                 $49,223","                      $0","1 yr 0 mth "
"Gagliardi, Anna R","Sunnybrook Research Institute (Toronto, Ontario)",Operating Grant - Priority Announcement: Knowledge Translation,200809KTE,Knowledge Translation & Exchange,Exploring mentorship as a strategy to build capacity for knowledge translation research and practice,"                 $83,765","                      $0","1 yr 0 mth "
"Gagnon, Isabelle",Research Institute of the McGill University Health Centre,Operating Grant: SickKids-CIHR-IHDCYH New Investigator Grants,200809SKF,Special Cases,"Returning to activities after a mild traumatic brain injury in children and adolescents: the role of balance deficits, post-concussion symptoms and self-efficacy","                 $64,200","                      $0","2 yrs 0 mth "
"Gagnon, Marie-Pierre",Universit&eacute; Laval,Operating Grant: Priority Announcement (IHSPR),200809IHP,Knowledge Translation & Exchange,Multi-level analysis of EHR adoption by health care professionals,"                 $83,696","                      $0","1 yr 0 mth "
"Gagnon, Marie-Pierre",Universit&eacute; Laval,Knowledge Synthesis Grant,200810KRS,Knowledge Synthesis Grant,Les TIC pour soutenir l'échange des connaissances : Impacts sur la main d'oeuvre dans le secteur de la santé,"                 $99,700","                      $0","1 yr 0 mth "
"Gaidhu, Mandeep","York University (Toronto, Ontario)",Canada Graduate Scholarships - Michael Smith Foreign Study Supplements,200812FSS,Special Cases - Awards Programs,The effects of chronic AMPK activation on morphometric changes in white adipose tissue,"                  $6,000","                      $0","0 yr 1 mth "
"Gamble, John-Michael",University of Alberta,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200810CGD,Doctoral Research Awards - A,Safety and Effectiveness of Insulin Therapy in Patients with Type 2 Diabetes Mellitus,"                $105,000","                      $0","3 yrs 0 mth "
"Gardiner, Phillip F",Direct Payment,Canada Research Chairs - CIHR Funded,200811CRC,Special Cases - Awards Programs,CANADA RESEARCH CHAIRHOLDER / TITULAIRE DE CHAIRE DE RECHERCHE DU CANADA,"              $1,400,000","                      $0","7 yrs 0 mth "
"Garg, Amit",London Health Sciences Centre Res. Inc. (Ont.),Operating Grant: Priority Announcement (IHSPR),200809IHP,"Public, Community & Population Health - A",Canadian Living Kidney Donor Safety Study,"                $100,000","                      $0","1 yr 0 mth "
"Garg, Amit",London Health Sciences Centre Res. Inc. (Ont.),Operating Grant: Maternal and Child Health,200809MCH,Maternal and Child Health: Secondary Analysis of Provincial and National Databases,Risk of hypertensive disorders in pregnancy after living kidney donation,"                 $99,020","                      $0","2 yrs 0 mth "
"Garg, Amit",London Health Sciences Centre Res. Inc. (Ont.),Operating Grant,200809MOP,Cardiovascular System - B: Heart and Circulation,Detection of Acute Kidney Injury after Abdominal Aortic Aneurysm Repair: Role of New Biomarkers,"                $364,929","                      $0","3 yrs 0 mth "
"Garg, Amit",University of Western Ontario,CIHR Clinician Scientist - Phase 2,200809MC2,Clinician Scientist,Canadian Living Kidney Donor Safety Study,"                $180,000","                      $0","3 yrs 0 mth "
