Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months
"Gan, Daniel R","Simon Fraser University (Burnaby, B.C.)",Fellowship - PA - Research & Knowledge Translation on Urban Housing and Health,202012RAT,Health Research Training A - Post-PhD (HTA),Healthy IDEAS+: A Modified Effectiveness-Implementation Trial to Improve Cognition in Community Housing,"                 $45,000","                      $0","2 yrs 0 mth "
"Gantt, Soren M",University of British Columbia,Op Grant: COVID-19 Rapid Research FO - Social Policy and Public Health Responses,202005VR5,COVID-19 Rapid Research - Social Policy and Public Health Responses,Household transmission of SARS-CoV-2 in a well-characterized African cohort,"                      $0","                      $0","1 yr 0 mth "
"Garceau, Camille",University of Ottawa,Doctoral Research Award: Canada Graduate Scholarships,202011FBD,Doctoral Research Awards - B,Effect of a professional development intervention on psychotherapists' skill in increasing reflective functioning in patients during psychotherapy sessions: A randomized controlled trial,"                $105,000","                      $0","3 yrs 0 mth "
"Garneau, Alexandre",Direct Payment,CIHR Fellowship,202012MFE,Fellowships - Post-PhD,Tackling overgrowth syndromes through precision medicine based on the molecular mechanisms at play,"                $150,000","                      $0","3 yrs 0 mth "
"Garneau, Charles-Antoine",Universit&eacute; Laval,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Impacts vasculaires des inhibiteurs de point de contrôle immunitaire,"                 $17,500","                      $0","1 yr 0 mth "
"Garrett-Petts, Will",Direct Payment,Chair: Equity Diversity and Inclusion Stipend,202005EDI,Special Cases - Awards Programs,EDI Stipend,"                 $19,500","                      $0","1 yr 0 mth "
"Garton, Michael J",University of Toronto,Project Grant,202003PJT,Pharmaceutical Sciences,A strategy for expanding cell capabilities to sense their environment,"                $761,176","                      $0","5 yrs 0 mth "
"Gasparyan, Lilit",Universit&eacute; de Montr&eacute;al,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,"Density of hydraulic fracturing wells and concentrations of trace elements in urine, hair, nail and drinking water samples from pregnant women living in Northeastern British Columbia","                 $17,500","                      $0","1 yr 0 mth "
"Gates, Catherine J",Direct Payment,Chair: Equity Diversity and Inclusion Stipend,202005EDI,Special Cases - Awards Programs,EDI Stipend,"                 $19,500","                      $0","1 yr 0 mth "
"Gatignol, Anne",CIUSSS de Centre-Ouest-de-l'Ile-de-Montr&eacute;al-Jewish General,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Therapeutics,202005VR3,COVID-19 Rapid Research - Therapeutics,Development of small interfering RNAs (siRNAs) for the treatment of Severe Acute Respiratory Syndrome-Coronavirus-2 (SARS-CoV-2),"                $360,377","                      $0","1 yr 0 mth "
"Gatti, Dominique M",University of Victoria (British Columbia),Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Investigating the role of Eosinophils in the Thymus during Neonatal Development,"                 $17,500","                      $0","1 yr 0 mth "
"Gaudet, Julie",Universit&eacute; de Moncton (New Brunswick),Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Is self-appraisal of one's balance performance ability an overlooked factor in fall prevention?,"                 $17,500","                      $0","1 yr 0 mth "
"Gault, Siann","Wilfrid Laurier University (Waterloo, Ontario)",Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Associations Between Supported Housing and Health Outcomes of Adults with Fetal Alcohol Spectrum Disorder in Canada,"                 $17,500","                      $0","1 yr 0 mth "
"Gauthier, Nicholas",University of British Columbia,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Assessing the feasibility of nanopore clinical metagenomics in the context of the Coronavirus disease (COVID-19) pandemic,"                 $17,500","                      $0","1 yr 0 mth "
"Gazendam, Aaron M",McMaster University,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Non-Opioid Prescriptions after Arthroscopic Surgery in Canada (NO PAin): A Randomized Controlled Trial,"                 $17,500","                      $0","1 yr 0 mth "
"Gazor, Niousha",McMaster University,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Elucidating Interactions Between Emotion Processing and Cognitive Control in Depression,"                 $17,500","                      $0","1 yr 0 mth "
"Geary, Janis D",Direct Payment,CIHR Fellowship,202012MFE,Health Research Training A - Post-PhD (HTA),Evidence-based policy to help increase data sharing and improve hereditary cancer risk assessment,"                $150,000","                      $0","3 yrs 0 mth "
"Geissah, Salma",University of Toronto,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Exploring the role of Striated-muscle Preferentially Expressed Kinase (SPEG) in Zebrafish,"                 $17,500","                      $0","1 yr 0 mth "
"Genereux, Mélissa",Universit&eacute; de Sherbrooke,Operating Grant: COVID-19 - Public health response and its impact,202002OV7,Canadian 2019 Novel Coronavirus (2019-nCoV) Rapid Research,The role of communication strategies and media discourse in shaping psychological and behavioral response to the COVID-19 outbreak: a comparative analysis between Canada and two Asian countries/regions,"                $499,950","                      $0","2 yrs 0 mth "
"Gershon, Andrea S; de Lara, Eyal; Wu, Robert","Sunnybrook Research Institute (Toronto, Ontario)",Op Gr: COVID-19 Rapid Research FO - Clinical Mgmt/Health System Interventions,202005VR4,COVID-19 Rapid Research - Clinical Management & Health System Interventions,CovidFree@Home:  Development and validation of a multivariable prediction model of deterioration in patients diagnosed with COVID-19 who are managing at home,"                $524,012","                      $0","1 yr 0 mth "
"Gesink, Dionne",University of Toronto,Operating Grant: COVID-19 - Project Grant,202011MM1,Special Cases,Sexual Health and STI Prevention For Men Who Have Sex with Men (MSM) In Suburban Cities,"                $393,975","                      $0","3 yrs 0 mth "
"Ghali, William A",Direct Payment,Chair: Equity Diversity and Inclusion Stipend,202005EDI,Special Cases - Awards Programs,EDI Stipend,"                 $19,500","                      $0","1 yr 0 mth "
"Gharibeh, Lara",Ottawa Heart Institute Research Corporation (Ontario),CIHR Fellowship,202012MFE,Fellowships - Post-PhD,18F-NaF PET-CT Imaging and Blood Biomarker Analysis as Tools to Predict Patients at Risk of Developing Severe Aortic Valve Calcification,"                 $90,000","                      $0","2 yrs 0 mth "
"Ghasemi, Farhad",University of Western Ontario,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,The genetic landscape of early-stage breast cancers with lymph node involvement,"                 $17,500","                      $0","1 yr 0 mth "
"Ghasemlou, Nader","Queen's University (Kingston, Ontario)",Project Grant,202003PJT,Systems & Circuits Neurosciences - A,Neuro-immune control of postoperative pain via CCL22:CCR4 signaling,"                $937,126","                      $0","5 yrs 0 mth "
"Gheller, Brandon J",Direct Payment,CIHR Fellowship,202012MFE,Fellowships - Post-PhD,Identifying and leveraging metabolic vulnerabilities to treat clonal hematopoiesis,"                $150,000","                      $0","3 yrs 0 mth "
"Ghert, Michelle A",McMaster University,Project Grant - PA: Cancer Research - Cancer Prevention,202010PXX,Randomized Controlled Trials 2,Surveillance AFter Extremity Tumor surgerY (SAFETY) International Randomized Controlled Trial,"                $100,000","                      $0","1 yr 0 mth "
"Ghorbanigazar, Samira",University of Calgary,CIHR Fellowship,202012MFE,Fellowships - Post-PhD,A novel inhibitor of remyelination in multiple sclerosis: fibulin-2,"                $135,000","                      $0","3 yrs 0 mth "
"Ghosh-Swaby, Olivia R",University of Western Ontario,Doctoral: Vanier Canada Graduate Scholarships,202011CGV,Vanier Canada Graduate Scholarships CIHR,Exercise and anti-diabetic drugs to restore brain function in obesity,"                $150,000","                      $0","3 yrs 0 mth "
"Ghosh-Swaby, Olivia R",University of Western Ontario,Doctoral Research Award: Canada Graduate Scholarships,202011FBD,Doctoral Research Awards - A,"Exercise and anti-diabetic drugs to restore neural stem cells, memory and mood in obesity","                $105,000","                      $0","3 yrs 0 mth "
"Gifford, Wendy A; Muckle, Wendy L; Almost, Joan; Phillips, J. Craig",University of Ottawa,Op Gr: COVID-19 MH/SU - Developing Innovative Adaptations of Services/Delivery,202007MS2,COVID-19 Mental Health & Substance Use Service Needs and Delivery,Adapting a holistic program to support the mental health and wellness of front line workers providing care to homeless and street communities,"                $197,250","                      $0","1 yr 0 mth "
"Gifford, Wendy A; Dick, Peggy F; Coburn, Veldon; Phillips, J. Craig",University of Ottawa,Indigenous COVID-19 Rapid Research Funding Opportunity - Evaluation/Assessment,202012ID2,Indigenous COVID-19 Rapid Research Funding Opportunity,Developing wise practices for a culturally safe rapid public health response to COVID-19 with Pikwàkanagàn First Nation,"                $200,000","                      $0","1 yr 0 mth "
"Giguère, Katia",Universit&eacute; de Montr&eacute;al,Fellowship - Priority Announcement - HIV/AIDS and/or STBBI,202012HIV,Fellowships - Post-PhD,Evaluation of the predictive power of vascular elastography for screening of cardiovascular diseases among people living with HIV,"                $135,000","                      $0","3 yrs 0 mth "
"Gilboa, Asaf; Ryan, Jennifer D",Baycrest Centre for Geriatric Care (Toronto),Project Grant,202010PJT,Biological and Clinical Aspects of Aging,Neuromechanistic influences of prior knowledge (PK) on memory in the aging brain,"                $485,775","                      $0","5 yrs 0 mth "
"Gilchrist, Victoria",University of Ottawa,Canada Graduate Scholarships - Michael Smith Foreign Study Supplements,202006FSS,Special Cases - Awards Programs,"Characterization of novel viral sensitizers that enhance oncolytic herpes simplex-1 virus (HSV1) and vesicular stomatitis virus(VSV) infection in cancer cells through polo-like kinase-1 (PLK1) inhibition","                  $5,875","                      $0","0 yr 3 mths "
"Gilch, Sabine",University of Calgary,Project Grant,202003PJT,Cell Biology - Disease,Targeting brain cholesterol homeostasis to counteract prion diseases,"                $745,876","                      $0","5 yrs 0 mth "
"Giles, Joshua W; Yi, Kwang Moo; Zhang, Xuekui",University of Victoria (British Columbia),Project Grant,202003PJT,Biomedical Engineering,Developing a Patient-Specific Surgical Decision-Assistance Tool to Improve Reverse Shoulder Replacement Outcomes,"                $378,676","                      $0","5 yrs 0 mth "
"Gillespie, Zoe E",University of Toronto,CIHR Fellowship,202012MFE,Fellowships - Post-PhD,Uncovering the transcriptional regulatory networks that control uterine contraction to identify novel therapeutic targets in preventing pre-term birth,"                $135,000","                      $0","3 yrs 0 mth "
"Gilliland, Jason A; Coen, Stephanie",University of Western Ontario,Catalyst Grant: Health Effects of Vaping,202006HEV,Catalyst Grant : Health Effects of Vaping,Teens talk vaping: A qualitative integrated knowledge translation study to co-produce vaping research and educational tools with teens,"                $100,000","                      $0","1 yr 0 mth "
"Gillis, Joseph R; Ahmed, Syed Ishtiaque; Goldstein, Abby; Kteily-Hawa, Roula N; Logie, Carmen; Xu, Ying",University of Toronto,"Operating Grant: COVID-19 - Social dynamics, communication and trust",202002OV6,Canadian 2019 Novel Coronavirus (2019-nCoV) Rapid Research,"Responding to the Stigma, Fear, Discrimination, and Misinformation Related to the COVID-19 Disease Outbreak: A Novel Analyses and Intervention for a Novel Coronavirus.","                $467,844","                      $0","2 yrs 0 mth "
"Gill, Ivan S",University of British Columbia,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Integrated time-series visualization tool to facilitate AMR surveillance and outbreak investigations,"                 $17,500","                      $0","1 yr 0 mth "
"Gilmore, Kevin J",University of Toronto,CIHR Fellowship,202012MFE,Fellowships - Post-PhD,Therapies to Promote Neuroplasticity in Disease,"                $135,000","                      $0","3 yrs 0 mth "
"Gilron, Ian","Queen's University (Kingston, Ontario)",Project Grant - PA: Musculoskeletal Health and Arthritis - Pain,202010PYY,Randomized Controlled Trials 2,The PRECISE trial - Pain RElief Combination Intervention StragEgies,"                $100,000","                      $0","1 yr 0 mth "
"Ginn, Carla S",University of Calgary,Project Grant - PA: Patient-Oriented Research: Early-Career Investigator,202010PJM,Indigenous Health Research,"Connection to identity/ancestry, community, land, and spirituality: Exploring individual, family, and community wellbeing within the Métis Nation of Alberta (MNA)-Region 3","                $100,000","                      $0","1 yr 0 mth "
"Giraldeau, Luc-Alain",Direct Payment,Chair: Equity Diversity and Inclusion Stipend,202005EDI,Special Cases - Awards Programs,EDI Stipend,"                 $19,500","                      $0","1 yr 0 mth "
"Girardin, Stephen E",University of Toronto,Project Grant,202003PJT,Immunology & Transplantation,The impact of early-life enteric infection on the development of Crohn's disease,"                $799,426","                      $0","5 yrs 0 mth "
"Girardin, Stephen E",Direct Payment,Canada Research Chairs - CIHR Funded,202004T1C,Special Cases - Awards Programs,Canada Research Chairs - Tier 1,"              $1,400,000","                      $0","7 yrs 0 mth "
"Girard, Sylvie","Centre hospitalier universitaire Sainte-Justine (Montr&eacute;al, Qu&eacute;bec)",Project Grant,202003PJT,"Clinical Investigation - A: Reproduction, Maternal, Child and Youth Health 2",Maternal immune cells mediated endothelial activation in preeclampsia,"                $818,550","                      $0","5 yrs 0 mth "
"Girgulis, Jane",Dalhousie University (Nova Scotia),Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Exploring the Neural Correlates of Reward versus Relief Craving for Cannabis Use in Regular Cannabis Users with Lifetime Trauma,"                 $17,500","                      $0","1 yr 0 mth "
"Girouard, Hélène",Universit&eacute; de Montr&eacute;al,Team Grant: Transnational Cardiovascular Research Projects,202005TCR,Special Cases,ENdothelial Retinal function as Indicator for vascular Cognitive Health  Project acronym: ENRICH,"                $299,005","                      $0","3 yrs 0 mth "
"Girouard, Hélène",Universit&eacute; de Montr&eacute;al,Project Grant,202010PJT,Cardiovascular System - C: Vascular System,Immune cells and neurovascular coupling in Alzheimer's disease,"                $745,875","                      $0","5 yrs 0 mth "
"Girouard, Hélène",Universit&eacute; de Montr&eacute;al,Project Grant - PA: Sex and Gender in Health Research (Bridge funding),202010PJX,"Gender, Sex & Health",Sexual dimorphism and menopause in the interaction between immune cells and neurovascular coupling,"                $100,000","                      $0","1 yr 0 mth "
"Giroux, Marianne",Universit&eacute; Laval,Doctoral Research Award: Canada Graduate Scholarships,202011FBD,Doctoral Research Awards - B,Définition et validation d'indicateurs de qualité de soins pour les personnes âgées victimes de traumatisme hospitalisées en soins aigus.,"                $105,000","                      $0","3 yrs 0 mth "
"Gleave, Martin E; Lack, Nathan A",University of British Columbia,Project Grant,202003PJT,Cancer Biology & Therapeutics 2,Identification of HOXB13 inhibitors to treat castrate-resistant prostate cancer,"                $413,100","                      $0","3 yrs 0 mth "
"Glenn, Andrea",Direct Payment,CIHR Fellowship,202012MFE,Allied Health Professionals - Fellowships,Adherence to the Portfolio Diet and cardiometabolic disease risk in 3 large U.S. cohorts: A transformative approach using metabolomics and mendelian randomization,"                $180,000","                      $0","3 yrs 0 mth "
"Glover, J. N. Mark",Direct Payment,Canada Research Chairs - CIHR Funded,202004T1C,Special Cases - Awards Programs,Canada Research Chairs - Tier 1,"              $1,400,000","                      $0","7 yrs 0 mth "
"Gobbi, Gabriella",McGill University,Project Grant,202003PJT,Behavioural Sciences - B: Clinical Behavioural Sciences,Lysergic acid diethylamide (LSD) and social behavior. A translational study.,"                $784,126","                      $0","5 yrs 0 mth "
"Godbout, Natacha; Paradis, Alison",Universit&eacute; du Qu&eacute;bec &agrave; Montr&eacute;al,Project Grant,202003PJT,"Psychosocial, Sociocultural & Behavioural Determinants of Health",A longitudinal dyadic investigation of the role of interpersonal trauma and couple relationships on parents' mental health and child adjustment,"                $625,770","                      $0","5 yrs 0 mth "
"Godbout-Parent, Marimée",Universit&eacute; du Qu&eacute;bec en Abitibi-T&eacute;miscamingue,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,"Associations entre le sexe, le genre et l'usage de traitements physiques et psychologiques chez les personnes vivant avec de la douleur chronique","                 $17,500","                      $0","1 yr 0 mth "
"Godin, Arnaud",Direct Payment,Doctoral Research Award - Priority Announcement - HIV/AIDS and/or STBBI,202010DF1,Doctoral Research Awards - B,Incorporating HIV testing and recent infection data in incidence trends estimation in sub-Saharan Africa: bridging modelling frameworks for better public health policy,"                $105,000","                      $0","3 yrs 0 mth "
"Goel, Vivek",Direct Payment,Chair: Equity Diversity and Inclusion Stipend,202005EDI,Special Cases - Awards Programs,EDI Stipend,"                 $19,500","                      $0","1 yr 0 mth "
"Gogna, Priyanka","Queen's University (Kingston, Ontario)",Canada Graduate Scholarships - Michael Smith Foreign Study Supplements,202006FSS,Special Cases - Awards Programs,The effects of oudoor air pollution on pregnancy complications,"                  $6,000","                      $0","0 yr 4 mths "
"Goldbloom, Michael",Direct Payment,Chair: Equity Diversity and Inclusion Stipend,202005EDI,Special Cases - Awards Programs,EDI Stipend,"                 $19,500","                      $0","1 yr 0 mth "
"Goldfield, Gary S; Davis, Christopher G",Children's Hospital of Eastern Ontario Research Institute Inc,Project Grant,202010PJT,"Psychosocial, Sociocultural & Behavioural Determinants of Health 2",Effects of Reducing Social Media Use on Emotional Distress in Youth,"                $340,424","                      $0","4 yrs 0 mth "
"Goltz, Jamie",University of Guelph,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,How are Canadians exposed to Extended-Spectrum Beta-Lactamase-Producing Enterobacteriaceae?,"                 $17,500","                      $0","1 yr 0 mth "
"Gomes, Tara; deGonzague, Bernadette",Unity Health Toronto,Project Grant,202004PJT,Indigenous Health Research,Understanding Opioid Use and Harms among First Nations People in Ontario: Integrating Administrative Data with Guidance from Communities,"                $100,000","                      $0","1 yr 0 mth "
"Gomes, Tara; deGonzague, Bernadette",Unity Health Toronto,Project Grant,202010PJT,Indigenous Health Research,Understanding Opioid Use and Harms among First Nations People in Ontario: Integrating Administrative Data with Guidance from Communities,"              $1,158,976","                      $0","4 yrs 0 mth "
"Goncin, Una",University of Saskatchewan,Doctoral Research Award: Canada Graduate Scholarships,202011FBD,Doctoral Research Awards - A,Development of imaging tools for simultaneous PET-MRI imaging of acute inflammation and fibrosis associated with inflammatory bowel disease,"                $105,000","                      $0","3 yrs 0 mth "
"Gong, Kirsten K","Concordia University (Montreal, Quebec)",Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Altered emotional regulation in chronic primary insomnia: Neural correlates and responses to cognitive-behavioural therapy for insomnia,"                 $17,500","                      $0","1 yr 0 mth "
"Gong, Ling Xi",University of Toronto,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Molecular Characterization of Premalignant Lesions in Pancreatic Cancer,"                 $17,500","                      $0","1 yr 0 mth "
"Gonska, Tanja",Hospital for Sick Children (Toronto),Project Grant,202010PJT,Respiratory System,Evaluating CFTR-function and response to new CFTR modulator drugs in non-cystic fibrosis patients with CFTR-related lung disease,"                $779,535","                      $0","5 yrs 0 mth "
"Goodarzi, Aaron",University of Calgary,Project Grant,202003PJT,Cancer Biology & Therapeutics,"High-Throughput Analysis of Low Dose, Repetitive Alpha Particle Irradiation as a source of Radon-Induced Lung Cancer","                $940,950","                      $0","5 yrs 0 mth "
"Goodarzi, Aaron",University of Calgary,Operating Grant: Sparks Grant - General Pool,202010SGG,Special Cases,"Using novel bio-dosimetry to measure personalized, lifetime radon gas exposure and transform the prevention and early detection of lung cancer","                 $75,000","                      $0","1 yr 0 mth "
"Goodarzi, Zahra S; Holroyd-Leduc, Jayna M; Watt, Jennifer A",University of Calgary,Operating Grant: Knowledge Synthesis: COVID-19 in Mental Health & Substance Use,202005CMS,Mental Health and Substance Use Responses to COVID-19,Depression In community Residing Elders (DIRE): A Rapid Review and Network Meta-Analysis of Depression Telemedicine Treatments for Older Adults Living in the Community.,"                 $50,000","                      $0","0 yr 6 mths "
"Goodarzi, Zahra S; Hoben, Matthias; Seitz, Dallas P; Virk, Navjot",University of Calgary,Project Grant,202010PJT,Knowledge Translation Research,COPE LTC Study: Care pathway for Older Persons with dEpressive disorders in Long Term Care,"                $240,976","                      $0","2 yrs 8 mths "
"Goodarzi, Zahra S; Virk, Navjot",University of Calgary,Operating Grant: Strengthening Pandemic Preparedness in Long-Term Care(COVID-19),202009SPP,Special Cases,Implementation of Pathway for Goals of  Care and End of Life Management in L,"                $147,875","                      $0","1 yr 0 mth "
"Goodman, Carly V","York University (Toronto, Ontario)",Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Association between prenatal fluoride exposure and adverse birth outcomes in a prospective birth cohort,"                 $17,500","                      $0","1 yr 0 mth "
"Goodyear, Trevor H",University of British Columbia,Doctoral Research Award: Canada Graduate Scholarships,202011FBD,Doctoral Research Awards - B,Out on the street: A critical ethnography with homeless 2SLGBTQ+ youth who use drugs,"                $105,000","                      $0","3 yrs 0 mth "
"Gopal, Aparna",University of British Columbia,Doctoral Research Award: Canada Graduate Scholarships,202011FBD,Doctoral Research Awards - A,Understanding the mechanisms of primary 5-Azacytidine resistance in the treatment of MDS,"                $105,000","                      $0","3 yrs 0 mth "
"Gordon, Grant R",University of Calgary,Project Grant,202003PJT,Molecular & Cellular Neurosciences - B,Bioenergetic control of plasticity by astrocytes in stress,"                $883,576","                      $0","5 yrs 0 mth "
"Gosselin, David",Universit&eacute; Laval,Project Grant,202010PJT,Genomics: Systems and computational biology,Delineation of the epigenomic principles underlying microglial transcriptional and cellular activity in demyelinating brain disorders.,"                $883,575","                      $0","5 yrs 0 mth "
"Gotlib Conn, Lesley; Haas, Barbara","Sunnybrook Research Institute (Toronto, Ontario)",Project Grant,202003PJT,"Humanities, Social Sciences, Law & Ethics in Health",Examining the long-term illness experiences of injured older adults to select patient-driven outcome measures in geriatric trauma,"                $195,076","                      $0","3 yrs 0 mth "
"Götte, Matthias",University of Alberta,Operating Grant: COVID-19 - Therapeutics,202002OV3,Canadian 2019 Novel Coronavirus (2019-nCoV) Rapid Research,Development and Evaluation of SARS-CoV-2 RNA Polymerase Inhibitors,"                $675,000","                      $0","2 yrs 0 mth "
"Gottschall-Pass, Katherine T",Direct Payment,Chair: Equity Diversity and Inclusion Stipend,202005EDI,Special Cases - Awards Programs,EDI Stipend,"                 $19,500","                      $0","1 yr 0 mth "
"Goubran, Rafik A",Direct Payment,Chair: Equity Diversity and Inclusion Stipend,202005EDI,Special Cases - Awards Programs,EDI Stipend,"                 $19,500","                      $0","1 yr 0 mth "
"Goupil, Remi",CIUSSS du Nord-de-l'Ile-de Montr&eacute;al - H&ocirc;pital Sacr&eacute; Coeur,Project Grant,202003PJT,Clinical Investigation - D: Cardiovascular Systems,Redefining blood pressure: How novel views of the arterial tree can lead to better cardiovascular risk stratification.,"                $260,100","                      $0","3 yrs 0 mth "
"Goyal, Mayank; Hill, Michael D; Menon, Bijoy K",University of Calgary,Project Grant,202010PJT,Randomized Controlled Trials 2,ESCAPE-MeVO trial (EndovaSCular TreAtment to imProve outcomEs for Medium Vessel Occlusions),"              $1,600,381","                      $0","3 yrs 0 mth "
"Goyal, Shawn",University of Toronto,Doctoral Research Award: Canada Graduate Scholarships,202011FBD,Doctoral Research Awards - A,Intestinal stem cell regulation by the bacterial metabolite ADP-heptose,"                $105,000","                      $0","3 yrs 0 mth "
"Grace, Daniel; Jollimore, Jody; Cox, John J; Hart, Trevor A; Lachowsky, Nathan J; Lambert, Gilles; Moore, David M",University of Toronto,Op Grant: COVID-19 Rapid Research FO - Social Policy and Public Health Responses,202005VR5,COVID-19 Rapid Research - Social Policy and Public Health Responses,"Engage-COVID-19: A mixed methods study of biomedical, behavioural, and psychosocial aspects of the COVID-19 pandemic among gay, bisexual, and other men who have sex with men in Canada","                $581,276","                      $0","1 yr 0 mth "
"Graff, Ann-Barbara",Direct Payment,Chair: Equity Diversity and Inclusion Stipend,202005EDI,Special Cases - Awards Programs,EDI Stipend,"                 $19,500","                      $0","1 yr 0 mth "
"Graham, Charles H; Siemens, Robert","Queen's University (Kingston, Ontario)",Project Grant,202003PJT,Cancer Biology & Therapeutics,Role of trained immunity in the response to BCG immunotherapy of bladder cancer,"              $1,086,300","                      $0","5 yrs 0 mth "
"Graham-Paquin, Adda Lee",McGill University,Doctoral Research Award: Canada Graduate Scholarships,202011FBD,Doctoral Research Awards - A,Apoptotic cell signaling regulates tissue morphogenesis and cancer progression,"                $105,000","                      $0","3 yrs 0 mth "
"Grandjean Lapierre, Simon",Centre hospitalier de l'Universit&eacute; de Montr&eacute;al (CHUM),Project Grant,202010PJT,"Public, Community & Population Health 2",Tuberculosis Whole Genome Sequencing for Disease Control in Madagascar - A Cluster Randomized Controlled Trial to Evaluate Different Community-Level Strategies to Reduce the Burden of Disease,"                $761,176","                      $0","4 yrs 0 mth "
"Grantham, Stephanie R",Dalhousie University (Nova Scotia),Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Identifying NK cell subset best suited for targeting of high grade serous ovarian cancer,"                 $17,500","                      $0","1 yr 0 mth "
"Grant, Michael D",Memorial University of Newfoundland,Operating Grant: COVID-19 Rapid Research Funding Opportunity - Vaccines,202005VR1,COVID-19 Rapid Research - Vaccines,Characterization of Cellular and Humoral Immunity Against SARS-CoV-2,"                      $0","                      $0","1 yr 0 mth "
"Gravel-Chouinard, Alice",Universit&eacute; de Montr&eacute;al,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Rythmes thêta dans l’hippocampe ventral : rôles dans le comportement émotionnel et modulation par la sérotonine,"                 $17,500","                      $0","1 yr 0 mth "
"Gravel, Simon",McGill University,Project Grant,202003PJT,Genetics,Quantitative approaches to increase the power and equity of genetic research,"                $378,675","                      $0","4 yrs 0 mth "
"Greaves, Lorraine J; Poole, Nancy","Centre of Excellence for Women's Health (Vancouver, BC)",Operating Grant: Knowledge Synthesis: COVID-19 in Mental Health & Substance Use,202005CMS,Mental Health and Substance Use Responses to COVID-19,Substance use among women in the context of the corollary pandemics of COVID-19 and Intimate Partner Violence (IPV),"                 $49,873","                      $0","0 yr 6 mths "
"Greaves, Lorraine J; Poole, Nancy","Centre of Excellence for Women's Health (Vancouver, BC)",Catalyst Grant: Health Effects of Vaping,202006HEV,Catalyst Grant : Health Effects of Vaping,Cannabis and nicotine vaping during pregnancy and postpartum,"                 $99,281","                      $0","1 yr 0 mth "
"Green, Michael E; Gilron, Ian","Queen's University (Kingston, Ontario)",Project Grant,202010PJT,Health Services Evaluation & Interventions Research,Development of a validated method to identify patients with chronic pain in electronic medical records and administrative health data to advance clinical research and patient care,"                $673,200","                      $0","4 yrs 0 mth "
"Green, Miranda",McMaster University,Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Deciphering the Role of Microbiome-Immune Interactions in Host Neurobiology and Behaviour,"                 $17,500","                      $0","1 yr 0 mth "
"Greenwald, Zoë",University of Toronto,Doctoral Research Award: Canada Graduate Scholarships,202011FBD,Doctoral Research Awards - B,Measuring uptake and effectiveness of direct-acting antiviral treatment for hepatitis C among key populations in Ontario: a population-based retrospective cohort study,"                $105,000","                      $0","3 yrs 0 mth "
"Greenwell, Amanda A",University of Alberta,Doctoral Research Award: Canada Graduate Scholarships,202011FBD,Doctoral Research Awards - A,"Evaluation of the Cardiac Effects of Pimozide, a Novel Glucose-Lowering Agent for Type 2 Diabetes","                $105,000","                      $0","3 yrs 0 mth "
"Greenwell, Amanda A",University of Alberta,Doctoral: Vanier Canada Graduate Scholarships,202011CGV,Vanier Canada Graduate Scholarships CIHR,Evaluation of the Cardiovascular Actions of Succinyl CoA:3-Ketoacid CoA Transferase Inhibition in Type 2 Diabetes,"                $150,000","                      $0","3 yrs 0 mth "
"Gregory, Madeline A",University of Victoria (British Columbia),Master's Award: Canada Graduate Scholarships,202012GSM,Special Cases - Awards Programs,Risk Factors for Progression of Mild Cognitive Impairment,"                 $17,500","                      $0","1 yr 0 mth "
"Grennan, Jonathan (Troy); Burchell, Ann N; Hull, Mark W; Tan, Darrell H",University of British Columbia,Project Grant,202003PJT,Randomized Controlled Trials,"A randomized trial of doxycycline chemoprophylaxis for the prevention of sexually transmitted infections in gay, bisexual and other men who have sex with men (gbMSM)","                $918,000","                      $0","4 yrs 0 mth "
