"","Funding_Agency","Project_Title","Investigator_Name","Institution_Name","Address1","Cost","Duration","Year","Funding_Agency_Short","Cost_Units","Duration_Units","ProjectID"
"113","Ministry of Water Resources","Standardization of design parameters of stepped cascade aeration system","G. Dhinakaran","SASTRA University","School of Civil Engineering",1173000,24,"2009-10","MOWR","Indian Rupees","Months","MOWR_2009-10_9"
"114","Ministry of Water Resources","Erosion of clay-sand-silt gravel mixture","U.C. Kothyari","Indian Institute of Technology (Roorkee )","Department of Civil Engineering",3111000,36,"2010-11","MOWR","Indian Rupees","Months","MOWR_2010-11_1"
"115","Ministry of Water Resources","Flood inundation zoning for different return periods in Mahanadi River basin","C. Chatterjee","Indian Institute of Technology (Kharagpur)","Department of Agricultural & Food Engineering",3355200,36,"2010-11","MOWR","Indian Rupees","Months","MOWR_2010-11_2"
"116","Ministry of Water Resources","Hydrologic impact of global & local changes in a metro city","S. Ghosh","Indian Institute of Technology (Bombay)","Powai",2105000,36,"2010-11","MOWR","Indian Rupees","Months","MOWR_2010-11_3"
"117","Ministry of Water Resources","Development of a space enabled drought management support system for the five drought prone districts in Kerala state, in the wake of the global climate change & the projected impacts","M.R. Venugopal","Centre for Water Resources Development & Management"," ",2896000,36,"2010-11","MOWR","Indian Rupees","Months","MOWR_2010-11_4"
"118","Ministry of Water Resources","Vulnerability assessment & ground water management studies in aquifers of Pondicherry","S. Chidambaram","Annamalai University","Department of Earth Sciences",2087000,36,"2010-11","MOWR","Indian Rupees","Months","MOWR_2010-11_5"
"119","Ministry of Water Resources","Hydro-geo-chemical impacts of Shrimp farming on coastal watershed","P.N. Rekha","Central Institute of Brackishwater Aquaculture","75, Santhome High Road, R.A. Puram",3215000,36,"2010-11","MOWR","Indian Rupees","Months","MOWR_2010-11_6"
"120","Ministry of Water Resources","Development of nanofiltration membrane technology for drinking water purification & water reclamation for industrial use","P. Ray","Central Salt & Marine Chemicals Research Institute"," ",2183000,36,"2010-11","MOWR","Indian Rupees","Months","MOWR_2010-11_7"
"121","Ministry of Water Resources","Water laws in India - an assessment & way forward","K. Prasad","Institute for Resource Management & Economic Development","2-B, Institutional Area, Karkardooma",1670000,17,"2010-11","MOWR","Indian Rupees","Months","MOWR_2010-11_8"
"122","Ministry of Water Resources","Standardization of drip irrigation & fertigation schedules with & without mulch in fruit crops (Apple & Apricot) of Himalayan region","J.N. Raina","Dr. Y.S. Parmar University of Horticulture & Forestry","Department of Science & Water Management",1612000,36,"2010-11","MOWR","Indian Rupees","Months","MOWR_2010-11_9"
"123","Ministry of Water Resources","Experimental study of jack jetty & porcupine system of river training","N. Sharma","Indian Institute of Technology (Roorkee )","Department of  Water Resource Development & Management",2935000,24,"2010-11","MOWR","Indian Rupees","Months","MOWR_2010-11_10"
"124","Ministry of Water Resources","Development of a GIS based decision support system for irrigation system management","N.S. Raghuwanshi","Indian Institute of Technology (Kharagpur)","Department of Agricultural & Food Engineering",4248000,3,"2011-12","MOWR","Indian Rupees","Months","MOWR_2011-12_1"
"125","Ministry of Water Resources","Development of an indigenous automated micro irrigation system","N. Patel","Indian Agricultural Research Institute","Water Technology Centre",1793000,3,"2011-12","MOWR","Indian Rupees","Months","MOWR_2011-12_2"
"126","Ministry of Water Resources","Efficiency study of damodar left bank irrigation system & Strategies for Integrated Command Area Water Management","A. Dhar","Indian Institute of Technology (Kharagpur)","Department of Civil Engineering",4696000,3,"2011-12","MOWR","Indian Rupees","Months","MOWR_2011-12_3"
"127","Ministry of Water Resources","Estimation of aquifer potential in Jharia coal mining region with suitable techniques to improve the recharge","P.K. Singh","Indian School of Mines","Department of Environment Science & Engineering",2855000,2,"2011-12","MOWR","Indian Rupees","Months","MOWR_2011-12_4"
"128","Ministry of Water Resources","Experimental verification of SCS runoff curve numbers for selected soils & land uses","S.K. Mishra","Indian Institute of Technology (Roorkee )","Department of Water Resources Development & Management",4416000,3,"2011-12","MOWR","Indian Rupees","Months","MOWR_2011-12_5"
"129","Ministry of Water Resources","History of Neelam Sanjeeva Reddy Sagar dam/project","K.V. Subbarao","Water & Land Management Training & Research Institute","Rajinder Nagar, Ranga Reddy District",1173000,1,"2011-12","MOWR","Indian Rupees","Months","MOWR_2011-12_6"
"130","Ministry of Water Resources","Hydrological response of a river basin in changing climate","A. Pandey","Indian Institute of Technology (Roorkee )","Department of Water Resources Development & Management",3066000,3,"2011-12","MOWR","Indian Rupees","Months","MOWR_2011-12_7"
"131","Ministry of Water Resources","Investigations on System of Rice Intensification (SRI) for water saving & yield optimization in irrigated ecosystem","R.M. Kumar","Directorate of Rice Research","Rajendra Nagar",4976000,3,"2011-12","MOWR","Indian Rupees","Months","MOWR_2011-12_8"
"132","Ministry of Water Resources","Rengali Dam Project-""A boon for Orissa""","B. Panda","Water & Land Management Institute","At: Pratapnagari, P.O. Telangapentha",821000,2,"2011-12","MOWR","Indian Rupees","Months","MOWR_2011-12_9"
"133","Ministry of Water Resources","Vulnerability assessment of North East India to climate change using spatial & temporal meteorological trends","A. Bandyopadhya","North Eastern Regional Institute of Science & Technology","Department of Agricultural Engineering",3072000,3,"2011-12","MOWR","Indian Rupees","Months","MOWR_2011-12_10"
"134","Ministry of Water Resources","Water use efficiency studies of mangalam irrigation project","B. Mathew","Centre for Water Resources Development & Management"," ",1541000,2,"2011-12","MOWR","Indian Rupees","Months","MOWR_2011-12_11"
"135","Ministry of Water Resources","Chair on water sector conflicts & governance for policy research","S. Chokkakula","Centre for Policy Research","Dharma Marg, Chanakyapuri",16479600,36,"2017-18","MOWR","Indian Rupees","Months","MOWR_2017-18_1"
"136","Ministry of Water Resources","Action research on IWRM plan for Water security in identified villages of Western UP","V.C. Goyal","National Institute of Hydrology","Research Management & Outreach Division",83000000,36,"2018-19","MOWR","Indian Rupees","Months","MOWR_2018-19_1"
