"","Funding_Agency","Project_Title","Investigator_Name","Institution_Name","Address1","Cost","Duration","Year","Funding_Agency_Short","Cost_Units","Duration_Units","ProjectID"
"122","Department of Coal","Optimization of various parameters of lab scale Coal Winnowing System (Phase II)","D.K. Sakhare","CSIR-Central Institute of Mining & Fuel Research","Nagpur Unit II, 17/C, Telenkhedi Area, Civil Lines",1855000,6,"2015-16","DOC","Indian Rupees","Months","DOC_2015-16_3"
"123","Department of Coal","Possible implications of bioavailable iron in coal mines dust on coal workers' lung disease","S. Pingle","National Institute of Miners' Health","Department of Biochemistry, JNARDOC Campus, Amravati Road, Wadi",9654000,30,"2015-16","DOC","Indian Rupees","Months","DOC_2015-16_4"
"124","Department of Coal","On-line coal dust suppression system for opencast mines","S.R. Valsalam","Centre for Development of Advanced Computing (C-DAC)","Vellayambalam",42104000,30,"2015-16","DOC","Indian Rupees","Months","DOC_2015-16_5"
"125","Department of Coal","Capacity building for extraction of Coal Mine Methane (CMM) resource within CIL command areas","R. Lochan","Central Mine Planning & Design Institute","Coal Bed Methane (CBM) Cell, Gondwana Place, Kanke Road",239279000,36,"2015-16","DOC","Indian Rupees","Months","DOC_2015-16_6"
"126","Department of Coal","Investigation pertaining to geochemical & hydrogeological aspects to stabilize the noncohessive granular soil/sand in the open cast mines adjacnt to the major perenial river","D.N. Singh","Indian Institute of Technology (Bombay)","Department of Civil Engineering, Powai",49503000,30,"2015-16","DOC","Indian Rupees","Months","DOC_2015-16_7"
"127","Department of Coal","Indigenous development of early warming radar system for predicting failures/slope instabilities in open case mines","S.S. Prasadh","Society for Applied Microwave Electronics Engineering & Research","Powai",58558000,36,"2017-18","DOC","Indian Rupees","Months","DOC_2017-18_1"
"128","Department of Coal","Design of water netowrk to opti,ize water consumption in coal washneries for removal of impurities from coal","S. Khanam","Indian Institute of Technology (Roorkee )","Department of Chemical Engineering",2494000,15,"2017-18","DOC","Indian Rupees","Months","DOC_2017-18_2"
"129","Department of Coal","Electronification of ground water control & conveyor systems in mines","M.P. Ambalavanan","Centre for Applied Research & Development","NLC India Limited, Cuddalore",18127000,18,"2017-18","DOC","Indian Rupees","Months","DOC_2017-18_3"
"130","Department of Coal","Design & stability of pillars/arrays of pillars for different mining methods in coal","S.K. Singh","CSIR-Central Institute of Mining & Fuel Research","Barwa Road",56228000,24,"2017-18","DOC","Indian Rupees","Months","DOC_2017-18_4"
"131","Department of Coal","Hybrid PRESRIX process for simultaneous remediation of acid mine drainage ..","S. Sarkar","Indian Institute of Technology (Roorkee )","Department of Civil Engineering",7445000,18,"2017-18","DOC","Indian Rupees","Months","DOC_2017-18_5"
"132","Department of Coal","Reclamation of coal mined land of north eastern coalfields, Assam through soil amendment & revegetation with native","D. Dutta","Indian Council of Forestry Research & Education","Rain Forest Research Institute, Post Box No. 136",8318000,36,"2017-18","DOC","Indian Rupees","Months","DOC_2017-18_6"
"133","Department of Coal","Development & field trial of 500 T capacity SAGES-III for use with continuous miners","U.K. Singh","Indian Institute of Technology (Dhanbad )"," ",39669000,30,"2018-19","DOC","Indian Rupees","Months","DOC_2018-19_1"
