"","Funding_Agency","Project_Title","Investigator_Name","Institution_Name","Address1","Cost","Duration","Year","Funding_Agency_Short","Cost_Units","Duration_Units","ProjectID"
"177","All India Council for Technical Education","Generic E-commerce solutions","S. Bhaskaran","Pondicherry Engineering College","Department of Computer Engineering, Pillaichavadi",400000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_30"
"178","All India Council for Technical Education","Development of a virtual laboratory for the power electronics circuits and systems through computer","A. Muthuramalingam","Pondicherry Engineering College","Department of Electrical Engineering, Pillaichavadi",1000000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_31"
"179","All India Council for Technical Education","Land slide hazard assessment and rehabilitation techniques","K. Paruthi","Anna University","Department of Civil Engineering, Sardar Patel Road, Guindy",800000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_32"
"180","All India Council for Technical Education","Natural Disaster drought forecasting using fuzzy logic","G.R. Kumar","Anna University","Department of Civil Engineering, Sardar Patel Road, Guindy",400000,12,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_33"
"181","All India Council for Technical Education","Metal Matrix composites","R. Karthikeyan","Annamalai University","Department of Mechanical Engineering, Chidambaram",1500000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_34"
"182","All India Council for Technical Education","Virtual reality applications in marketing","G. Balamurugan","Mepco Schlenk Engineering College","Virudhunagar",1250000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_35"
"183","All India Council for Technical Education","Data Monitoring using WAP technology","J. Janet","Sathyabama Engineering College","Department of Computer Engineering, Old Mamallapuram Road, Jeppiaar Nagar",200000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_36"
"184","All India Council for Technical Education","Friction seismic base isolation system for masonry buildings","M. Qamaruddin","Aligarh Muslim University","Department of Civil Engineering",1500000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_37"
"185","All India Council for Technical Education","Genetic algorithm in high speed block data communication systems","F. Ghani","Aligarh Muslim University","Department of Electronics & Communication",500000,30,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_38"
"186","All India Council for Technical Education","Development of extractive fermentation process","R.M. Banik","Banaras Hindu University","Department of Biotechnology",1300000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_39"
"187","All India Council for Technical Education","Protection and rehabilitation of concrete structures","D. Agarwal","Harcourt Butler Technological Institute","Department of Civil Engineering",500000,12,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_40"
"188","All India Council for Technical Education","Development of high performance polymers from cashew nut shell","D. Srivastava","Harcourt Butler Technological Institute","Department of Chemical Engineering",500000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_41"
"189","All India Council for Technical Education","Development of bio-bleach process for manufacturing of ecofriendly","D. Dutt","Roorkee University","Department of Biotechnology",1000000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_42"
"190","All India Council for Technical Education","Development of satellite geothermic technique for earthquake related","A.K. Saraf","Roorkee University","Department of Civil Engineering",1000000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_43"
"191","All India Council for Technical Education","Spectro-electrochemical investigations of metal complexes having applications as futuristic","S.K. Chattopadhyay","Bengal Engineering College","Department of Chemical Engineering, Botanic Garden, Shibpur",850000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_44"
"192","All India Council for Technical Education","Cellular automate based document compression technology","B.K. Sikdar","Bengal Engineering College","Department of Computer Engineering, Botanic Garden, Sibpur",350000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_45"
"193","All India Council for Technical Education","Development of piece wise on line loadflow algorithm and its implementation in distributed","G. Bandyopadhyay","Bengal Engineering College","Department of Electrical Engineering, Botanic Garden, Sibpur",350000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_46"
"194","All India Council for Technical Education","Development of an optical imaging system for measuring body contact","J.K. Chakraborty","Bengal Engineering College","Department of Mechanical Engineering, Botanic Garden, Sibpur",400000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_47"
"195","All India Council for Technical Education","Environmental impact of waste chromium and it's management through biological","B. Chattopadhyay","College of Leather Technology","Department of Chemical Engineering",900000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_48"
"196","All India Council for Technical Education","Development of smart pressure and temperature sensor using porous","H. Saha","Jadavpur University","Department of Electronics & Communication, Raja S.C. Mullick Road, Jadavpur",800000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_49"
"197","All India Council for Technical Education","Development of infrastructure for advanced materials and solar","B. Ghosh","Jadavpur University","Department of Materials, Raja S.C. Mullick Road, Jadavpur",1300000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_50"
"198","All India Council for Technical Education","Development and evaluation of oral mucoadhesive drug delivery systems of theophylline and terbutaline","A.K. Bandyopadhyay","Jadavpur University","Department of Pharmacy, Raja S.C. Mullick Road, Jadavpur",1700000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_51"
"199","All India Council for Technical Education","Position based power efficient data communication in wireless network","G.V. Singh","Jawaharlal Nehru University","Department of Computer Science",1550000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_52"
"200","All India Council for Technical Education","Bioprocess development for gluconic acid production","R.P. Singh","Indian Institute of Technology ( R )","Department of Biotechnology",1200000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_53"
"201","All India Council for Technical Education","Metal-metal composites an innovative way for multiple strengthening","N.B.R.M. Rao","Andhra University","Department of Materials",670000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_54"
"202","All India Council for Technical Education","Analysis of printed slots and slot coupled radiators using MOM","K.V.K. Rao","Chaitanya Bharathi Institute of Technology","Chaitanya Bharathi, Gandhipet",350000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_55"
"203","All India Council for Technical Education","Artificial recharge sites identification in a typical semi-arid terrain of progressively lowering ground water levels","B.V. Rao","Jawaharlal Nehru Technological University","Department of Civil Engineering",700000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_56"
"204","All India Council for Technical Education","Development of decision support system (DSS) for selection of solid waste disposal sites using remote sensing and GIS","M.A. Reddy","Jawaharlal Nehru Technological University","College of Engineering, Anantapur",700000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_57"
"205","All India Council for Technical Education","Design and development of a pipelined asip architecture for satellite","D.V.P. Rao","Jawaharlal Nehru Technological University","Department of Electronics & Engineering",900000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_58"
"206","All India Council for Technical Education","Development of colon specific delivery systems for peptides","V. Venkateswarlu","Kakatiya University","Department of Pharmacy",600000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_59"
"207","All India Council for Technical Education","Oxidation of higher alcohols using polymer supported phase","T. Sankarshana","Osmania University","Department of Chemical Engineering",230000,12,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_60"
"208","All India Council for Technical Education","Low cost jet clariflocculators","N.S. Kumar","Osmania University","Department of Civil Engineering",600000,17,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_61"
"209","All India Council for Technical Education","Segmentation of digital video sequence using neural networks","P.A. Raj","Osmania University","Department of Electronics & Communication",450000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_62"
"210","All India Council for Technical Education","Consumer behaviour and marketing strategies of electronic firms - A prospective","K.M. Reddy","Osmania University","Management Department",775000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_63"
"211","All India Council for Technical Education","Investigation on cyclone coolers","S. Ray","North Eastern Regional Institute of Science & Technology","Department of Mechanical Engineering, Nirjuli",400000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_64"
"212","All India Council for Technical Education","Entrepreneurship development in the North-Eastern Region of India","S.S. Khanka","Assam University","Management Department",400000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_65"
"213","All India Council for Technical Education","Amaranthus spinosus - Prospect source of a drug for the treatment of Nephrolithiasis","L.K. Nath","Dibrugarh University","Department of Pharmacy",900000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_66"
"214","All India Council for Technical Education","Strategy for entering into the value-added tax regime-A pathfinder for Assam and other North-Eastern States of India","S.S. Sarkar","Tezpur University","Management Department, Nappam, Distt. Sonitpur",475000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_67"
"215","All India Council for Technical Education","Managing Organisational Change: A study of NGO mindsets","P. Baruah","Tezpur University","Management Department, Nappam, Distt. Sonitpur",385000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_68"
"216","All India Council for Technical Education","A study of status and working coons of management institutes in Northern Zone","S.D. Singh","L.N. Mishra Institute of Economic Development & Social Change","Management Department",300000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_69"
"217","All India Council for Technical Education","Demand Development of Ltial and Niosomal dermal drivery systems","O.P. Katare","Panjab University","Department of Pharmacy",600000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_70"
"218","All India Council for Technical Education","Nationalized bank emerging….& strategies for cotite advantage","K.K. Uppal","Panjab University","Management Department",300000,12,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_71"
"219","All India Council for Technical Education","Neizzy applications to ….protection","A.S. Zadgoaonkar","College of Engineering","Department of Electrical Engineering",200000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_72"
"220","All India Council for Technical Education","Development and evaluation of …controlled drug system for the treatment","A. Ali","Jamia Hamdard","Department of Pharmacy, Hamdard Nagar",800000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_73"
"221","All India Council for Technical Education","Evion of combined therapy of pileptic drugs with psropic and nootropic …with special reference to beural cognitive and motor","D.V. Shangari","Jamia Hamdard","Department of Pharmacy, Hamdard Nagar",600000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_74"
"222","All India Council for Technical Education","Fuecision support system for Metropolitan traffic control","A.Q. Ansari","Jamia Hamdard","Department of Computer, Hamdard Nagar",1000000,42,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_75"
"223","All India Council for Technical Education","Membrane basedimproved….of some therapeuti","S. Talegaonkar","Jamia Hamdard","Department of Pharmacy, Hamdard Nagar",600000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_76"
"224","All India Council for Technical Education","Stonplasma MIG welded Technology","S. Maheshwari","Netaji Subhas Institute of Technology","Department of Mechanical Engineering",850000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_77"
"225","All India Council for Technical Education","Development of infrastructures for time and advanced ignition system","S. Chand","Netaji Subhas Institute of Technology","Department of Computer Science",1000000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_78"
"226","All India Council for Technical Education","Saficient regional …movement for Gujarat State","F.S. Umrigar","Birla Vishvakarma Mahavidyalaya","Department of Civil Engineering",550000,12,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_79"
"227","All India Council for Technical Education","Development of newer antibiotic drug formulations…..apoptosis as…for diabetes…","R.K. Goyal","L.M. College of Pharmacy","Department of Pharmacy, PO Box No 4011, Navrangpur",900000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_80"
"228","All India Council for Technical Education","Protection of Enzyme lipases…","D.A. Shah","L.M. College of Pharmacy","Department of Pharmacy, PO Box No.4011, Navrangpur",500000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_81"
"229","All India Council for Technical Education","Dengloom for 3D shape…","M.V. Korane","M.S. University of Baroda","Department of Chemical Science",750000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_82"
"230","All India Council for Technical Education","Sushape and deformation movement of 3D objects","C.S. Narayanamurthy","M.S. University of Baroda","Department of Electronics & Communication",600000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_83"
"231","All India Council for Technical Education","Application of Genetic algorithm…..despatch and …emission load despatch","R.B. Kelkar","M.S. University of Baroda","Department of Electrical Engineering",500000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_84"
"232","All India Council for Technical Education","Demand implementation of DSP….filters for ….Elimination in power","S.K. Shah","M.S. University of Baroda","Department of Electrical Engineering",600000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_85"
"233","All India Council for Technical Education","GID Emergency Response system","A. Vyas","School of Planning & Architecture","Department of Architecture",600000,12,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_86"
"234","All India Council for Technical Education","Extension services for quality assurance in technical education: A study of need, status","H.L. Verma","Guru Jambeshwar University","Management Department",415000,17,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_87"
"235","All India Council for Technical Education","Activity based cost management in indian industry: Systems…","M. Anand","Management Development Institute","Management Department",1000000,12,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_88"
"236","All India Council for Technical Education","Study of inventory management and its effects in Small Scale Industries of Jharkand State","A.N. Jha","Birla Institute of Technology","Management Department, Mesra",800000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_89"
"237","All India Council for Technical Education","Analysis and experimental studies on high speed internal grinding spindles with modified…","K. Sadeshivappa","Bapuji Institute of Engineering & Technology","Department of Mechanical Engineering",500000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_90"
"238","All India Council for Technical Education","Study of pavement functional characteristics as perceived by road user towards travel…","A.M. Potdar","Basaveshwar Engineering College","Department of Civil Engineering",900000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_91"
"239","All India Council for Technical Education","Welding of aluminium-silicon carbide metal matrix composite","P.M. Jebaraj","Dr. Ambedkar Institute of Technology","Department of Mechanical Engineering, Mallathally, Near J.B. Campus",700000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_92"
"240","All India Council for Technical Education","Studies on dissolution behaviour of some of the drugs by spherical crystalization","B.G. Nagavi","J.S.S. College of Pharmacy","Department of Pharmacy",600000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_93"
"241","All India Council for Technical Education","Studies on cement concrete with all in one agregates derived from weathered latherite gravel","M.T. Venuraju","Manipal Institute of Technology","Department of Civil Engineering",300000,12,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_94"
"242","All India Council for Technical Education","Utilisation of vermiculite and anatase for treating effluents","K.S. Rajanandam","M.S. Ramaiah Institute of Technology","Department of Chemical Engineering",900000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_95"
"243","All India Council for Technical Education","Investigations on application of high performance concrete for….","K.U. Muthu","M.S. Ramaiah Institute of Technology","Department of Civil Engineering",550000,12,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_96"
"244","All India Council for Technical Education","Routing protocols in wireless ad hoc networks","K.S. Ramanatha","M.S. Ramaiah Institute of Technology","Department of Computer Engineering",400000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_97"
"245","All India Council for Technical Education","Application of coded modulation schemes to time invarient & time variant ISI channels and their performance evaluation","S.C. Mohan","Bapuji Institute of Engineering & Technology","Department of Electronics & Communication",250000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_98"
"246","All India Council for Technical Education","Automatic mosaicing from split images of an object","G.H. Kumar","Mysore University","Department of Computer",400000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_99"
"247","All India Council for Technical Education","Impact resistance of steel fibre High performance concrete","N. Munirudrappa","Visvesvaraya Regional Engineering College","Department of Civil Engineering, K.R. Circel",475000,17,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_100"
"248","All India Council for Technical Education","Development of short rayon fibre reinforced natural rubber","R. Joseph","Cochin University of Science & Technology","Department of Chemical Engineering",700000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_101"
"249","All India Council for Technical Education","Development of a multimodal interface for human","S.M. Idicula","Cochin University of Science & Technology","Department of Computer Science",200000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_102"
"250","All India Council for Technical Education","Software exportsl-case study of technoparks in Kerala","J. Jacob","Rajagiri College of Social Sciences","Management Department",400000,12,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_103"
"251","All India Council for Technical Education","Structural integrity assessment & monitoring of old bridges in Kerala","L. Mangal","T.K.M. College of Engineering","Department of Civil Engineering",500000,12,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_104"
"252","All India Council for Technical Education","Enhancement of the delivery of water soluble drugs across the blood","D.V. Kohli","Dr. Harisingh Gaur Vishwavidyalaya","Department of Pharmacy",900000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_105"
"253","All India Council for Technical Education","Computer aided drug design synthesis and biological evaluation of selective cox","S.C. Chaturvedi","Shri G.S.Institute of Technology & Science","Department of Pharmacy",600000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_106"
"254","All India Council for Technical Education","Maturing of nimusulide & padmal combined tablet","S.D. Bhatlavande","ASPM Diploma in Pharmacy Institute","Pharmacy Division",450000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_107"
"255","All India Council for Technical Education","Development of emulsions as a spized drug carrier systems","M.D. Menon","Bombay College of Pharmacy","Kalina, Santa Cruz (East)",500000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_108"
"256","All India Council for Technical Education","…..A 3D pharmacophore and development of new….antigonists by 3D…","E.C. Coutinho","Bombay College of Pharmacy","Kalina, Santa Cruz (East)",600000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_109"
"257","All India Council for Technical Education","Application of aritificial neural …for medical diagnosis","P.N. Chatur","Government College of Engineering","Department of Computer Engineering",300000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_110"
"258","All India Council for Technical Education","Development of fuzzy logic…optimal water ….and crop planning in …with sustainable","S.S. Valunjkar","Government College of Engineering","Department of Civil Engineering, Station Road, Osmanpura",200000,12,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_111"
"259","All India Council for Technical Education","Indigenous smart energy meter","S.D. Agashe","Government College of Engineering","Department of Electrical Engineering",300000,18,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_112"
"260","All India Council for Technical Education","Development ofmicroparticulate drivery systems of peptide","S.K. Yadav","NDMVP Samaj's College of Pharmacy","Department of Pharmacy, Gangapur Road",800000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_113"
"261","All India Council for Technical Education","…..Causes of mortality and growth in small ….","S. Easwaran","N.M. Institute of Management Studies","Management Division",450000,12,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_114"
"262","All India Council for Technical Education","…….Drug monitoring of …psychtaric patents","M.D. Burande","Poona College of Pharmacy","Erandwane, Paud Road",600000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_115"
"263","All India Council for Technical Education","…….Biological ….of mutual prodrugs of son-steroidal anti-inatory agents","S.S. Dhaneshwar","Poona College of Pharmacy","Evandwane, Paud Road",800000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_116"
"264","All India Council for Technical Education","Neomene-2-ones as poal atypical antihotics : synthesis…","S.H. Bhosale","Poona College of Pharmacy","Erandwane, Paud Road",600000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_117"
"265","All India Council for Technical Education","….Dynamics of laed composite structures availability analysis","V.B. Tungikar","SGGS College of Engineering & Technology","Department of Mechanical Engineering",750000,12,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_118"
"266","All India Council for Technical Education","Development of newer materials using quantitative structure activity","S.S. Mahajan","S.N.D.T.Women's University","Department of Pharmacy, 1, Nathibai Thackersay Road",600000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_119"
"267","All India Council for Technical Education","….Wavelet transform for …..compression","S.G. Bhirud","Veermata Jijabai Technological Institute","Department of Computer Engineering, H.R. Maharani Road, Matunga",400000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_120"
"268","All India Council for Technical Education","Development of Mechanically and ….stable biodegradable…composites prepared ….fibers and biogradable plastics matrices","S.K. Nayak","Central Institute of Plastics Engineering & Technology","Department of Chemical Engineering",875000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_121"
"269","All India Council for Technical Education","…Controller structure for coated power system …regulation and…","B.B. Pati","Indira Gandhi Institute of Technology","Department of Electrical Engineering, Dhenkanal",500000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_122"
"270","All India Council for Technical Education","Development of CVD diamond cutting tools","B. Sahoo","Indira Gandhi Institute of Technology","Department of Mechanical Engineering, Dhenkanal",700000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_123"
"271","All India Council for Technical Education","….Behaviour analysis of linon-linear roter-bearing ….optimization of …","B.B. Maharathi","Indira Gandhi Institute of Technology","Department of Mechanical Engineering, Dhenkanal",400000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_124"
"272","All India Council for Technical Education","Formation of speciality yarns","K.N. Das","Institute of Textile Technology","Department of Chemical Science",750000,12,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_125"
"273","All India Council for Technical Education","Application of advanced signal processing techniques to fault diagnosis of power system","A.K. Pradhan","University College of Engineering","Department of Electrical Engineering, Burla",350000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_126"
"274","All India Council for Technical Education","Radiation induced buyoyance driven flow within enclosures","S.K. Mahapatra","University College of Engineering","Department of Mechanical Engineering, Burla",200000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_127"
"275","All India Council for Technical Education","Management of tourism business opportunities and its impact on vocational occupatns in coastal regions","N.C. Kar","Utkal University","Management Department, Vani Vihar",148000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_128"
"276","All India Council for Technical Education","Rheological and strength studies on flyash based fibre reinforced mortar/concrete","G. Ramakrushana","Pondicherry Engineering College","Department of Civil Engineering",400000,12,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_129"
"277","All India Council for Technical Education","Indian garment export sector: competitiveness after MFA Phase out","L.M. Kathuria","Beant College of Engineering & Technology","Management Department, Barriar Village",300000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_130"
"278","All India Council for Technical Education","Development of Electrochemical Process for the synthesis","J. Kaur","Guru Nanak Dev Engineering College","Department of Chemical Engineering, Gill Park",600000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_131"
"279","All India Council for Technical Education","Development & applications of nuclear track filters","N.K. Verma","Thapar Institute of Engineering & Technology","Department of Materials",650000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_132"
"280","All India Council for Technical Education","Performance evaluation of turbo codes","R. Govil","Banasthali Vidhyapeeth","Department of Electronics & Communication",300000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_133"
"281","All India Council for Technical Education","Environmental management by utilization of marble slurry","A. Bhatnagar","College of Technology & Engineering","Department of Civil Engineering",800000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_134"
"282","All India Council for Technical Education","Development of propagation models for MTII meter waves","S. Joshi","Engineering College","Department of Electronics & Communication",500000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_135"
"283","All India Council for Technical Education","Analysis of the movement of share prices of indian companies in the Power, FMCG, Diversified, Banking & Media Sector","Y. Maheshwari","Institute of Management Studies","Management Department",375000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_136"
"284","All India Council for Technical Education","Environmental management by reduction of waste generation","S. Bhandari","Jai Narain Vyas University","Department of Civil Engineering",600000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_137"
"285","All India Council for Technical Education","Treatability study of industrial waste water in the western Rajasthan","A.N. Modi","Jai Narain Vyas University","Department of Civil Engineering",625000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_138"
"286","All India Council for Technical Education","Neuro-fuzzy power system statlizera","A. Sharma","Jai Narain Vyas University","Department of Electrical Engineering",500000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_139"
"287","All India Council for Technical Education","Development of multiobjective optimisation techniques with evolutionary/genetic algorithm for economic load dispatch","R.G. Soni","Jai Narain Vyas University","Department of Electrical Engineering",500000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_140"
"288","All India Council for Technical Education","A health study of sand stone quarry workers exposed to high","S.K. Singh","Jai Narain Vyas University","Department of Civil Engineering",725000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_141"
"289","All India Council for Technical Education","Mesoporous aluminosilicate molecular sieves for the production of fragrances","A. Pandurangan","Anna University","Department of Chemical Engineering, Sardar Patel Road",675000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_142"
"290","All India Council for Technical Education","Simulation of all slender structures under cyclonic storms using computational fluid dynamics and wind tunnel","M. Paramasivam","Anna University","Department of Civil Engineering",1000000,17,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_143"
"291","All India Council for Technical Education","Forecasting the behavioural pattern of women technocrats in balancing home and office using","L. Suganthi","Anna University","Management Department",750000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_144"
"292","All India Council for Technical Education","Development of photosensitive material for compact","P.K. Palanisamy","Anna University","Department of Materials",1000000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_145"
"293","All India Council for Technical Education","Sineous reduction of no anticulate in diesel engine","K. Jejachandran","Anna University","Department of Mechanical Engineering",400000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_146"
"294","All India Council for Technical Education","Biovalence studies on chruss employing….","K. Vallippan","Annamalai University","Department of Pharmacy",650000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_147"
"295","All India Council for Technical Education","Response control of Micoreyed structures","V.G. Srisanthi","Coimbatore Institute of Technology","Department of Civil Engineering",960000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_148"
"296","All India Council for Technical Education","Transferred arc haing process optimization foancing mechanical and mergical properties of vahrough robus design","N. Murugan","Coimbatore Institute of Technology","Department of Mechanical Engineering",700000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_149"
"297","All India Council for Technical Education","Characterization of insulation ….of transformer for ….","Susa","College of Engineering","Department of Electrical Engineering",800000,36,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_150"
"298","All India Council for Technical Education","Performance study of outdoor ….insulators","R.R. Prabhu","Cresent Engineering College","Department of Electrical Engineering",600000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_151"
"299","All India Council for Technical Education","Ison of the active moiety standardisation and finger …of selected herebal drug","M. Vasudevan","J.S.S. College of Pharmacy","Department of Pharmacy",1000000,24,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_152"
"300","All India Council for Technical Education","Vlign of a PLC system","K. Palaniswami","Karunya Institute of Technology","Department of Electronics & Communication",700000,30,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_153"
"301","All India Council for Technical Education","Floor treated black cotton soil bror virudhunagar distt.","T. Sekar","Mepco Schlenk Engineering College","Department of Civil Engineering, Virudhunagar",200000,12,"2001-02","AICTE","Indian Rupees","Months","AICTE_2001-02_154"
