"","Funding_Agency","Project_Title","Investigator_Name","Institution_Name","Address1","Cost","Duration","Year","Funding_Agency_Short","Cost_Units","Duration_Units","ProjectID"
"167","Ministry of Environment and Forests","Bioprospecting of potential rare and endangered Ethnobotanical important plant species of Jharkhand","K. Kumar","National Botanical Research Institute","Ethnobotany Section, P.B. No.436",865200,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_20"
"168","Ministry of Environment and Forests","A study on Floral Diversity of Bhadra Wildlife Sanctuary, Karnataka","Y.L. Krishnamurthy","Kuvempu University","Jnana Sahyadri",710800,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_21"
"169","Ministry of Environment and Forests","Biodiversity of Vesicular arbuscular mycorrhizal fungi and their application for conservation of selected endangered economic plant species of Jharkhand State","A.K. Roy","Tilka Manjhi Bhagalpur University","Department of Botany",688800,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_22"
"170","Ministry of Environment and Forests","Ecology and bio-diversity of insectivorous birds in an agro-environment (Nagapattinam District, Tamil Nadu)","S. Asokan","A.V.C. College","Mayiladuthurai",1076160,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_23"
"171","Ministry of Environment and Forests","Effect of Arbuscular Mycorrhiza and beneficial bacteria on Bamboo","C.K.. Suresh","Agricultural Sciences University","Microbiology Unit, Department of Biotechnology",876000,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_24"
"172","Ministry of Environment and Forests","Evaluation of erodability in selected soil series of watershed under different agroclimatic situations of West Bengal","P.K. Tarafdar","Bidhan Chandra Krishi Vishwavidyalaya","Department of Soil and Water Conservation, Faculty of Agriculture, Nadia",1021200,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_25"
"173","Ministry of Environment and Forests","Biodiversity assessment of the freshwater fishes of the Andaman and Nicobar Islands","P. Devidar","Pondicherry University","Salim Ali school of Ecology and Environmental Sciences",492200,24,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_26"
"174","Ministry of Environment and Forests","Insects as Bio-indicator for ecosystem health","P. Haldar","Visva Bharati","Department of Zoology",864000,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_27"
"175","Ministry of Environment and Forests","Status and Ecology of the Andaman Crake","L. Vijayan","Salim Ali Centre for Ornithology & Natural History","Anaikatty P.O.",819000,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_28"
"176","Ministry of Environment and Forests","Fungal endophytes of medicinal plants in Tamil Nadu Forests","J. Muthumary","Madras University","Centre for Advanced Study in Botany",1350000,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_29"
"177","Ministry of Environment and Forests","Seed germination and natural regeneration in tropical rain forest of Andaman Islands","C.B. Pandey","Central Agricultural Research Institute","Horticulture & Forestry Division, P.B. No.181",1060800,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_30"
"178","Ministry of Environment and Forests","Water and light use characteristics of the vegetation in the different strata of a tropical moist deciduous forest","J. Kallarackal","Kerala Forest Research Institute","Peechi",199000,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_31"
"179","Ministry of Environment and Forests","Studies on the Entomofaunal diversity and their interactions in selected provenances of Sandal","R.S. Raj","Institute of Wood Science & Technology","P.O. Malleswaram",964000,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_32"
"180","Ministry of Environment and Forests","Documentation of traditional knowledge of medicinal plants held by Bhotias of Dharchula in Uttaranchal State : Potential for development of new drugs","K.K. Aggarwal","Guru Govind Singh Indraprastha University","School of Biotechnology, Kashmere Gate",935520,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_33"
"181","Ministry of Environment and Forests","Mapping Biodiversity of the Myristica swamps in Southern Kerala","P.V. Nair","Kerala Forest Research Institute","Peechi",1462800,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_34"
"182","Ministry of Environment and Forests","Imposex in marine gastropods as a possible index of TBT contamination along Southern Coast of India","A. Murugan","Suganthi Devadasan Marine Research Institute","44, Beach Road",1495920,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_35"
"183","Ministry of Environment and Forests","Study on amphibian fauna of Assam","S. Sengupta","Arya Vidyapeeth College","Department of Zoology",1025880,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_36"
"184","Ministry of Environment and Forests","Comparative Studies of Microbial Diversity and Soil Biological Processes during Leaf Litter Decomposition in Natural Oak Forest and Plantations of Manipur, North East India","R.R. Pandey","Manipur University","Department of Life Sciences",1148760,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_37"
"185","Ministry of Environment and Forests","Characterization of Plant Biodiversity, community structure and population behaviour of some important tree species at the community forests of Nagaland","S.A. Jamir","Fazl Ali Government College","Department of Botany",1231200,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_38"
"186","Ministry of Environment and Forests","Land use change and its impact on selected biophysical and socio-economic aspects of Karuvanur river basin in Thrissur District of Kerala","P.K. Muraleedharan","Kerala Forest Research Institute","Peech",1540080,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_39"
"187","Ministry of Environment and Forests","Conservation through micro-propagation and restoration of endemic endangered and economically useful plants of the Kolli Hills in the Eastern Ghats of Tamil Nadu","J. Brito","St. Joseph's College","Centre for Natural Research Study",1774560,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_40"
"188","Ministry of Environment and Forests","Evaluation of the foraging requirements of a threatened endemic passerine, the white-bellied shortwing, in natural and distrubed habitats for conservation planning in the Western Ghats","Dr. A. Sinha","National Institute of Advanced Studies","Indian Institute of Science Campus",535740,24,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_41"
"189","Ministry of Environment and Forests","Study of conservation biology, propagation and assessment of genetic diversity of some rare and endangered tree species of Eastern Ghats through molecular techniques","P.C. Panda","Regional Plant Resource Centre"," ",1484000,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_42"
"190","Ministry of Environment and Forests","Analysis of microbial communities in heavy metal contaminated soils around mine sites in Orissa","N. Gupta","Regional Plant Resource Centre"," ",523440,24,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_43"
"191","Ministry of Environment and Forests","Microbial diversity of Dibru Saikhowa and Manas B.R. of Assam","P. Azad","Institute of Advanced Study in Science & Technology","Bio Fertilizer Unit, Life Science Division, Khanapara",1000000,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_44"
"192","Ministry of Environment and Forests","Community Ecology of a Detritus system - Insects and Fungi Associate with fallen logs in Nilgiri Biosphere Reserve","O.K. Ramadevi","Institute of Wood Science & Technology","Wood Biodegradation Division, P.O. Malleswaram",849000,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_45"
"193","Ministry of Environment and Forests","Conservation of lobostor in Gulf of Mannar","B. Srikrishnadhas","Fisheries College & Research Institute"," ",1163616,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_46"
"194","Ministry of Environment and Forests","Evaluation of conservation strategies for the sustainable utilization of herbaceous bioresources in the Sholas of Nilgiris, Western Ghats","S. Paulsamy","Kongunadu Arts & Science College","Department of Botany, Ghanambiks Mills",861000,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_47"
"195","Ministry of Environment and Forests","Exploitation of Mycorrhizal systems in the Nilgiri Biosphere Reserve area in India","V. Mohan","Institute of Forest Genetics & Tree Breeding","P.B. No.1061, H.P.O.- R.S. Puram",1770600,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_48"
"196","Ministry of Environment and Forests","Inventory and Ecological Survey of Bat Species and their impact on Agasthiar Hill Biosphere Reserve","J. Vanitharani","Sarah Tucker College","Department of Zoology, Bat Research Laboratory",1423292,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_49"
"197","Ministry of Environment and Forests","Forests and Agricultural Eco system analysis to assess ecosystem health and to identify rehabilitation strategies in the Kerala Part of Nilgiri Biosphere Reserve","U.M. Chandrashekara","Kerala Forest Research Institute"," ",1200000,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_50"
"198","Ministry of Environment and Forests","Application of GIS and Remote Sensing for Biodiversity Mapping and Conservation.","A.M. Dixit","Gujarat Institute of Desert Ecology","Post Box No.83, Mundra Road, Opposite Changleshwar Temple, Bhuj",853208,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_51"
"199","Ministry of Environment and Forests","Nation wide Forest Encroachment Mapping using Remotely Sensed Data and Geographic Information Systems","Ajai","Space Application Research Centre","FLPG",5584000,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_52"
"200","Ministry of Environment and Forests","Assessment of Biodiversity and preparation of Conservation Plan for the Forests of North Gujarat Region","J. Joshua","Gujarat Institute of Desert Ecology","Post Box No.83, Mundra Road, Opposite Changleshwar Temple, Bhuj",3102700,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_53"
"201","Ministry of Environment and Forests","An integrated Technique for Monitoring Desertification using intelligent GIS","R. Jana","Indian Institute of Technology (B)","Centre of Studies in Resources Engineering",2557000,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_54"
"202","Ministry of Environment and Forests","Forest Type Mapping of India's Forest","I. Chandrassekharan","Forest Survey of India","Kaulagarh Road",30000000,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_55"
"203","Ministry of Environment and Forests","Mapping of Wildlife Sanctuaries/National Parks by Wildlife Institute of India (WII)","V.B. Mathur","Wildlife Institute of India","Post Box No.18, Chandrabani",7250830,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_56"
"204","Ministry of Environment and Forests","Studies on the diversity and succession of fauna in Mangrove Ecosystem in Midnapore District, West Bengal","A.K. Hazra","Zoological Survey of India","Prani Vigyan Bhavan, M-Block, New Alipore",348000,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_57"
"205","Ministry of Environment and Forests","Assessment of Marine Microbial, floral and Faunal diversity of the Coral Reefs Environs of the Little Andaman Islands","L. Kannan","Annamalai University","Centre of Study in Marine Biology, Parangipettai",9441960,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_58"
"206","Ministry of Environment and Forests","Investigation on lesser known aspects of Mangrove Biodiversity and Ecology in the States of Goa, Karnataka and Andhra Pradesh","K.S. Rao","Institute of Wood Science & Technology","18th Cross, P.O. Malleswaran",1314000,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_59"
"207","Ministry of Environment and Forests","Inventorization and Characterization of the Microbial Community in Bitarkanika, mangrove ecosystem of Orissa","N. Gupta","Regional Plant Resource Centre","Division of Plant Pathology and Microbiology",1110000,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_60"
"208","Ministry of Environment and Forests","Effect of pesticide use on blue peafowl and Grey Fancolin in Central India","R. Kaul","World Peasant Association","S-56/1, DLF-III",1237216,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_61"
"209","Ministry of Environment and Forests","An assessment of Environmental economics of the Birds and Dugong habitats in the Gulf of Mannar Marine National Park","S. Balachandran","Bombay Natural History Society","Hornbill House, Shaheed Bhagat Singh Road",953350,24,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_62"
"210","Ministry of Environment and Forests","An ecological account of the birds of Pulicat Lake with special reference to conservation","J.C. Daniel","Bombay Natural History Society","Hornbill House, Shaheed Bhagat Singh Road",648600,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_63"
"211","Ministry of Environment and Forests","Preparation of Directory of National Parks and Sanctuaries of Gujarat","K.V. Sarabhai","Centre for Environmental & Developmental Research","Nehru Foundation for Development, Thaltej Tekra",1784025,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_64"
"212","Ministry of Environment and Forests","Assessment of explosive equatic weed growth, their taxonomy, ecology and impact of the Kuttanaad wetland ecosystem, Kerala State","K.S. Unni","Mahatma Gandhi University","School of Environmental Siences",1730880,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_65"
"213","Ministry of Environment and Forests","An action oriented locale specific conservation awareness programme for prioritized wetlands in Maharashtra","E. Barucha","Bharti Vidyapeeth","Institute of Environment, Education & Research, Katraj, Dhapawadi",745200,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_66"
"214","Ministry of Environment and Forests","Treatment of Community Sewage Using Root Zone System","P. Srivastava","Barkatullah Vishwavidyalaya","Department of Limnology",600000,36,"2003-04","MOEF","Indian Rupees","Months","MOEF_2003-04_67"
"215","Ministry of Environment and Forests","Status survey and Ex-situ conservation of Alconiformes species in Rajasthan with special reference to traditional knowledge about birds of prey","S. Khan","Wildlife Conservation of India & Public Welfare Society"," ",900000,24,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_1"
"216","Ministry of Environment and Forests","Nich partitioning &  impact of disturbance & fragmentation in two symmetric species of flying squirrels, the endemic Travancore flying squirrel & Indian Giant flying squirrel in  Western Ghats","N. Rajamani","National Institute of Advanced Studies"," ",1100000,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_2"
"217","Ministry of Environment and Forests","Diversity and distribution of Corals and their associated Fauna of Rani Jhansi Marine National Park, Andaman","R. Jayabaskaran","Zoological Survey of India","Andaman &  Nicobar Regional Station, Haddo",1505000,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_3"
"218","Ministry of Environment and Forests","Survey and inventorization of the By-catch loss in selected coastal zones of West Bengal and its impact on Biodiversity","N.R. Chattopadhyaya","West Bengal University of Animal & Fishery Sciences","Faculty of Fishery Sciences, Mohanpur",1573800,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_4"
"219","Ministry of Environment and Forests","Geomicrobial investigation and characterization of the microbial community in Manakkudi mangrove ecosystem of Tamil Nadu (South West Coast of India)","S. Ravikumar","Manonmaniam Sundaranar University","Division of Marine Microbiology &  Infectious Medicine, Rajakkamangalam",1343280,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_5"
"220","Ministry of Environment and Forests","Assessment of phyto - diversity and preparation of Database of Mangrove of Sundarban Biosphere Reserve, West Bengal","H.S. Debnath","Botanical Survey of India","Industrial Section, Indian Museum, 1 - Sudder Street",1635800,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_6"
"221","Ministry of Environment and Forests","Ecological assessment for development and bio diversity conservation of Bhavanapadu (Mangrove) swamps of North Coastal Andhra Pradesh","K.K. Rao","Andhra University","Department of Environmental Sciences",1161330,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_7"
"222","Ministry of Environment and Forests","Study of pollination biology and reproductive ecology of major mangrove species of Gujarat","S. Mali","Gujarat Ecological Education & Research","Indroda Nature Park, Sector 7",1420000,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_8"
"223","Ministry of Environment and Forests","Pollination biology of ceriops tagal and ceriops decandra (Rhizophoraceae) at Coringa Mangrove Forest, Andhra Pradesh","A.J.S. Raju","Andhra University","Department of Environment Sciences",996793,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_9"
"224","Ministry of Environment and Forests","Seed biology of Indian mangroves in relation to sustained conservation and management","S. Maity","Bidhan Chandra Krishi Vishwavidyalaya","Cell & Tissue Culture Laboratory, Mohanpur",1313600,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_10"
"225","Ministry of Environment and Forests","Systematic evaluation of aquatic epiphytic microbial diversity of mangrove plants and a novel strategy for raising mangrove nursery","M. Sundaraman","Bharathidasan University","Faculty for Marine Cyanobacteria",999810,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_11"
"226","Ministry of Environment and Forests","Professional & analytical support on conservation of coastal & marine biodiversty pursuant to the convention on Bio..diversity & an in-depth study of the synergies & linkages of  subject with regard to other multilateral environmental Treaties","S. Worah","World Wide Fund for Nature - India","Pirojsha Godrej National Conservation Centre, 172-B, Lodhi Estate",302280,12,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_12"
"227","Ministry of Environment and Forests","Genome analysis of corals for the systematics and conservation","U. Goswami","National Institute of Oceanography","Gene Lab",1353000,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_13"
"228","Ministry of Environment and Forests","Development of technology for utilization of phosphogypsum as a filler for polymer formulation","R. Radhakrishana","Shriram Institute for Industrial Research","Plot No 14 & 15, Sadarmangla Industrial Area, Whitefield Road",924000,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_14"
"229","Ministry of Environment and Forests","Development of a novel solid waste remediation process through resources recovery and its reintegration as value added state-of-art products in the titanium minerals processing industries","M.L.P. Reddy","Regional Research Laboratory","Inorganic &  Analytic Chemistry Unit, Industrial Estate",924000,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_15"
"230","Ministry of Environment and Forests","Recovery of value added products from Shrimp processing waste","N.M. Sachindra","Central Food Technological Research Institute"," ",816000,24,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_16"
"231","Ministry of Environment and Forests","Identification and quantification of Polycyclic Aromatic Hydro-carbons (PAHs) in soil and  Gomti river sediment in Lucknow City","J.R. Behari","Industrial Toxicology Research Centre","M.G. Marg, P.O. Box No. 80",644400,24,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_17"
"232","Ministry of Environment and Forests","Electrolynthesis of perfluoroalkanes as non-ozone depleting substitutes of CFC's","D. Velayutham","Central Electrochemical Research Institute"," ",970000,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_18"
"233","Ministry of Environment and Forests","Utilization of geothite for effluent treatment","R.P. Das","Regional Research Laboratory","Chemical Metallurgy Division",674400,24,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_19"
"234","Ministry of Environment and Forests","Target oriented zeolite anologues for monitoring and control strategies for organo toxins","S. Rayalu","National Environmental Engineering Research Institute","Nehru Marg",1278000,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_20"
"235","Ministry of Environment and Forests","Spatial variability and impact study of anthropogenic mercury in the vinicity of selected environments","S. Parvez","Pt. Ravishankar Shukla University","School of Studies in Chemistry",982560,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_21"
"236","Ministry of Environment and Forests","Induction of biodegradability in plastic waste for use in water pollution alleviation technologies","B. Singh","Himachal Pradesh University","Department of Chemistry",570000,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_22"
"237","Ministry of Environment and Forests","Mass utilization of waste rubber in Chunk Rubber Composite (CRC)","M.S. Banerji","Indian Rubber Manufacturers Research Association","Plot B- 88 Road, U-24/2,  Wagle Industrial Estate",1130880,24,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_23"
"238","Ministry of Environment and Forests","Gelling out oil from a complex mixture using low molecular mass organic gelator: Towards the containing oil spill, an environmental hazard","P. Dastidar","Central Salt & Marine Chemicals Research Institute","G.B. Marg",774000,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_24"
"239","Ministry of Environment and Forests","Exploitation of cynobacteria for metal binding detoxification and metal removal from aquatic ecosystem","N. Mallick","Indian Institute of Technology (Kh)","Department of Agriculture &  Food Engineering",672000,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_25"
"240","Ministry of Environment and Forests","Biological control of Volatile Organic Compunds (VOCs)","S.N. Upadhyay","Banaras Hindu University","Department of Chemistry",797500,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_26"
"241","Ministry of Environment and Forests","Electrolytic recovery of copper and removal of organic pollutants from the copper phthlocyanine dye process stream","S. Chellammal","Central Electrochemical Research Institute"," ",590400,24,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_27"
"242","Ministry of Environment and Forests","Geo-chemical assessment of fluoride  content in rock/soil/water systems in Karbianglog Disrict, Assam","P. Kotkay","Regional Research Laboratory","Geo-Sciences Division",960000,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_28"
"243","Ministry of Environment and Forests","Management of acid mine drainage in Meghalaya","B.P. Baruah","Regional Research Laboratory"," ",1407360,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_29"
"244","Ministry of Environment and Forests","Documentation of traditional knowledge of medicinal plants held by Bhotias of Dharchula in Uttaranchal State: Potential for development of new drugs","K.K. Aggarwal","Guru Govind Singh Indraprastha University","School of Biotechnology, Kashmere Gate",935520,24,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_30"
"245","Ministry of Environment and Forests","Insects as Bio-indicator for ecosystem health","P. Haldar","Visva Bharati","Department of Zoology",864000,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_31"
"246","Ministry of Environment and Forests","Conservation of wetlands in and around Vadodara city","D. Sharma","Gujarat Ecological Society"," ",896000,24,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_32"
"247","Ministry of Environment and Forests","Assessment of toxic pollutants in Kumaun Himalayan Lakes: Past & present pollution indices from studies of sediment cases","G.J. Chakrapani","Indian Institute of Technology (R )"," ",1110000,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_33"
"248","Ministry of Environment and Forests","Plant biodiversity conservation for ecologically sound sustainable eco-development of Surhatal Lake and surrounding wetlands","B.D. Tripathi","Banaras Hindu University","Department of Botany",819000,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_34"
"249","Ministry of Environment and Forests","Ashtamudi Ramsar site - a study on the estuarine wetland and Kallada river in the context of ecology, biodiversity and ecosystem conservation","P.K.A. Aziz","Kerala University","Departmentof Ecology",1484000,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_35"
"250","Ministry of Environment and Forests","Biodiversity and economic utility of flora of Bhal wetlands in Gujarat","A.J. Josh","Bhavnagar University","Department of Life Sciences",1958000,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_36"
"251","Ministry of Environment and Forests","Prioritization of wetlands in the State of Goa and their potential sustainable evaluation using remote sensing data","N.P.S. Varde","Goa State Council of Science & Technology"," ",498000,24,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_37"
"252","Ministry of Environment and Forests","Floristic survey and assessment of plant resources of wetlands of South Orissa, India","M.K. Mishra","Berhampur University","P.G.Department of Botany",1214000,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_38"
"253","Ministry of Environment and Forests","Survey screening and culture of marine Alage from Identhakarai to Rameswaram Belt, Gulf of Mannar region for phycocolloids iodine, fully Acids and SLF production","V.R. Mohan","Chidambaram College"," ",1093000,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_39"
"254","Ministry of Environment and Forests","Macro Fungal Biodiversity of Nanda Devi biosphere reserve and its in vitro conservation","I.B. Prashar","Panjab University","Department of Botany",920160,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_40"
"255","Ministry of Environment and Forests","Impacts of tourism on environment of Roopkund  land Pindari areas of Nanda Devi biosphere of Uttaranchal","L. Rawat","Forest Research Institute"," ",802000,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_41"
"256","Ministry of Environment and Forests","Studies on earth work species diversity at different forest ecosystems of Nilgiri biosphere reserve","E.V. Ramaswamy","Mahatma Gandhi University","School of Environment Sciences, Thevara Building, Gandhinagar, P.O.",571440,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_42"
"257","Ministry of Environment and Forests","Bench scale production and application of activated carbon from coconut pith waste","J.L. Gumaste","Regional Research Laboratory","Department of AMT",1267536,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_43"
"258","Ministry of Environment and Forests","Study on taxonomy and spare morphology of ferns of South Kerala","G. Bhadran","St. Xavier's College","Pallayamkottai",1367760,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_44"
"259","Ministry of Environment and Forests","Fungal diversity in Western Ghats of Karnataka","C. Ramesh","Karnatak University","P.G. Department of Botany",1240560,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_45"
"260","Ministry of Environment and Forests","Ecology and behaviour of forest owls in the Western Ghats and developing a habitat model for their conservation","E.S. Jayson","Kerala Forest Research Institute"," ",1645200,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_46"
"261","Ministry of Environment and Forests","Ex-situ conservation and rehabilitation of selected threatened medical plants of South Western Ghats","S. Ignacimuthu","Loyola College","Entomology Research Institution",678000,36,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_47"
"262","Ministry of Environment and Forests","Snow and Glacier studies","S. Nayak","Space Application Research Centre","Marine &  Water Resource Group, Ambawad Vistar P.O.",99600000,48,"2004-05","MOEF","Indian Rupees","Months","MOEF_2004-05_48"
"263","Ministry of Environment and Forests","Ecological sustainability of Samaspur Wetland (Rai Bereilly, U.P.) with special emphasis on migratory waterflow","P.P. Bhojvaid","The Energy Resources Institute","Habitat Centre, Lodhi Road",393000,24,"2005-06","MOEF","Indian Rupees","Months","MOEF_2005-06_1"
"264","Ministry of Environment and Forests","Habiat mapping of Mahseer fishes & development of Spatial Database for North-Eastern Aquatic Biodiversity","D. Kar","Assam University","Department of Life Sciences",1007000,36,"2005-06","MOEF","Indian Rupees","Months","MOEF_2005-06_2"
"265","Ministry of Environment and Forests","A study on evaluation & conservation of microbial biodiversity of Keoladeo National Park, Bharatpur - Potential applications in medicine, agriculture, industry & environmental management","S. Singh","Jiwaji University","Department of Botany, Microbiology Centre for Studies in Microbiology",1426000,36,"2005-06","MOEF","Indian Rupees","Months","MOEF_2005-06_3"
"266","Ministry of Environment and Forests","Restoration of Point Calimere (The great Vedaranyam Swamp), a designated Ramsar site, for the benefit of fisheries & migrant water birds","S. Balachandran","Bombay Natural History Society","Horbill House, Dr. Salim Ali Chowk, Shaheed Bhagat Singh Road",1361000,36,"2005-06","MOEF","Indian Rupees","Months","MOEF_2005-06_4"
"267","Ministry of Environment and Forests","Comprehensive ecological investigation on the East Kolkata Wetland eco-systm for its conservation & better sustainable management","T.S. Bandyopdhayya","Institute of Wetland Management & Ecological Design","B-4, LA Block, Sector III, Salt Lake",796000,36,"2005-06","MOEF","Indian Rupees","Months","MOEF_2005-06_5"
"268","Ministry of Environment and Forests","Development of new genetic variability & improvement of Euryale Ferox (Makhana)","S.K. Dutta","National Botanical Research Institute","Rana Pratap Marg",661000,36,"2005-06","MOEF","Indian Rupees","Months","MOEF_2005-06_6"
"269","Ministry of Environment and Forests","Exploration & Documentation of Floristic Diversity of Dehang Debang Biosphere Reserve in Arunachal Pradesh","A.K. Baishya","Botanical Survey of India","Arunachal Field Station, Post Box No 127",1816088,36,"2005-06","MOEF","Indian Rupees","Months","MOEF_2005-06_7"
"270","Ministry of Environment and Forests","Study on Diversity & Conservation status of plants in the proposed cold Desert Biosphere Reserve at Trans & North West Himalaya","S.S. Samant","G.B. Pant Institute of Himalayan Environment & Development"," ",895000,36,"2005-06","MOEF","Indian Rupees","Months","MOEF_2005-06_8"
"271","Ministry of Environment and Forests","Botanical Survey of India to act as Lead Institution for Sunderbans & Nokrek Biosphere Reserve","H.S. Debnath","Botanical Survey of India","CGO Complex, 3rd Floor, 64/DF Block, Sector 1, Salt Lake City",836400,36,"2005-06","MOEF","Indian Rupees","Months","MOEF_2005-06_9"
"272","Ministry of Environment and Forests","Tropical Botanical Garden & Research Institute, Palode to act as lead/coordination institution for Agsthyamalai, Niligir & Gulf of Mannar Biosphere Reserve","K.G. Pandurangan","Tropical Botanic Garden & Research Institute","Palode",767100,36,"2005-06","MOEF","Indian Rupees","Months","MOEF_2005-06_10"
