"","Funding_Agency","Project_Title","Investigator_Name","Institution_Name","Address1","Cost","Duration","Year","Funding_Agency_Short","Cost_Units","Duration_Units","ProjectID"
"1158","Indian Council of Medical Research","Assessment of Microbiological quality of street foods","G.T. Kumar","Institute of Home Economics"," ",998132,24,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_34"
"1159","Indian Council of Medical Research","Assessment of nuclear factor - Kappa, Beta & Telomerase activation as Tumor marker in Cervical Carcinogenesis","H.P. Gupta","Chhatrapati Shahuji Maharaj Medical University","Dept. of Obsterics & Gynaecology",475737,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_35"
"1160","Indian Council of Medical Research","Association of Chalamydia Trachomatis: Infection & host genetic factors in the menifestation of reproductive complications","J.M. Pramanik","National Institute for Research in Reproductive Health"," ",1745000,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_36"
"1161","Indian Council of Medical Research","Biochemical investigations on the Anti Diabetic activity of the fruits of Terminalia Pallida in Streptozotocin induced Diabetic Rats","C. Apparao","Sri Venkateswara University","Department of Biochemistry",898950,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_37"
"1162","Indian Council of Medical Research","Biochemical mechanisms of the alterating of CA2+ dynamics in M. Microsomes of Bovine Pulmonary Artery smooth muscle cells under Endotheline - I stimulation","T. Chakraborti","Kalyani University","Depatment of Biochemistry & Biophysics",2189206,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_38"
"1163","Indian Council of Medical Research","Biochemical studies on the mechanism of action of Hypoglycemic compound(s) from central part of Stem of Musa Sapientum (Banana)","R. Shukla","University College of Medical Sciences & GTB Hospital","Depatment of Biochemistry",614292,24,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_39"
"1164","Indian Council of Medical Research","Bio-mass fuel exposure & Lung Cancer: A case - control study","R. Prasad","Chhatrapati Shahuji Maharaj Medical University","Department of Pulmonary Medicine",1308846,48,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_40"
"1165","Indian Council of Medical Research","Biomechanical properties of the Bone Allografts with various bone preservation technique","O.N. Nagi","P.G. Institute of Medical Education & Research"," ",503920,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_41"
"1166","Indian Council of Medical Research","Biomolecules from coconut (Cocos Nucifera) water influencing mineralization/demineralization reactions & their role in the management of Renal Calculosis","S.K. Singla","Panjab University","Department of Biochemistry",266635,24,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_42"
"1167","Indian Council of Medical Research","Bronchial reactivity in Diabetic Guinea Pigs","M. Fahim","Vallabhbhai Patel Chest Institute","Department of Physiology",737520,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_43"
"1168","Indian Council of Medical Research","Burden of Malaria in pregnancy in India","N. Singh","National Institute of Malaria Research"," ",4056355,24,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_44"
"1169","Indian Council of Medical Research","Celiac disease in reproductive performance of women","A. Kumar","Maulana Azad Medical College &  Associated Hospitals","Dept. of Obstetrics & Gynaecology",1297880,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_45"
"1170","Indian Council of Medical Research","Cellular & Molecular mechanism of Emphysema & its prevention using the Guinea Pig as a model animal","D.J. Chattopadhyay","Calcutta University"," ",3420020,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_46"
"1171","Indian Council of Medical Research","Charatceization of the 5' - regulatory region of CYP2C19 in the South Indian population","C. Adithan","Jawaharlal Institute of P.G. Medical Education & Research","Clinical Pharmacology Unit",2759304,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_47"
"1172","Indian Council of Medical Research","Chromosome 22Q11 Microdeletion in patients with selected congenital heart diseases: Study of prevalance, Phenotype Genotype & mode of inheritance","M.V. Thampi","Amrita Institute of Medical Sciences & Research Centre","Department of Human Cytogeneticist",824306,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_48"
"1173","Indian Council of Medical Research","Clinical corrates of structural cerebellar abnormalities in Anti Psychotic - Naïve Schixophrenia","G. Venkatasubramanian","National Institute of Mental Health & Neuro Sciences","Department of Psychiatry",1179350,24,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_49"
"1174","Indian Council of Medical Research","Clinical evaluation of Lead Toxicity among the children & the adults in Kolkata","T.K. Pal","Jadavpur University","Bioequivalence Study Centre",985698,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_50"
"1175","Indian Council of Medical Research","Commercial production of Bijasal (Pterocarpus Marsupium Roxb.) - An endangered medicinal Leguminous Tree","S.C. Gupta","Dr. B.R. Ambedkar Centre for Biomedical Research"," ",1235304,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_51"
"1176","Indian Council of Medical Research","Comparative evaluation of PCR primers in diagnosis of VL & PKDL","S. Sundar","Banaras Hindu University","Institute of Medical Sciences",3408432,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_52"
"1177","Indian Council of Medical Research","Comparison of standard Allopathic treatment & Ayurvedic medication in releasing joint contracture of hand in Leprosy","M. Ebenezer","Schieffelin Leprosy Research & Training Centre"," ",314607,12,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_53"
"1178","Indian Council of Medical Research","Competitive exclusion of an existing bacterial pathogen by a newly emerged strain: The case of V. Cholerae classical biotype versus E 1 TOR biotype","R. Chowdhury","Indian Institute of Chemical Biology","Infectious Disease Division",1501584,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_54"
"1179","Indian Council of Medical Research","Comprephensive molecular analysis of HIV incidence, genetic diversity & Anti-Retroviral drug - resistance mutations in diverse risk groups across wide Geographic locales of India","J. Bhattacharya","National AIDS Research Institute","Division of Molecular Virology",220800,24,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_55"
"1180","Indian Council of Medical Research","Correlation between Endothelial Dysfunction levels of Lipoprotein remnants & matrix Metalloproteinase in Diabetic Retionpathy","V. Gupta","P.G. Institute of Medical Education & Research","Department of Ophthalmology",1329936,24,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_56"
"1181","Indian Council of Medical Research","Correlation of Neuroinflammatory mediators with quantitative diffusion tensor Anisotropy MR imaging in human brain abscess","R.K. Gupta","Sanjay Gandhi P.G. Institute of Medical Sciences","Department of Radiodiagnosis",1256806,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_57"
"1182","Indian Council of Medical Research","Daily corticosteroids to prevent infection associated relapses in patients with frequently relapsing Nephrotic syndrome","A. Bagga","All India Institute of Medical Sciences","Department of Paediatrics",928608,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_58"
"1183","Indian Council of Medical Research","Delimination of Lymphatic filariasis in India, based on Geo-Environmental Risk Model (GERM)","S. Sabesan","Vector Control Research Centre"," ",1300000,24,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_59"
"1184","Indian Council of Medical Research","Dermatoglyphics & genetic study of Atopic Asthma","V. Arole","Padmashree Dr. D.Y. Patil Medical College for Women","Department of Anatomy",793905,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_60"
"1185","Indian Council of Medical Research","Design & development of antiviral compounds as inhibitors of HIV replication","R.K. Singh","Allahabad University","Department of Chemistry",662400,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_61"
"1186","Indian Council of Medical Research","Design & Synthesis of non sugar based Pyrimidine Nucleoside Analogues as HIV reverse transcriptase inhibitors","S. Shashikanth","Mysore University","Department of Chemistry",1266034,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_62"
"1187","Indian Council of Medical Research","Design & synthesis of Novel Serums for the management of Osteoporosis & other Estrogen related disorders","G. Panda","Central Drug Research Institute","Medicinal Chemistry Division",2340342,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_63"
"1188","Indian Council of Medical Research","Detection & characterization of AmpC Beta - Lactamases in clinical isolates of Klebsiella Spp.  & Escherichia Coli","S.S. Thukral","Vallabhbhai Patel Chest Institute","Department of Microbiology",1214122,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_64"
"1189","Indian Council of Medical Research","Detection & identification of Thermophilic Campylobator Spp. (C. Jejuni, C. Coli, C. Upsaliensis & C. Laro) & Molecular subtyping of C. Jejuni in Fecal samples of Diarrhoeic patients & in food samples using multiplex PCR, PCR-RFLP & PEGE","R. Chaudhury","All India Institute of Medical Sciences","Department of Microbiology",1559065,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_65"
"1190","Indian Council of Medical Research","Detection of Urealyticum & Mycoplasma Hominis in patients with lower Geniturinary tract infection by PCR Assay: Association U. Urealyticum Biovars with clinical outcome","B. Dhawan","All India Institute of Medical Sciences","Department of Microbiology",974922,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_66"
"1191","Indian Council of Medical Research","Determination of genetic makeup of Rubella Virus infecting children in South India","P. Sundaresan","Arvind Medical Research Foundation","Department of Genetics",1021554,24,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_67"
"1192","Indian Council of Medical Research","Determination of sensitivity profile & molecular typing of M. Tuberculosis from Kashmir Valley","T. Wani","Sher-I-Kashmir Institute of Medical Sciences","Deparatment of Microbiology",1565750,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_68"
"1193","Indian Council of Medical Research","Development of a Murine model of HIV- A subtype C infection & its application to studies on viral pathogenesis & drug discovery","S. Jameel","International Centre for Genetic Engineering  & Biotechnology","Department of Virology",1125720,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_69"
"1194","Indian Council of Medical Research","Development of an herbal package with antidiarrhoeal activity & its popularization in a rural community","T.J. Birdi","The Foundation for Medical Research"," ",2626483,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_70"
"1195","Indian Council of Medical Research","Development of Anti-Ulcer Drug from Indian Medicinal Plant, Tectona Grandis","G. Palit","Central Drug Research Institute","Pharmacology Division",1615452,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_71"
"1196","Indian Council of Medical Research","Development of biological markers in pericardial fluid for determination of postmortem period of subjects of Chandigarh zone of Northwest India","D. Singh","P.G. Institute of Medical Education & Research","Department of Forensic Medicine",752106,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_72"
"1197","Indian Council of Medical Research","Development of method & compositions for improvement of biocompatibility of acrylic Intraocular Lenses","R.S. Haldar","Shriram Institute for Industrial Research"," ",1905332,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_73"
"1198","Indian Council of Medical Research","Development of Mycobacterial Antigen delivery system using Anthrax Toxin components","R. Bhatnagar","Jawaharlal Nehru University","Centre for Biotechnology",2040600,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_74"
"1199","Indian Council of Medical Research","Development of Scorpion Venom Antagonist from Indian Medical Plants","A. Gomes","Calcutta University","Department of Physiology",755000,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_75"
"1200","Indian Council of Medical Research","Development of synthetic plaster cast for Orthopaedic support","D.S. Mehra","Shriram Institute for Industrial Research"," ",1046480,24,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_76"
"1201","Indian Council of Medical Research","Development of visual analog scale for smile characteristic following Orthodontic treatment & its correlation with treatment outcome","O.P. Kharbanda","All India Institute of Medical Sciences","Department of Dental Surgery",537274,24,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_77"
"1202","Indian Council of Medical Research","Digitization electronic archiving indexing & retrieval system of the IJMR (ISSN 0971-5916) since inception (1913) to till date","K. Satyanarayana","Indian Council of Medical Research","Division of Publication & Information",864000,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_78"
"1203","Indian Council of Medical Research","Dissecting the CD40L - CD40  mediated signaling pathways in HIV infection","D. Mitra","National Centre for Cell Sciences"," ",393300,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_79"
"1204","Indian Council of Medical Research","Effect of Anti-Diabetic compound isolated from E. Jambolana (Fruit -pulp) on Diabetic complications in experimental animals","S.B. Sharma","University College of Medical Sciences & GTB Hospital","Deparatment of Biochemistry",1634938,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_80"
"1205","Indian Council of Medical Research","Effect of Dexamethasone & Hydrocortisone on HLA-G transcription","S.D. Agarwal","Sanjay Gandhi P.G. Institute of Medical Sciences","Department of Medical Genetics",1861861,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_81"
"1206","Indian Council of Medical Research","Effect of drugs (Neuritun, Cholecalciferol & Riluzole) on behavioural evaluation & tyrosine Hydroxylase Immunohistochemistry in rat model of Parkinson's disease","B. Krishna","Maulana Azad Medical College &  Associated Hospitals","Department of Physiology",1514872,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_82"
"1207","Indian Council of Medical Research","Effect of referral card on Neonatal Medical care seeking for institutional births in Urban Lucknow: Randomized control trial","S. Awasthi","Chhatrapati Shahuji Maharaj Medical University","Department of Paediatrics",866691,18,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_83"
"1208","Indian Council of Medical Research","Efficacy of intratympanic dexamethasone in the management of Tinnitus & its effect on improving quality of life - A clinical study","R.C. Deka","All India Institute of Medical Sciences","Department of E.N.T.",1041845,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_84"
"1209","Indian Council of Medical Research","Endothelial Nitric Oxidase synthase polymorphisms in Ischemic stroke in the young impact on Plasma Homocysteine concentration","R. Christopher","National Institute of Mental Health & Neuro Sciences","Department of Neurochemistry",565566,24,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_85"
"1210","Indian Council of Medical Research","Establishing a centre for developmental Genetics & Molecular medicine","T.C.A. Kumar","Hope Infertility Clinic & Research Foundation"," ",2102940,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_86"
"1211","Indian Council of Medical Research","Establishing facility for monitoring & survelliance of influenza virus activity in the north-east region","J. Mahanta","Regional Medical Research Centre"," ",2935800,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_87"
"1212","Indian Council of Medical Research","Establishment & characterization of cell lines from primary breast cancer","S. Saxena","Institute of Pathology"," ",1566932,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_88"
"1213","Indian Council of Medical Research","Establishment of virtual knowledge & resource centre for reagents, protocols & technology in context with research in HIV & AIDs","R.S. Paranjape","National AIDS Research Institute"," ",544320,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_89"
"1214","Indian Council of Medical Research","Estogen & Progesterone receptor status in Breast Cancer: Effect of oral contraceptive pills & hormone replacement therapy","H.S. Shukla","Banaras Hindu University","Institute of Medical Sciences",978706,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_90"
"1215","Indian Council of Medical Research","Evaluation of a novel tubulin - binding Noscapinoid, 9 - Bromon-Oscapine for the management of hormone responsive &  Refractory Breast Cancers","R. Chandra","Dr. B.R. Ambedkar Centre for Biomedical Research"," ",813632,24,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_91"
"1216","Indian Council of Medical Research","Evaluation of clinical, ultrasonographic & laboratory predictors of Preterm labour","R. Tripathi","Maulana Azad Medical College &  Associated Hospitals","Dept. of Obstetrics & Gynaecology",2800034,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_92"
"1217","Indian Council of Medical Research","Evaluation of Cyclophosphamide Pulse therapy as adjuvant in the management of Pemphigus","V.K. Sharma","All India Institute of Medical Sciences","Dept. of Dermatology & Venereology",1100040,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_93"
"1218","Indian Council of Medical Research","Evaluation of efficacy of platelet concentrate in the treatment of non union of fracture of long bones","R. Malhotra","All India Institute of Medical Sciences","Department of Orthopaedics",2624229,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_94"
"1219","Indian Council of Medical Research","Evaluation of plants sued in Ayurveda/Siddha for Anti Oxidant activity","B. Jaiprakash","K.L.E. Society College of Pharmacy","Dept.of Pharmacognosy & Phytochemistry",759349,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_95"
"1220","Indian Council of Medical Research","Evaluation of Polymerase Chain Reaction assay (PCR) for detection of HSV Genome in tear specimens as a rapid diagnostic tool for laboratory diagnosis of HSV Keratitis, particularly Stromal Keratitis &  a typical Epithelial","G. Satpathy","All India Institute of Medical Sciences","Dr. R.P. Centre for Ophthalmic Sciences",1653000,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_96"
"1221","Indian Council of Medical Research","Evaluation of protective role of Zinc in the regression of experimentally induced Colon Cancer","D.K. Dhawan","Panjab University","Department of Biophysics",872706,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_97"
"1222","Indian Council of Medical Research","Evaluation of the potential of PrPSC specific Anti bodies in diagnosis of PRION diseases","S. Subramanian","National Institute of Mental Health & Neuro Sciences","Department of Neurochemistry",430400,12,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_98"
"1223","Indian Council of Medical Research","Evaluation of the radio operative activity of zingiber officinale Rhizome in Mice exposed to different dose of GAMA radiation","G.C. Jagetia","Kasturba Medical College & Hospital"," ",1755900,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_99"
"1224","Indian Council of Medical Research","Evaluation of the role of free radical Homeostasis, cell adhesion Molecules, Nitric Oxide, HDL & associated gene Polymorphisms in relation to the risk & severity of Coronary Artery disease","N. Das","All India Institute of Medical Sciences","Department of Biochemistry",2014680,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_100"
"1225","Indian Council of Medical Research","Exploring the potential of consumable herbs of Kashmir region as a source of Signal Tranduction Modulators (STMs) to serve as modern drug leads","K. Andrabi","Kashmir University","Depatment of Biotechnology",2389896,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_101"
"1226","Indian Council of Medical Research","Expression levels of Estrogen receptors & cofactors in Breast Carcinoma","S. Lakshmi","Regional Cancer Centre","Division of Molecular Medicine",1269050,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_102"
"1227","Indian Council of Medical Research","Flow -  Cytometric analysis of DNA Polidy & cell cycle in Bucccal Mucosal cells in smokeless tobacco consumers","Y. Shukla","Indian Institute of Toxicology Research","Environment Carcinogenesis Division",2219925,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_103"
"1228","Indian Council of Medical Research","Fragile - X & related mental retardation syndromes: Screening by advanced diagnostic tools","K. Mukhopadhyay","Manovikas Biomedical Research & Diagnostic Centre","Institute for the Handicapped",1287088,24,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_104"
"1229","Indian Council of Medical Research","Functional Genomics based approach to novel Anti-Malarial targets & agents","N. Surolia","Jawaharlal Nehru Centre for Advanced Scientific Research","Molecular Biology & Genetic Unit",6334149,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_105"
"1230","Indian Council of Medical Research","Functional Genomics based approach to novel Anti-Malarial targets & agents","K. Suguna","Indian Institute of Science","Molecular Biophysics Unit",1776100,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_106"
"1231","Indian Council of Medical Research","Gene identification: A sequence based approach","S. Tiwari","Centre for Cellular & Molecular Biology"," ",2779500,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_107"
"1232","Indian Council of Medical Research","Genetic manipulation of Biosynthesis of Neurotoxin in Transgenic Lathyrus by expressing Oxalate Decarboxylase from Collybia Velutips","A. Datta","National Centre for Plant Genome Research"," ",5548976,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_108"
"1233","Indian Council of Medical Research","Genetic Polymorphism in Alcoholic Cirrhotics & Non-Cirrohotics","K.K. Kohli","P.G. Institute of Medical Education & Research","Department of Biochemistry",1662639,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_109"
"1234","Indian Council of Medical Research","Genetic predisposition to type I Diabetes in RICA community of Rajasthan: Immunogentic studies","N.K. Mehra","All India Institute of Medical Sciences","Transplant Immunology & Immunogenetics",1912092,24,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_110"
"1235","Indian Council of Medical Research","Genetic, Polymorphism & Gallstone Disease","B. Mittal","Sanjay Gandhi P.G. Institute of Medical Sciences","Department of Medical Genetics",1654065,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_111"
"1236","Indian Council of Medical Research","Genomic analysis of MHC Genes (HLA & Non HLA) in Type - 1 Diabetes in the Indian population","V. Mohan","Madras Diabetes Research Foundation"," ",1118128,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_112"
"1237","Indian Council of Medical Research","Genomic analysis of MHC Genes (HLA & Non HLA) in Type - 1 Diabetes in the Indian population","N.K. Mehra","All India Institute of Medical Sciences","Transplant Immunology & Immunogenetics",6165975,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_113"
"1238","Indian Council of Medical Research","Genomic analysis of MHC Genes (HLA & Non HLA) in Type - 1 Diabetes in the Indian population","A.H. Zargar","Sher-e-Kashmir University of Agriculture & Technology"," ",775899,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_114"
"1239","Indian Council of Medical Research","Health seeking behaviour & cost of treatment for tribal in Jharkhand State & the north eastern region","C. Sinha","Bhim Rao Ambedkar Bihar University"," ",1279922,24,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_115"
"1240","Indian Council of Medical Research","Hormonal regulation of Apolipoprotein E Gene expression in mice brain during aging","M.K. Thakur","Banaras Hindu University","Department of Zoology",1483495,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_116"
"1241","Indian Council of Medical Research","Identification of Leishmania Donovani Reservoir(s) in various animal species of endemic areas using species - specific antibodies","S. Singh","All India Institute of Medical Sciences","Division of Clinical Microbiology",122340,6,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_117"
"1242","Indian Council of Medical Research","Identification, purification & characterization of major & minor allergens of some clinic ally important allergens of India used for the diagnosis & immunotherapy of patients suffering with allergic Rhinitis","S.K. Bansal","Vallabhbhai Patel Chest Institute","Department of Biochemistry",993422,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_118"
"1243","Indian Council of Medical Research","Immunocapture based diagnostic assay for the detection of Plasmodium Falciparum HRP - 2 & LDH Antigen","D.N. Rao","All India Institute of Medical Sciences","Department of Biochemistry",896600,24,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_119"
"1244","Indian Council of Medical Research","Immunological studies in Lung derived cells, in newborn & adult rat with intratracheal instillation of Lung surfactant","S.N. Sanyal","Panjab University","Department of Biophysics",1680210,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_120"
"1245","Indian Council of Medical Research","Impact of HIV infection on latent TB among patients with HIV-TB co-infection","D.K. Mitra","All India Institute of Medical Sciences","Department of Transplant",444600,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_121"
"1246","Indian Council of Medical Research","Impact of HIV infection on latent TB among patients with HIV-TB co-infection*","S.K. Sharma","All India Institute of Medical Sciences","Department of Medicine",726480,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_122"
"1247","Indian Council of Medical Research","In vitro corrosion behaviour of chemically & thermally treated titanium alloys for biomedical applications","N. Rajendran","Guindy Engineering College","Guindy Engineering College",941072,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_123"
"1248","Indian Council of Medical Research","In Vitro models of Cerebral Stroke: Tool for evaluation of Neuroprotective potential of herbal drugs","A.B. Pant","Indian Institute of Toxicology Research","In Vitro Toxicology Laboratory",1530389,24,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_124"
"1249","Indian Council of Medical Research","Incidence of Quorum sensing mechanisms in Pseudomonas Aeruginosa: Common pathogen associate with Nosocomial infections","K. Harjai","Panjab University","Biomedical Science Block",464633,15,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_125"
"1250","Indian Council of Medical Research","Innate & adoptive immunity in children starting Anti-Retroviral drug in India","S. Swaminathan","Tuberculosis Research Centre","Division of HIV/AIDS",2263048,24,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_126"
"1251","Indian Council of Medical Research","Interaction of Paneth Cell Cryptdins with selected intestinal pathogens","P. Rishi","Panjab University","Department of Microbiology",941638,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_127"
"1252","Indian Council of Medical Research","Investigation of Antimicrobial activity of certain traditionally used plant species of Assam","L. Saikia","Assam Medical College & Hospital","Depatment of Microbiology",420000,24,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_128"
"1253","Indian Council of Medical Research","Investigation of COX - 2 & INOS induced programmed cell death in Cerbral Hypoxia","A. Katyal","Dr. B.R. Ambedkar Centre for Biomedical Research"," ",1905678,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_129"
"1254","Indian Council of Medical Research","Investigation of inborn errors of Metabolism using Tandem Mass Spectrometry","D. Nagaraja","National Institute of Mental Health & Neuro Sciences"," ",2874670,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_130"
"1255","Indian Council of Medical Research","Investigations on the regulation of transfer in receptor synthesis by Insulin","C.K. Mukhopadhyay","Jawaharlal Nehru University","Special Centre for Molecular Medicine",1669500,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_131"
"1256","Indian Council of Medical Research","Is Idiopathic chronic Pancreatitis a premalignant disease ?","P.K. Garg","All India Institute of Medical Sciences","Department of Gastroenterology",1343390,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_132"
"1257","Indian Council of Medical Research","Isolation & identification of anticancer principle from Mistletoes (Viscum Album) growing on various host trees","R.J. Anto","Rajiv Gandhi Centre for Biotechnology","Division of Cancer Biology",1037450,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_133"
"1258","Indian Council of Medical Research","Isolation of precusor cardiomyocyte from human Mesenchymal stem cells using novel autologous tissue conditioned media","S. Guhathakurta","International Centre for Cardiothoracic & Vascular Diseases","Dr. K.M. Cherian Heart Foundation",854612,24,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_134"
"1259","Indian Council of Medical Research","Kerala Survey of Alzheimer's & related disorders, 1999","K.J. Roy","Centre for Survey Research & Management Services"," ",637580,18,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_135"
"1260","Indian Council of Medical Research","Knowledge Network on Medicinal Plants & National Centre for Training & Technology Transfer","Y.S. Bedi","Indian Institute of Integrative Medicine","PME & Industrial Liaison Division",1380057,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_136"
"1261","Indian Council of Medical Research","Lcpufa status & birth outcome in India","K.S. Joshi","Pune University","School of Health Science",2136102,24,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_137"
"1262","Indian Council of Medical Research","Localization & cloning of Obesity Gene in Wnin mutant rat (Wnin/Ob)","N.V. Giridharan","National Institute of Nutrition","National Centre for Lab. Animal Science",3272892,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_138"
"1263","Indian Council of Medical Research","Long term changes in HRT & Visual fields in adult primary Glaucoma patients","R. Sihota","All India Institute of Medical Sciences","Dr. R.P. Centre for Ophthalmic Sciences",1070081,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_139"
"1264","Indian Council of Medical Research","Long term outcome in patients undergoing clipping of Intracranial Aneurysms","S.K. Gupta","P.G. Institute of Medical Education & Research","Department of Neurosurgery",567633,36,"2006-07","ICMR","Indian Rupees","Months","ICMR_2006-07_140"
