"","Funding_Agency","Project_Title","Investigator_Name","Institution_Name","Address1","Cost","Duration","Year","Funding_Agency_Short","Cost_Units","Duration_Units","ProjectID"
"110","Department of Scientific and Industrial Research","Focal length independent, high resolution wide frame, camera array & X-ray imager","J. Karthikeyan"," ","11, Vidya Nagar, Civil Aerodrome Post",1170000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_32"
"111","Department of Scientific and Industrial Research","Fully automatic cashew-nut breaking machine","P.R. Joshi"," ","Sadafuli, Row House No. 5, Alok Heights Phase No. 1, Ganeshnagar, Dhayari",40000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_33"
"112","Department of Scientific and Industrial Research","Instant Sewage Treatment Plant (e-STP)","S. Kumar"," ","Ecowater, Plot No. 11, Phase IV, IDA Chelapally",700000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_34"
"113","Department of Scientific and Industrial Research","Integrated security management system","P.M.K. Rajesh"," ","B-2, Arun Apartments, # 33, III Avenue, Indiranagar, Adyar",1000000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_35"
"114","Department of Scientific and Industrial Research","Intelligent fuel pump calibrator","M.Y. Khan"," ","H. No. 132, Kundli, District",650000,24,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_36"
"115","Department of Scientific and Industrial Research","Lengthwise zig-zag cutting of steel coils","P.K. Kambham"," ","# 78, 79  P&T Colony, Behind Apollo Hospital",700000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_37"
"116","Department of Scientific and Industrial Research","Low cost automatic cash depositor","R.S. Sinha","Indian Institute of Technology (K)","E-306, Hall - IV",95000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_38"
"117","Department of Scientific and Industrial Research","Low cost multi-media projector","S. Banerjee"," ","A-73, Burge Town,",285000,24,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_39"
"118","Department of Scientific and Industrial Research","Low temperature heat engine","G. Singh"," ","F-2658, Palam Vihar",712000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_40"
"119","Department of Scientific and Industrial Research","Merlyn D3 low cost modular bomb disposal robot with flexible chassis system","B.R. Barkey"," ","House No 213, Phulkian Enclave",500000,24,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_41"
"120","Department of Scientific and Industrial Research","Micro controller based custom designed overload relay","P. Das","Indian Institute of Technology (Kh)","B-206, Vikram Sarabhai Residential Complex",400000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_42"
"121","Department of Scientific and Industrial Research","Microprocessor based lubrication flow & inductive sensing & controlling device","E.N. Paliwal"," ","6, Bheru Bhati, Illaji Ka Neem",450000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_43"
"122","Department of Scientific and Industrial Research","Mobile crime & accident reporting platform","S. VijayKumar"," ","Sarovaram, K.P. 1/864, Convent Road, Muttada P.O.",800000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_44"
"123","Department of Scientific and Industrial Research","Nimble carpet shearing machine","N.K. Dongre"," ","Village Ikalbehari, Post Jam",400000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_45"
"124","Department of Scientific and Industrial Research","Pedestal wet grinder","S.S. Kumar"," ","Mudumpil Veedu, SPNRA-160, Temple Road, Thiruvallom P.O.",170000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_46"
"125","Department of Scientific and Industrial Research","Phnaton power eliminator","N. Joseph"," ","Greeshmum House, Jawahar Lane, Poonithura, P.O. Gandhi Square, Pettah",1200000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_47"
"126","Department of Scientific and Industrial Research","Pilot plant for de-salination of sea water","S. Kumar"," ","8/13/677-64A, USHAS, Sri Krishanandevaraya Nagar, Sri Nagar Colony Post, Yellareddyguda",1500000,10,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_48"
"127","Department of Scientific and Industrial Research","Planar Inverted F-Antenna for mobile communication (PIFA)","B. Ghosh","Indian Institute of Technology (Kh)","Department of Electronics & Electrical Communicaion Engineering",800000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_49"
"128","Department of Scientific and Industrial Research","Pooga sizing machine","G.P. Pidamale"," ","Pidamale, Aneesh Tech,, P.O. Kodungai, Bantwal Taluk, D.K.",360000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_50"
"129","Department of Scientific and Industrial Research","Real time flight data analyser","G. Gupta"," ","A-1, 301, White House Apartments, 6th Main, 15th Cross, RAT Nagar",1220000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_51"
"130","Department of Scientific and Industrial Research","Shoulder harness helmet","N. Mittu"," ","No. 88 B, Naga Kali Amman Koil Street, Sengotiah Colony, Gandhi Nagar, Sundarapuram P.O.",650000,14,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_52"
"131","Department of Scientific and Industrial Research","Smart solar irrigation unit","C. Sasidharan"," ","Chandra Bhawan, Thondankulangara, Thathampally, P.O. District Court Ward",850000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_53"
"132","Department of Scientific and Industrial Research","Snow breeze ice airconditioner","M.B. Lal"," ","D-30, Press Enclave, Saket",90000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_54"
"133","Department of Scientific and Industrial Research","Solar wafer/cell inspection equipment","T.K. Velayudham"," ","CG 52, Cinnamon Gardon, Vazhayila, Karakulam P.O.",1200000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_55"
"134","Department of Scientific and Industrial Research","Solar water heater using fused tube lights","S.B. Janakiraman"," ","18/6, Kalas Athimaram Street, Kalaspalayam",350000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_56"
"135","Department of Scientific and Industrial Research","Steerable headlights","S. Kodeboynia"," ","H.No. 3-9-41, Plot No. 87, Central Bank Colony, L.B. Nagar",75000,9,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_57"
"136","Department of Scientific and Industrial Research","Track every coin","V.V. Chadag"," ","#18, 15th Main, 16th Cross, Padmanabha Nagar",900000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_58"
"137","Department of Scientific and Industrial Research","Variable length pedal-crank assembly with doubling of torque","M.K. Mondal"," ","240/1, South Side",600000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_59"
"138","Department of Scientific and Industrial Research","Voice net","U. Sachdev"," ","B-23, Shantivan Apartments, New No. 97, Old No. 44, 2nd Main Road, Gandhinagar, Adyar",900000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_60"
"139","Department of Scientific and Industrial Research","Development of indigenous Radiotherapy Simulator(RTS) for radiation treatment of cancer","T.S. Elias","ELIM Meditech Private Limited","Manomer, West Kallukottam P.O.",3000000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_61"
"140","Department of Scientific and Industrial Research","Active bioconjugates 2-0 alpha pyranosyl L-ascorbic acid","J.R. Murti"," ","102, Leeladhar Enclave, Plot No43, 8/3/167/K/43, Kalyan nagar, Phase III",1200000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_62"
"141","Department of Scientific and Industrial Research","Cardiac analyser","C.T. Babeesh","G.A. College","Chellapra Thazham House, Iringallur",225000,24,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_63"
"142","Department of Scientific and Industrial Research","Development of a herbal skin-nourishing gel","S. Dey","Indian Institute of Technology (Kh)","Department of Biotechnology",520000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_64"
"143","Department of Scientific and Industrial Research","Development of Bhavana's Procto Tub","P.N. Vaidya"," ","33/4, Sudarshan Apartments, Swapna Nagari, Garkheda Parisar",500000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_65"
"144","Department of Scientific and Industrial Research","Drishticare-A Tele diagnosis platform for retinal experiment","G.D. Joshi","International Institute of Information Technology","Enterpreneurship Development Cell, Gadchibowli",1000000,16,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_66"
"145","Department of Scientific and Industrial Research","Heart throb-portable generic multi factor medical measurement unit","K. Mallick","Azure Software Private Limited","BH-50, Sector II, Salt Lake",1000000,15,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_67"
"146","Department of Scientific and Industrial Research","Innovative baghel devices","S. Singh"," ","SH-8/3-13-G-1, Ram Janki Dham Colony, Shivpur",750000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_68"
"147","Department of Scientific and Industrial Research","Interlock intraveneous canula","T.S. Raman"," ","C-27, Satya Marg, Hawa Sarak, Dundlod Colony",1000000,6,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_69"
"148","Department of Scientific and Industrial Research","Laryngotracheal stenosis","P. Kumar"," ","No. 65/3, Railway Quarters, East Colony, ICF",1400000,36,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_70"
"149","Department of Scientific and Industrial Research","Mrityunjay - An advanced electronic distant patient monitoring system","P. Parashar"," ","E - 2406, Sudama Nagar",750000,24,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_71"
"150","Department of Scientific and Industrial Research","Promotion of rapid thrombochek Test Kit","D.S. Velaskar"," ","527, Murli Govind Society, 4A, Ground Floor, Road No. 33, Khar (West)",850000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_72"
"151","Department of Scientific and Industrial Research","Scale-up & standardization of an economical commercially viable laboratory process to isolate y-Oryzanols from the waste products arising out of rice bran oil refineries","G. Prakash"," ","Flat No. 125, Lift No 11, Mansarovar Heights Phase-1, Near RTC Colony, Trimulgerry",1350000,24,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_73"
"152","Department of Scientific and Industrial Research","Simultaneous production of multiple digestive enzymes from microbial sources","S. Raghukumar"," ","Tamara, Machado's Cove, 313, Vaiguinnim Valley",1000000,24,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_74"
"153","Department of Scientific and Industrial Research","Development & demonstration of process for manufacture of Hydrogel at pilot plant scale","B.K. Jain","Earth International Private Limited","A-403, Somdutt Chamber -1, 5, Bhikaji Cama Place",8600000,27,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_75"
"154","Department of Scientific and Industrial Research","Banana cotton separator","M. Lalitha"," ","29A/1, Bryant Nagar, 8th Middle Street",500000,24,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_76"
"155","Department of Scientific and Industrial Research","Control release crop fertilizer with additives","J. Barochia"," ","B-54, Vraj Vatika Society, Near Jalaram Temple, New Sama Road",350000,16,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_77"
"156","Department of Scientific and Industrial Research","Development of improved seed drill","G. Dave","National Innovation Foundation (NIF)","Bunglow No. 1, Satellite Complex, Near Sattelite Tower, Jodhpur Tekra Satellite",450000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_78"
"157","Department of Scientific and Industrial Research","Manually operated wheat reaper","K.V. Singh"," ","Village Mataur P.O. Daurala",150000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_79"
"158","Department of Scientific and Industrial Research","Multi-crop portable circular oil expeller","B. Lohar"," ","Vill. Kirki Chowki, P.O. Dundia, Tehsil Mavli",164000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_80"
"159","Department of Scientific and Industrial Research","Optimization of production technology for the commercialization of Shrimpactiva (Algal Bioactive) for proactive Shrimp Disease management","A. Manilal"," ","Pattathil House, Pattathanam P.O.",500000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_81"
"160","Department of Scientific and Industrial Research","Peeling device (machine) for banana stem","A. Khatri"," ","Ashish Villa, 86, D-Block Hiran Magri, Sector 14",100000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_82"
"161","Department of Scientific and Industrial Research","Process optimization & production of novel probiotic consortium (Synshrimp) for eco-friendly shrimp farming","S.S.G.V. Mandiram,"," ","G.V. Mandiram, Chavarcode, Parippally",500000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_83"
"162","Department of Scientific and Industrial Research","Product development of sugarcane bud chipper","R. Vishwakarma"," ","Vill. & P.O. Mekh, Taluka Gotegaon",250000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_84"
"163","Department of Scientific and Industrial Research","RSW Chiller","C.V. Varghese"," ","Building No. XIX-398, Behind CSI Church, Thaivelikkakam Lane, H.M.T. Road",250000,12,"2008-09","DSIR","Indian Rupees","Months","DSIR_2008-09_85"
"164","Department of Scientific and Industrial Research","Solar powered DC/BLDC Motor operated Kerosene Dispensing Unit with Biometric/Bar code Access Control for PDS","S.K. Neogi"," ","155, Kumarapara Road, P.O. Rajpur",1200000,18,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_1"
"165","Department of Scientific and Industrial Research","Electrical Tramsmission tower damaged protection monitor","S.K. Choubey"," ","MIG - 604, LIG Ground, Padmanabhpur",130000,18,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_2"
"166","Department of Scientific and Industrial Research","Multi-Radio data communication system for wireless Active RFID/Sensor network","S. Roy"," ","Flat No. B12/9, Golf Green, Phase 1",1200000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_3"
"167","Department of Scientific and Industrial Research","Non-electric Water Level Indicator","V. Aggarwal"," ","MM- 172, Sector D-1, LDA Colony, KPR Road",500000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_4"
"168","Department of Scientific and Industrial Research","Fabrication of high energy planetary mill & low temperature synthesis of Tungsten-Carbide & Cobalt composite powder at nano scale using the same","P. Prakash"," ","J-492, World Bank Colony",1200000,24,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_5"
"169","Department of Scientific and Industrial Research","Improved machine interface - a replacement to mouse","A. Saxena"," ","A 57A, 2nd Floor, Lane No. 3, Paryavaran Complex, IGNOU Road, Saket",987000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_6"
"170","Department of Scientific and Industrial Research","Portable microchip slide projector (teaching aid)","C.N. Bairagya"," ","Someswartala, P.O. Memari, District",987000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_7"
"171","Department of Scientific and Industrial Research","Development of sensor-based systems for estimation of Fluoride & E. Coli in drinking water","A.Q. Contractor"," ","D-302, Powai Park, High Street, Hiranandani Garden",1120000,24,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_8"
"172","Department of Scientific and Industrial Research","Development of filler grade PTFE powder & recycling PTFE srap material","A. Lakshmanan","Saveethea Engineering College","Department of Physics",1250000,36,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_9"
"173","Department of Scientific and Industrial Research","Portable front-loaded washing machine without concrete structure","N. Mulchandani"," ","X-45A, Flat No. 17, 2nd Floor, Godrej & Boyce Quarter, Pirojshanagar, Station Side Colony, Vikhroli (East)",300000,18,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_10"
"174","Department of Scientific and Industrial Research","Development of Piezoelectric Transformers","S.K. Mishra","Hindustan Institute of Technology","Department of R&D & Institute Industry Interaction, Plot No.. 32-34, Knowledge Park III",1000000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_11"
"175","Department of Scientific and Industrial Research","Bathrooms for the safety of elderly","M. Gautam","National Institute of Design","National Design Business Incubator, Paldi",1000000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_12"
"176","Department of Scientific and Industrial Research","Multimodal interaction systems for urban children for playing computer games","S. Pandya","National Institute of Design","National Design Business Incubator, Paldi",1400000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_13"
"177","Department of Scientific and Industrial Research","Innovation on Normal Scaife i.e. GEM-Polishing wheel for gem polishing application","T.R. Kansara"," ","D-3, Arvind Nagar Society, 12/222, Luncikuli-Sindhi Camp Road, Near Ambica Auto-Riksha Stand",1295000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_14"
"178","Department of Scientific and Industrial Research","Cabinet of Personal Computer","T. Bhargavi"," ","W/O Shri Seelam Ranga Reddy, Vill. & P.O. T. Chalmamidi, B. Kottakola (Mandal), Madanpalli (SO)",500000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_15"
"179","Department of Scientific and Industrial Research","Faucets (Washbasin & bathroom taps) with independent control of temperature & flow","K.N.S.R. Reddy"," ","No. 462, IV Main, Rajamahal Vilas Stage II",60000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_16"
"180","Department of Scientific and Industrial Research","Products designed to maintain temperature without the need to continuous power","A. Rai"," ","S-19, Panchshila Park",1400000,24,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_17"
"181","Department of Scientific and Industrial Research","High energy density capacitor development","B. Gupta"," ","66, Keluskar Road, Saiprasad Building, Shivaji Park, Dadar",1100000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_18"
"182","Department of Scientific and Industrial Research","Light duty variable displacement compressor","S.S. Dutta"," ","Mohanta Para (Lane Opp. To Senior Citizens Park)",130000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_19"
"183","Department of Scientific and Industrial Research","Retractable auto disposable syringes","R.N. Shukla","Kashibai Navale Hospital & Medical College","C-101, Doctors Quarters, Ambegaon (Near Western Bypass Pune-Bangalore Highway)",250000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_20"
"184","Department of Scientific and Industrial Research","Synthesis of carbon nanotubes loaded with metal nanoparticles for application as electrodes in fuel cells","S.P. Somani"," ","Vijaynagar, Building No. 3, B-Wing, 4th Floor, Dhayari, Sinhgad Road",75000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_21"
"185","Department of Scientific and Industrial Research","Instant Sewage Treatment Plant (e-STP)","T.S. Kumar"," ","Ecowater, Plot No. 11, Phase IV, IDA, Cherlapally",700000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_22"
"186","Department of Scientific and Industrial Research","Development of cost effective new generation Electronic Energy Meter for domestic use","S. Sengupta"," ","FD - 425, SaltLake, Sector 3",1000000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_23"
"187","Department of Scientific and Industrial Research","Natural potassium extract from agricultural organic source","M. Medasani"," ","504, Prithvi Block, My Home Navadweepa",700000,14,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_24"
"188","Department of Scientific and Industrial Research","Nutraceutical composition containing egg yolk derived Anti-Diarrhoeal agent","S.B. Kamath","Bio Genics","Bio Genics, Veena Plaza, P.B. Road, Unkal",650000,24,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_25"
"189","Department of Scientific and Industrial Research","Prickly pear (Opunita) products - The New Emerging Neutraceuticals","S.C.K. Reddy"," ","C/o B. Sujatha, Door No. 18-1-407, Bhavani Nagar, District Chitoor",200000,18,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_26"
"190","Department of Scientific and Industrial Research","Bio conversion of feather - A poultry waste to high nutritive value feed using Keratinases","V.V. Lakshmi"," ","3 A, Pratap Palace Apartment, Padmavati Nagar",700000,24,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_27"
"191","Department of Scientific and Industrial Research","Minicipal solid waste Window Turner","R. Bardia"," ","18, Kanchan Bagh, 401, Princes Regency, Opp. Samvosharan Jain Temple",900000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_28"
"192","Department of Scientific and Industrial Research","Testing of pollution control device, dry screbber at ARAI, Pune","C. Sen"," ","M-2, D Sector, LDA Colony, Kanpur Road",400000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_29"
"193","Department of Scientific and Industrial Research","Bulk synthesis of carbon nanotubes","P.R. Somani"," ","Vijaynagar, Building No. 3, B-Wing, B-14, Dhayari, Near Dharashwar Mandir, Sinhgad Road",1000000,24,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_30"
"194","Department of Scientific and Industrial Research","Handwriting improvement slate","S.B. Raju"," ","1-5-565, Balaji Colony",400000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_31"
"195","Department of Scientific and Industrial Research","Digitally controlled three dimensional bill board","M. Ali"," ","Rose Gardens, Kulakkarappadom Road, W. Kakkanadu P.O.",800000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_32"
"196","Department of Scientific and Industrial Research","Peptone biotech","N.N. Rao"," ","C-74, Madhura Nagar",1000000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_33"
"197","Department of Scientific and Industrial Research","Multi-level automated two-wheeler parking unit","S. Venkataraman"," ","20A, Raman Street, Chitlapakkam",950000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_34"
"198","Department of Scientific and Industrial Research","Mechanical automatic sliding door closer","D. Thulasi"," ","No. 21/A, China Thanbi Street, Vyasarpadi",325000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_35"
"199","Department of Scientific and Industrial Research","Self propelled 3-row potato seeding device","S.K.A. Aziz"," ","Krishna Bazar, G.T. Road, Memari",400000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_36"
"200","Department of Scientific and Industrial Research","Application turned lacquering process on solid bamboo species to make non-toxic, eco-friendly toy & accessories for children","A. Paul","National Institute of Design","Toy Centre",400000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_37"
"201","Department of Scientific and Industrial Research","Indian sink utensils washer","J.K. Gandhi"," ","W/o Shri Maneet Singh Gandhi, 10, Guru Govind Pura Colony, Airport Road",400000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_38"
"202","Department of Scientific and Industrial Research","Vaneer laminated lumber","G. Baskaran"," ","307, Ayyavu Street, West Main Road",450000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_39"
"203","Department of Scientific and Industrial Research","Development of Elisa kits for Thyroid Stimulating Hormone (TSH), Thyroxine (T4) & 3,5,3 - Tridothyronine (T3)","G. Lakshmikumari","Ambala College of Engineering & Applied Research","Devasthali (Mithapur)",1000000,24,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_40"
"204","Department of Scientific and Industrial Research","Embedded hanrdware based security solutions","V. Srivastava"," ","No. 12, 4th C Cross, 2nd  A Main East of NGEF, Kasturi Nagar",800000,24,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_41"
"205","Department of Scientific and Industrial Research","Automated multilevel modular system for parking vehicles","J. Abraham"," ","Mannah, SP 17/329, Gandhipuram, Sreekaryam P.O.",1250000,24,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_42"
"206","Department of Scientific and Industrial Research","Recycling of Tungsted Carbide Scarp Material by a cost effective process","A. Jeyakannan"," ","Plot No 11 & 36, Cholapuram Extension, Nochi Vayal Pudur Road, Tiruverumbur",650000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_43"
"207","Department of Scientific and Industrial Research","Design of eco-friendly leisure boat","G.M. Nair"," ","No. 68, Nehru 4th Street, Kumaran Nagar, Padi",1000000,24,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_44"
"208","Department of Scientific and Industrial Research","ACCEPTOR","S. Mungali","National Institute of Design","National Design Business Incubator, Paldi",1100000,24,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_45"
"209","Department of Scientific and Industrial Research","Community lighting from the use of hand pump","S. Das"," ","P-2, Block B, Lake Town",150000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_46"
"210","Department of Scientific and Industrial Research","Evolutionary glass slumping technology within the realms of art, architecture & sciences","A.S. Ramgir","National Institute of Design","National Design Business Incubator, Paldi",1350000,24,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_47"
"211","Department of Scientific and Industrial Research","Project Y-Cook - Convenient to eat, multidish just eat food in thermoformed interlockable multilayer rigid containers","H.J.L. Swahar"," ","201, Green Castle, # 40 Annswamy Mud Road, Ulsor",1332000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_48"
"212","Department of Scientific and Industrial Research","Coustomized vermicompost","K.S. Reddy"," ","6-1-224, Sri Sadan, III Cross, Varadaraja Nagar, K.T. Road",62000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_49"
"213","Department of Scientific and Industrial Research","Development of Automatic Bamboo Strip & Incense Stick Making Machine","P.K. Panchal"," ","302, Kalpataru Complex, Behind Premchand Nagar Road, Satyagarh Chhavni Road, Satellite",350000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_50"
"214","Department of Scientific and Industrial Research","Development of speech enabled chest vibrometer","B.K. Chakravarthy"," ","11/3, KMC Quarter",75000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_51"
"215","Department of Scientific and Industrial Research","Design & development of water disinfection process controller","P. Kalpana","P.S.G. College of Technology","Department of ECE, Peelamedu",70000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_52"
"216","Department of Scientific and Industrial Research","Development of bioactive wound dressings","L. Sasikala"," ","2/28 B, Arul Murugan Thottam, Pillaiyappam Palayam (Post) Annur",70000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_53"
"217","Department of Scientific and Industrial Research","Indirect type solar drier for prcoessing food products","N.H. Kela"," ","S-14, Adarsh Nagar",74000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_54"
"218","Department of Scientific and Industrial Research","Development of filtered air supplying device for helmets","V. Bhatia"," ","B-1/303, Lok Upvan - 1, Gladys Alwares Road",75000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_55"
"219","Department of Scientific and Industrial Research","Vehicle driver monitoring system","K.P. Premchandran"," ","Viji Villa",25000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_56"
"220","Department of Scientific and Industrial Research","Insype","K.T.D. Prasad"," ","Plot No. 217, TC 6/PTP Nagar",75000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_57"
"221","Department of Scientific and Industrial Research","Electric steering for car","A.C. Arokiasamy"," ","16/67, Gandhi Nagar, Madukkarai",75000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_58"
"222","Department of Scientific and Industrial Research","Wireless transmission of power","H. Trivedi","Vellore Engineering College","c/o General Manager, VIT-TBI",75000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_59"
"223","Department of Scientific and Industrial Research","Foot operated mechanical fingers","V.G. Sridhar","Vellore Institute of Technology","SMBS",70500,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_60"
"224","Department of Scientific and Industrial Research","Mobile presence authentication system","D. Singh"," ","G.T. Road, New Road, Kulti",75000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_61"
"225","Department of Scientific and Industrial Research","Development of multi-layer scannable voice output communication aid & special access switches","S. Patra"," ","Krishnakali Housing Society, Chhota Tangra",75000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_62"
"226","Department of Scientific and Industrial Research","Development of a novel method for biometric recognition","N. Shenoy","Indian Institute of Technology (Kh)","C-105, R.P. Hall",70500,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_63"
"227","Department of Scientific and Industrial Research","Automatic cooler regulator","N. Kumar"," ","Narayana Construction, Near Dauji Temple, Goswami Chowk",75000,12,"2009-10","DSIR","Indian Rupees","Months","DSIR_2009-10_64"
