NOMBRE DEL SUJETO DE APOYO,NOMBRE DEL PROYECTO,SECTOR,MONTO
"NUCITEC, S.A. DE C.V.",EXPRESION Y SECRECION DE LA PROTEINA RECOMBINANTE BETA CASEINA A2 PARA SER UTILIZADA EN LA FABRICACION DE SUPLEMENTOS ALIMENTICIOS,BIOTECNOLOGIA ,618000
"VALUE SIGHT, S.A.P.I. DE C.V.",SISTEMA OPTOELECTRONICO DE RECONOCIMIENTO INTELIGENTE PARA GESTION Y COMERCIALIZACION DE TEXTILES,TECNOLOGIAS DE LA SALUD,1700391
TRYOUTS COLLISEUM SAPI DE CV,"SERVICIO DE PERSONALIZACION DE VIDEOJUEGOS SERIOS CON BASE A UN CONJUNTO DE PRUEBAS, BAJO DEMANDA.",MULTIMEDIA Y TECNOLOGIAS MOVILES ,582500
SONORA INNOVA S.A. DE C.V.,CONSOLIDACION DE UN CENTRO DE INGENIERIA VITIVINICOLA EN EL ESTADO DE SONORA,AGROALIMENTARIA Y ACUICULTURA,542000
"TAIRDA INNOVATIONS, S.A. DE C.V.","ROMI, ROBOT MODULAR INTELIGENTE PARA APLICACIONES EDUCATIVAS",MULTIMEDIA Y TECNOLOGIAS MOVILES,355000
"TECNOLOGIAS COMPUTARIZADAS PARA MANUFACTURA, S.A. DE C.V.","INVESTIGACION, DESARROLLO TECNOLOGICO Y ELABORACION DE PROTOTIPO DE SCANNER TRIDIMENSIONAL PARA USO ORTOPEDICO PARA EL PIE DIABETICO. SEGUNDA ETAPA ""ENSAMBLE AUTOMATIZADO DE MALLAS MULTIPLES""",TECNOLOGIAS APLICADAS A LA SALUD,599500
"CENTRO DE INVESTIGACION EN POLIMEROS, S.A. DE C.V.",GENERACION DE INFRAESTRUCTURA PARA EL DESARROLLO DE NUEVAS RESINAS AMIGABLES CON EL MEDIO AMBIENTE PARA SU USO EN RECUBRIMIENTOS ARQUITECTONICOS E INDUSTRIALES,TECNOLOGIAS LIMPIAS Y ENERGIAS RENOVABLES,1475354
INDUSTRIAS NUTRIGRAINS S.A.P.I DE C.V.,ESCALAMIENTO PILOTO DE UN PROCESO SEMICONTIUNO DE LA TECNOLOGIA NUTRIGRAINS PARA LA OBTENCION DE PROTEINA VEGETAL HIBRIDA,AGROALIMENTARIA Y ACUICULTURA,3434968
"HERNANDEZ RAMIREZ, JORGE ALBERTO",DISENO Y DESARROLLO DE TECNOLOGIA PORTATIL PARA LA DETECCION TERMOGRAFICA DE PLAGAS Y SU CONTROL A TRAVES DE METODOS CRIOGENICOS Y ATMOSFERAS MODIFICADAS.,MULTIMEDIA Y TECNOLOGIAS MOVILES,872275
"REACH INNOVATION, S.A. DE C.V.",CONSTRUCCION E INNOVACION EN PROTOTIPO DE CONCENTRADOR PARABOLICO SOLAR ADAPTADO AL AHORRO DE COMBUSTIBLES DEL SECTOR INDUSTRIAL.,TECNOLOGIAS LIMPIAS Y ENERGIAS RENOVABLES,1517240
RELATS LEON S.A. DE C.V.,IMPLEMENTACION DE UN PROCESO PILOTO DE MANUFACTURA DE PRODUCTOS AISLANTES Y REFLEJANTESˇ PARA LA PROTECCION DE SISTEMAS AUTOMOTRICES,SISTEMAS DE MANUFACTURA AVANZADA,1742000
AUTOMATISCHE TECHNIK MEXICO S.A DE C.V,PROSPECTO DE NEGOCIO DE LA MAQUINA PARA LA COLOCACION DE TAPAS,SISTEMAS DE MANUFACTURA AVANZADA,1640240
"CRISER, S.A. DE C.V.",FORTALECIMIENTO DE LA INFRAESTRUCTURA DE INVESTIGACION Y DESARROLLO DEL CENTRO DE TECNOLOGIA CRISER,SISTEMAS DE MANUFACTURA AVANZADA,2400710.5
RHEOMOD DE MEXICO S.A.P.I. DE C.V.,POLIMEROS RAMIFICADOS COMO ADITIVOS DE ESPECIALIDAD. DESARROLLO Y VALIDACION DE PROTOTIPOS,MATERIALES AVANZADOS,915221
TECNOLOGIAS NETEMEDICAL S. A. P. I.  DE C.V.,INTEGRACION Y VALIDACION DE PROTOTIPO FINAL DE PLATAFORMA INTEGRAL DE TELEMEDICINA,TECNOLOGIAS APLICADAS A LA SALUD,3321500
GRUPO ALIMENTARIO FARMACEUTICA INDUSTRIAL S.A. DE C.V.,ESTRATEGIA PARA LA COMERCIALIZACION DE ALKALITA(TM) EN LA CONSERVACION DE PRODUCTOS AGROINDUSTRIALES,AGROALIMENTARIA Y ACUICULTURA,192876.36
"PINA GUTIERREZ, JOSE MANUEL",PROYECTO DE INVERSION PARA PRODUCIR ALIMENTOS BALANCEADOS PELETIZADOS A BASE DE ZACATES Y LEGUMINOSAS TROPICALES DE ALTO CONTENIDO PROTEICO,AGROALIMENTARIA Y ACUICULTURA,2883300
SOLO CAFE DE CALIDAD S.DE R.L DE C.V,"CENTRO DE DISENO Y DESARROLLO DE TECNOLOGIAS LIMPIAS, INCORPORACION DE POSGRADOS, EQUIPAMIENTO E INSTRUMENTACION DE AREAS DE PRUEBA PARA REFORZAR LAS CAPACIDADES INTERNAS Y BRINDAR SOLUCIONES INNOVADORAS SOSTENIBLES AL SECTOR AGROALIMENTARIO",AGROALIMENTARIA Y ACUICULTURA,4809307.2
KU-BO. FINANCIERO SAPI DE CV SOFOM ENR,VALIDACION Y ESCALAMIENTO DEL MODELO DE PRESTAMOS ENTRE PERSONAS DE KUBO FINANCIERO,MULTIMEDIA Y TECNOLOGIAS MOVILES,1300000
AXIS INGENIERIA S.A. DE C.V.,IMPLEMENTACION DE UN SISTEMA TELEMETRICO DE MONITOREO DE PLAYAS: HERRAMIENTA PARA EL MANEJO COSTERO,MULTIMEDIA Y TECNOLOGIAS MOVILES,1500406
"TIERRA FORTIFICADA, SA DE CV",CREACION DE UN CENTRO DE INVESTIGACION Y DESARROLLO DE TECNOLOGIAS INNOVADORAS ENFOCADAS A LAS ESTRUCTURAS DE PAVIMENTO PARA PROPORCIONARLES CARACTERISTICAS SUPERIORES A LA DE LOS MATERIALES CONVENCIONALES,MATERIALES AVANZADOS,2858391
"INNOVATECNOLOGIA & PROCESOS, S.A. DE C.V.",PLAN DE ACCION PARA LA IMPLEMENTACION DE UNA ESTACION DE CARGA INNOVADORA CON EL USO DE ENERGIAS RENOVABLES APLICADA A LANCHAS HIBRIDAS Y VEHICULOS CON MOTOR ELECTRICO (CONTINUACION DEL PROYECTO 193732),TECNOLOGIAS LIMPIAS Y ENERGIAS RENOVABLES,2042477.89
"BIBLIOTECAS GENOMICAS, SA DE CV",DISENO DE UNA HERRAMIENTA PROTOTIPO PARA LA DETECCION TEMPRANA DEL SINDROME METABOLICO Y DIABETES MELLITUS CON BASE EN TECNOLOGIA DE ADN,TECNOLOGIAS APLICADAS A LA SALUD,4275000
"BASTO PADRE,YUZMARG ROLANDO","DESARROLLO DE UN PROTOTIPO DE BASTON GUIA PARA PERSONAS CON DISCAPACIDAD VISUAL, MEDIANTE LA UTILIZACION DE TECNOLOGIAS DE LA INFORMACION",TECNOLOGIAS APLICADAS A LA SALUD,2613000
GRUPO PERFIMEXA SA DE CV,PRUEBAS FINALES DE PRODUCCION PILOTO Y VALIDACION PRECOMERCIAL DE UN NUEVO HORNO DE RECALENTAMIENTO DE ALTA EFICIENCIA ENERGETICA Y BAJO IMPACTO ECOLOGICO PARA LA PRODUCCION DE PIEZAS DE ACERO 1075 DE ALTA RESISTENCIA,TECNOLOGIAS LIMPIAS Y ENERGIAS RENOVABLES,3523000
"AUGUSTO LEON CASTILLO, SERVICIO Y MANTENIMIENTO SA DE CV",DISENO INNOVADOR DE UN AEROGENERADOR TIPO SAVONIUS HELICOIDAL PARA LA GENERACION DE ENERGIA ELECTRICO,TECNOLOGIAS LIMPIAS Y ENERGIAS RENOVABLES,1154988.8
ALIANZA CON LA BIOSFERA S.A.P.I. DE C.V.,FORTALECIMIENTO DE CAPACIDADES DEL CENTRO DE ID ALIBIO-SCIENCE, AGROALIMENTARIA Y ACUICULTURA,1689000
BIOQUALITUM SA DE CV,CONSOLIDACION DE UNA EMPRESA BIOTECNOLOGICA INNOVADORA PARA LA PRODUCCION DE BIOFERTILIZANTES DE ULTIMA GENERACION AMBIENTE-ESPECIFICOS QUE AYUDEN A INCREMENTAR LA RENTABILIDAD DE LA AGRICULTURA EN MEXICO Y A REDUCIR LA CONTAMINACION AMBIENTAL,BIOTECNOLOGIA,1077200
SERVICIOS Y SUMINISTROS EN INFORMATICA SA DE CV,ESTUDIO DE LAS CONDICIONES DEL MERCADO PARA LLEVAR A CABO LAS ESTRATEGIAS CORRECTAS DE COMERCIALIZACION DEL EQUIPO DE MONITOREO SATELITAL KAXAN-HA,MULTIMEDIA Y TECNOLOGIAS MOVILES,1592500
ASESORIA GLOBAL AMBIENTAL S. DE R.L. DE C.V.,GENERACION Y COMERCIALIZACION DE ENERGIA ELECTRICO A PARTIR DE BIOENERGETICOS OBTENIDOS EN TRATAMIENTO ANAEROBICO DE AGUAS RESIDUALES INDUSTRIALES CON ALTA CARGA ORGANICA.,TECNOLOGIAS LIMPIAS Y ENERGIAS RENOVABLES,2334187
"SAFLOSA INDUSTRIA REAL, S.A. DE C.V.",CREACION DE CENTRO DE INVESTIGACION EN BIOTECNOLOGIA AGROINDUSTRIAL,BIOTECNOLOGIA,2893760
"PROYECTOS, ESTRUCTURAS Y CONSTRUCCIONES CIVILES, S.A. DE C.V.",SISTEMA DE FILTRACION DE ARSENICO Y METALOIDES SIFILAM,SISTEMAS DE MANUFACTURA AVANZADA,4816500
VIRETEC GESTION Y DESARROLLO S.A. DE C.V.,IMPLEMENTACION DE TECNICAS LIMPIAS DE EXTRACCION LIQUIDO-LIQUIDO PARA LA RECUPERACION DE ZINC A PARTIR DE HUMOS DE FUNDICION,TECNOLOGIAS LIMPIAS Y ENERGIAS RENOVABLES,1330917.89
"DESARROLLO DE ESTRUCTURAS METALICAS DE CARACHA, S.A. DE C.V.","VALIDACION EN FASE PILOTO DE INVERNADERO PROTOTIPO MODELO ARQUIN 3R UNICO EN SU TIPO A NIVEL MUNDIAL, PARA LA INTEGRACION DE UNA ESTRATEGIA EFECTIVA DE TRANSFERENCIA AL SECTOR AGROALIMENTARIO",AGROALIMENTARIA Y ACUICULTURA,821800
"INNOSALUD, S.A. DE C.V.",MODULO DIGITAL DE AUTOCONTROL Y SEGUIMIENTO INALAMBRICO DE PARAMETROS CLINICOS PREDISPONENTES DE SINDROME METABOLICO CON RETROALIMENTACION Y APOYO MEDIANTE TELEFONO CELULAR,ECO-2013-C01-211428,6445600
BIOMEDICINA MOLECULAR APLICADA  S.A.P.I. DE C.V.,PLAN DE NEGOCIOS SOBRE LABORATORIO PARA DIAGNOSTICO DE LA TBE EN GANADO BOVINO LECHERO.,BIOTECNOLOGIA,430000
ALOS MANTENIMIENTO INTEGRAL SA DE CV,"DISENO E IMPLEMENTACION DE UN LABORATORIO DE AUTOMATIZACION DE EQUIPOS Y PROCESOS APLICADOS  A SISTEMAS DE VENTILACION, CALEFACCION Y AIRE ACONDICIONADO (HVAC)",SISTEMAS DE MANUFACTURA AVANZADA,930650
"OPERADORA DE GRANOS ALMACENADOS, S.A. DE C.V.",INTRODUCCION AL MERCADO CANADIENSE DE UN SISTEMA DE APLICACION DE OZONO EN GRANOS ALMACENADOS.,AGROALIMENTARIA Y ACUICULTURA,4868000
"GUANTES VITEX, S.A. DE C.V.",CREACION DE LA UNIDAD DE INNOVACION VITEX PARA EL DESARROLLO DE NUEVOS PRODUCTOS Y PROCESOS.,MATERIALES AVANZADOS,3124184.53
"JARILLO RODRIGUEZ,SERGIO","CREACION Y CONSOLIDACION DE UNA PLANTA PILOTO PARA LA EVALUACION Y PRODUCCION DE LIXIVIADO DE RAQUIS DE PLATANO DOMINICO (MUSA AAB SIMMONDS), COMO ESTRATEGIA PARA REFORZAR LA COSECHA Y COMERCIALIZACION DE PLATANO EN LA REGION DE TLAPACOYAN, VERACRUZ.",AGROALIMENTARIA Y ACUICULTURA,2019594.06
INNOVACION Y COMPETITIVIDAD SA DE CV,DESARROLLO DE UNA SOLUCION SOFTWARE PARA LA VIGILANCIA TECNOLOGICA,MULTIMEDIA Y TECNOLOGIAS MOVILES,500000
GABAN SERVICIOS TECNOLOGICOS SA DE CV,"PROYECTO PILOTO DE LA NUEVA LINEA DE NEGOCIO DE SERVICIOS DE GENOMICA PERSONALIZADA PARA LA GENERACION DE VALOR SOCIAL: BANCO DE ADN, GENOTIPIFICACION Y BIOINFORMATICA (BASE DE BIODATOS)",TECNOLOGIAS APLICADAS A LA SALUD,1700300
INTEGRADORA DE NEGOCIOS LUNA DEL COLLADO SA DE CV SOFOM ENR,PREVENCION DE FRAUDE POR MEDIO DE AUTENTICACION BIOMETRICA DE VOZ,MULTIMEDIA Y TECNOLOGIAS MOVILES,1990063
CIMA DE BC SA DE CV,PRUEBAS FINALES DE PROTOTIPO FUNCIONAL DESARROLLANDO UN ADHESIVO EPOXICOS MICROENCAPSULADO A TEMPERATURA AMBIENTE PARA LA FABRICACION DE MICROCIRCUITOS ELECTRONICOS,MATERIALES AVANZADOS,2018400
"INGENIO LA GLORIA,S.A.",DESARROLLO DE UN PROCESO BIOTECNOLOGICO PARA LA SUPRESION DE CONTAMINANTES MICROBIANOS Y MEJORA DE LA CALIDAD DE DESTILADOS PARA BIOETANOL.,BIOTECNOLOGIA,1633000
DESARROLLOS AGROPECUARIOS DEL ALTIPLANO S.P.R. DE R.I.,BIOREFINERIA PILOTO PARA LA PRODUCCION  DE BIOPRODUCTOS PARA LA NUTRICION AVANZADA Y ALIMENTACION A PARTIR DE AGAVE ATROVIRENS.,BIOTECNOLOGIA,1214896.67
NUTRAVIA S.A. DE C.V.,DESARROLLO TECNOLOGICO DE UN NUEVO PROCESO DE FRACCIONAMIENTO DE POLICOSANOLES Y FITOESTEROLES A PARTIR DE EXTRACTOS DE FLORA MEXICANA.,BIOTECNOLOGIA,420000
"GBS GLOBAL, S.A. DE C.V.",DESARROLLO DE NUEVOS PRODUCTOS TOPICOS BIORGANICOS PARA EL TRATAMIENTO DE MICOSIS CUTANEAS SUPERFICIALES DE HUMANOS POR ACCION DE FITOMOLECULAS PRESENTES EN EXTRACTOS VEGETALES.,BIOTECNOLOGIA,799000
BIOFERTILIZANTES MEXICANOS S.A DE C.V,NUEVOS BIOFERTILIZANTES A BASE DE MICROORGANISMOS CON ACCION SINERGICA CON BENEFICIOS TECNOLOGICOS Y AMBIENTALES SUPERIORES A LOS FERTILIZANTES QUIMICOS CONVENCIONALES.,BIOTECNOLOGIA,815000
"CENTRO DE INVESTIGACIONES BIOLOGICAS DEL NOROESTE, S.C.","MEJORAMIENTO BIOTECNOLOGICO DEL CULTIVO DE CHERAX QUADRICARINATUS MEDIANTE LA CONFORMACION DE UN PIE DE CRIA CON ELEVADA VARIABILIDAD GENETICA, USANDO HERRAMIENTAS MOLECULARES INNOVADORAS.",BIOTECNOLOGIA,750530
SOL AZUL S.A. DE C.V.,INNOVACION DE LA PRODUCCION OSTRICOLA DEL NOROESTE DE MEXICO A TRAVES DEL MEJORAMIENTO GENETICO Y APLICACION DE BIOTECNOLOGIAS DE TRILOIDIA,BIOTECNOLOGIA,946527
"CENTRO DE INVESTIGACIONES BIOLOGICAS DEL NOROESTE, S.C.",DESARROLLO DE PAQUETE TECNOLOGICO DE BIO-CARNADA PARA SU APLICACION Y VALIDACION EN EL SECTOR PESQUERO COMERCIAL,BIOTECNOLOGIA,822900
"CENTRO DE INVESTIGACIONES BIOLOGICAS DEL NOROESTE, S.C.","PRODUCCION DE ACEITES RICOS EN OMEGA 3 Y OTROS INGREDIENTES DE ALTO VALOR AGREGADO A PARTIR DE PRODUCTOS Y DESECHOS DE PESQUERIAS Y ACUICULTURA, A FIN DE IMPULSAR EL DESARROLLO ECONOMICO Y REDUCIR LA CONTAMINACION AMBIENTAL EN EL NOROESTE DE MEXICO",BIOTECNOLOGIA,180000
BIONAG SAPI DE CV,"ESTRUCTURACION TECNICA, COMERCIAL Y LEGAL PARA DISMINUIR LAS PERDIDAS ECONOMICAS EN LA INDUSTRIA GANADERA MEDIANTE LA UTILIZACION DE NANOPARTICULAS DE PLATA COMO TRATAMIENTO PARA ENFERMEDADES RESPIRATORIAS Y GASTROINTESTINALES DEL GANADO BOVINO EN B.C.",BIOTECNOLOGIA,30000
ENMEX SA DE CV,OPTIMIZACION DE PROCESOS DE PRODUCCION DE ENZIMAS CON MENOS COLOR Y SIN ACTIVIDADES ENZIMATICAS COLATERALES,BIOTECNOLOGIA,217000
"BIOAMIN, S.A. DE C.V.",NUEVA TECNOLOGIA PARA OBTENER UN INSECTICIDA BIOLOGICO  DE AMPLIO ESPECTRO MEDIANTE FERMENTACION  BIFASICA EN UN SUSTRATO ORGANICO.,BIOTECNOLOGIA,545000
SIGMA ALIMENTOS NORESTE SA DE CV,"DESARROLLO DE UN PROCESO CON ALTO NIVEL DE INNOVACION PARA MEJORAR LAS PROPIEDADES FUNCIONALES DE LAS PROTEINAS SERICAS DE LA LECHE MEDIANTE SISTEMAS DE BIOTECNOLOGIA ENZIMATICA, PROCESOS DE ENTRECRUZAMIENTO Y/O COPOLIMERIZACION",BIOTECNOLOGIA,870000
GRUPO CHEN S DE RL DE CV,"PROCESOS DE INMOVILIZACION DE CELULAS Y ENZIMAS, PARA LA TRANSFORMACION DE SACARIDOS DEL SUERO DE LECHE EN ADITIVOS FUNCIONALES DE VALOR AGREGADO",BIOTECNOLOGIA,490000
METCO SA DE CV,"TRANSFERENCIA DE UN PROCESO BIOTECNOLOGICO DE FERMENTACION EN MEDIOS DE ALTA OSMOLARIDAD, PARA LA PRODUCCION DE LEVADURAS PROBIOTICAS DE ALTO VALOR AGREGADO PARA NUTRICION HUMANA.",BIOTECNOLOGIA,2430000
NUTRIMENTOS INTELIGENTES S.A. DE C.V.,"PROYECTO: ACTIVIDADES PRE-COMERCIALES DE GELATINA SIMBIOTICA CON PREBIOTICOS, PROBIOTICOS, VITAMINAS Y OMEGA 3 COMO CONTROL SOBRE EL ESTADO INFLAMATORIO Y NUTRICIO PARA PACIENTES CON IRCT (PRODUCTO DENOMINADO NIN NUTRIHEALTH)",BIOTECNOLOGIA,437500
NUTRAVIA S.A. DE C.V.,BIOTECNOLOGIA DE PROCESOS PARA LA OBTENCION DE PREPARACIONES ENZIMATICAS TERMOESTABLES CON ACTIVIDAD AMILOLITICA PARA APLICACION COMERCIAL.,BIOTECNOLOGIA,285000
"GALVEZ RODRIGUEZ,ALEJANDRO",PRUEBA PILOTO DEL SISTEMA DE CLONACION MASIVA DE GENOTIPOS SELECCIONADOS DE JATROPHA CURCAS PARA LA PRODUCCION DE BIODIESEL.,BIOTECNOLOGIA,346172
"BIORGANIX MEXICANA, S.A. DE C.V.",DESARROLLO DE UN PRODUCTO ORGANICO A BASE DE EXTRACTOS BACTERIANOS COMO PROMOTOR DEL CRECIMIENTO VEGETAL Y CONTROL DE FITOPATOGENOS.,BIOTECNOLOGIA,326250
UNIVERSIDAD AUTONOMA DE COAHUILA,ESCALAMIENTO A NIVEL PILOTO DEL PROCESO DE PRODUCCION DE PIGMENTOS FUNGICOS,BIOTECNOLOGIA,540000
"NANOINGREDIENTES BIOACTIVOS, S.A. DE C.V.","DESARROLLO DE SISTEMAS NANOBIOTECNOLOGICOS PARA LA OBTENCION DE ANTIOXIDANTES DE CONSUMO HUMANO, DE ALTA EFECTIVIDAD.",BIOTECNOLOGIA,644200
"GREEN CORP BIORGANIKS DE MEXICO, S.A. DE C.V.",DESARROLLO Y PRUEBA A NIVEL PILOTO DE PROTOTIPOS DE HERBICIDAS ORGANICOS A BASE DE COMPUESTOS CON ACTIVIDAD ALELOPATICA PARA SU APLICACION EN CULTIVOS DE IMPORTANCIA ECONOMICA.,BIOTECNOLOGIA,933000
"LABORATORIOS AGROENZYMAS, S.A. DE C.V.",TRANSFERENCIA DE UN PROCESO BIOTECNOLOGICO PARA LA PRODUCCION DE FITOESTIMULANTES MICROBIANOS DE USO HORTICOLA,BIOTECNOLOGIA,440000
UNIVERSIDAD AUTONOMA DE COAHUILA,ESCALAMIENTO A NIVEL PILOTO DE UN SISTEMA BIOTECNOLOGICO PARA LA OBTENCION DE LIPIDOS A PARTIR DE MICROALGAS INMOVILIZADAS CULTIVADAS EN AGUAS RESIDUALES Y SU APROVECHAMIENTO EN LA PRODUCCION DE BIODIESEL,BIOTECNOLOGIA,1373500
FABRICAS DE EXQUITLAN SA DE CV,INNOVACION TECNOLOGICA DEL PROCESO  DE ELABORACION DE JUGO  FERMENTADO  A PARTIR DE CONCENTRADO DE MANZANA CON IMPACTO SOCIAL EN EL VALLE DE TULANCINGO HIDALGO.,BIOTECNOLOGIA,401044
"PRODUCTOS BIOORGANICOS, S. A. DE C. V.",DESARROLLO DE UN PROTOTIPO DE BIODIGESTION SECA PARA LA PRODUCCION DE BIOGAS MEDIANTE EL APROVECHAMIENTO DE RESIDUOS PECUARIOS,BIOTECNOLOGIA,534000
"STELAGENOMICS MEXICO, S DE RL DE CV",EVALUACION EN CAMPO DE UNA NUEVA PLATAFORMA PARA EL CONTROL DE MALEZAS,BIOTECNOLOGIA,2268000
"STELAGENOMICS MEXICO, S DE RL DE CV","INNOVACION Y ESCALAMIENTO DE UN SISTEMA EFICIENTE PARA LA PRODUCCION DE
BIOCOMBUSTIBLE Y BIOPRODUCTOS  EN POZAS ABIERTAS A PARTIR DE MICROALGAS GENETICAMENTE MODIFICADAS",BIOTECNOLOGIA,2094750
LINK POINT S.C.,"MARCO REGULATORIO PARA LOS FONDOS DE CAPITAL PRIVADO, VENTURE Y SEMILLA EN MEXICO.",SERVICIOS,50000
VIREN SA DE CV,"DESARROLLO DE VACUNA ""DIVA"" POLIVALENTE CONTRA INFLUENZA AVIAR H5N2-H7N3 EN TEJIDO VEGETAL Y SU PRODUCCION BAJO PARAMETROS INDUSTRIALES",BIOTECNOLOGIA,1214500
ADLER PHARMA S. DE R.L. DE C.V.,DESARROLLO DE UNA VACUNA RECOMBINANTE CONTRA BACTERIAS RELACIONADAS AL COMPLEJO RESPIRATORIO BOVINO Y ENSAYO DE SISTEMAS ADYUVANTES EXPRESADOS EN PLANTAS GENETICAMENTE MODIFICADAS,BIOTECNOLOGIA,109200
LINK POINT S.C.,"ANALISIS, DESARROLLO E IMPULSO DE PROPUESTA DE PROVISION DE INCENTIVOS FISCALES EN EL ORDEN JURIDICO MEXICANO, COMO ELEMENTO DE FOMENTO A ECOSISTEMAS DE INNOVACION.",SERVICIOS,333333.33
NANORESONANCE TECHNOLOGY S.A. DE C.V.,DESARROLLO Y VALIDACION A NIVEL PILOTO DE UN SISTEMA DE ESTERILIZACION POR MEDIOS FISICOS  PARA EL ACONDICIONAMIENTO DE SUELOS UTILIZADOS EN LOS CULTIVOS DE ALTO VALOR AGREGADO Y CON ALTOS NIVELES DE EXIGENCIA.,BIOTECNOLOGIA,1340000
GENYKA DIAGNOSTICO SAPI DE C.V.,DESARROLLO DE UNA PLATAFORMA DIAGNOSTICA PARA LA DETECCION CUANTITATIVA DE ALTERACIONES GENOMICAS EN PACIENTES CON LEUCEMIA AGUDA,BIOTECNOLOGIA,2140000
UNIMA SOLUCIONES NATURALES S.A.P.I. DE C.V.,PRODUCCION DE VACUNA CONTRA NEWCASTLE EN CELULAS TRANSGENICAS DE ALFALFA PARA USO EN SALUD ANIMAL,BIOTECNOLOGIA,300000
INNOVARE R&D S.A DE C.V.,"DESARROLLO FARMACEUTICO DE UNA SISTEMA DE LIBERACION PROLONGADA PARA UN PEPTIDO INHIBIDOR DE FUSION (ENFUVIRTIDA T20), COMO TERAPIA ANTI-VIH; CON IMPACTOS ECONOMICOS POTENCIALES PARA EL SECTOR SALUD",BIOTECNOLOGIA,38000
"PHARMACOS EXAKTA, S.A. DE C.V.","SOLUCION OFTALMICA DE APLICACION TOPICA, CONSTITUIDA POR  UN ANTICUERPO MONOCLONAL ANTI-ANGIOGENICO (RANIBIZUMAB) INCORPORADO A UN SISTEMA DE LIBERACION NANOTECNOLOGICO (QUSOMES), DIRIGIDA AL TRATAMIENTO DE LA DEGENERACION MACULAR RELACIONADA A LA EDAD.",BIOTECNOLOGIA,203000
INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,CARACTERIZACION GENICA DE NUEVAS ISOENZIMAS LACASAS DE P. SANGUINEUS PARA LA BIORREMEDIACION DE EFLUENTES Y SUELO,BIOTECNOLOGIA,108500
"PHARMACOS EXAKTA, S.A. DE C.V.","ADAPTACION, SELECCION Y REPLICA DE CEPAS DE LOS VIRUS DE LA INFLUENZA A H1N1, A H3N2 Y B EN LA LINEA CELULAR MDCK PARA UNA FORMULACION VACUNAL DE APLICACION SUBLINGUALEMPLEANDO LIPOSOMAS (NANO ESFERAS).",BIOTECNOLOGIA,1162000
"LARVAS GRAN MAR, S.A. DE C.V.","ESCALAMIENTO DEL CONSORCIO MICROBIANO SIMBIOTICO  LLB622, DESEMPENO A ESCALA COMERCIAL Y ANALISIS DE LA FACTIBILIDAD DE INTRODUCCION AL MERCADO NACIONAL",BIOTECNOLOGIA,2245624.94
NUNHEMS MEXICO SA DE CV,USO DE -MOLECULAR BREEDING- Y DE -SINGLE EMBRYO DESCENT- COMO HERRAMIENTAS BIOTECNOLOGICAS EN EL DESARROLLO DE NUEVOS HIBRIDOS DE HORTALIZAS ADAPTADAS A DIFERENTES CONDICIONES AGROCLIMATICAS DE MEXICO,BIOTECNOLOGIA,1202500
"CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN, AC","APLICACION DE LA BIOTECNOLOGIA EN LA PRODUCCION DE SEMILLAS DE PAPAYA HERMAFRODITA, PARA ABASTECER EL MERCADO REGIONAL DEL SURESTE MEXICANO",BIOTECNOLOGIA,40000
SECRETARIA DE COMUNICACIONES Y TRANSPORTES / INSTITUTO MEXICANO DEL TRANSPORTE,NORMATIVIDAD PARA IMPULSAR LA INDUSTRIA Y EL MERCADO DEL TRANSPORTE URBANO GRT EN MEXICO,SERVICIOS,174350.11
"ALIANZA PARA LA FORMACION E INVESTIGACION EN INFRAESTRUCTURA PARA EL DESARROLLO DE MEXICO, ASOCIACION CIVIL",PROGRAMA DE ACELERACION DEL CONOCIMIENTO EN INTELIGENCIA TECNOLOGICA: MODELO DE EDUCACION A DISTANCIA,TECNOLOGIAS DE LA INFORMACION,300000
"CENTRO DE INVESTIGACIONES BIOLOGICAS DEL NOROESTE, S.C.",PAQUETE BIOTECNOLOGICO PARA EL CULTIVO FOTOHETEROTROFICO INTENSIVO DE LINEAS ADAPTADAS A ALTA SALINIDAD DEL CAMARON BLANCO LITOPENAEUS VANNAMEI.,BIOTECNOLOGIA,834875
CICAINTE S DE RL DE CV,"IMPLEMENTACION DE UN SISTEMA E-LEARNING USANDO EL ESTANDAR SCORM, PARA INNOVAR LOS PROCESOS DE DIVULGACION DEL PROGRAMA DE CAPACITACION EN LA ENTRATEGIA DE ENSENANZA-APRENDIZAJE BASADA EN EL DESARROLLO DE VIDEOJUEGOS",TECNOLOGIAS DE LA INFORMACION,200000
BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,INOCULANTE MULTIESPECIES PARA POTENCIAR EL CRECIMIENTO DE PLANTAS,AGROINDUSTRIAL,2053200
"GRUPO REQUENA, S.A. DE C.V.",PLAN TECNOLOGICO. TECNOLOGIAS DE ELECTROESTIMULACION,SALUD,300000
ASOCIADOS EN TRANSFERENCIA DEL CONOCIMIENTO S.A. DE C.V.,SOLICITUD DE BONO DE TRANSFERENCIA DE CONOCIMIENTO PARA EL DESARROLLO TECNOLOGICO DE UN NUEVO PROCESO DE ELABORACION DE PARTICULAS DE SABOR PARA LA INDUSTRIA ALIMENTICIA.,ALIMENTOS,2100000
